Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
4/4/2017,0.24,34,39,91,18,24,11,4
5/4/2017,0.31,32,36,86,18,26,14,4
6/4/2017,0.27,28,29,72,22,30,13,4
7/4/2017,0.22,22,30,63,32,20,11,3
8/4/2017,0.22,20,26,57,34,23,10,3
9/4/2017,0.2,16,27,51,42,25,13,3
10/4/2017,0.21,16,25,49,44,39,15,3
11/4/2017,0.19,12,22,40,45,33,14,3
12/4/2017,0.23,14,26,47,47,26,10,3
13/4/2017,0.22,17,29,55,50,25,13,3
14/4/2017,0.23,10,31,47,56,32,16,3
15/4/2017,0.25,16,34,58,55,35,15,3
16/4/2017,0.28,13,30,50,60,20,10,3
17/4/2017,0.25,13,37,56,61,24,11,3
18/4/2017,0.23,9,30,42,69,25,11,2
19/4/2017,0.22,6,32,42,67,35,16,2
20/4/2017,0.17,1,11,11,83,24,16,2
21/4/2017,0.16,1,9,8,88,31,12,2
22/4/2017,0.13,3,15,19,51,18,10,1
23/4/2017,0.11,1,10,10,56,14,7,1
24/4/2017,0.1,1,8,8,59,12,8,1
25/4/2017,0.1,2,10,11,57,12,7,1
26/4/2017,0.11,2,10,12,53,12,11,1
27/4/2017,0.1,9,18,29,44,12,8,1
28/4/2017,0.13,18,31,58,35,12,8,2
29/4/2017,0.12,9,24,38,40,12,11,2
30/4/2017,0.15,18,27,54,34,10,9,2
1/5/2017,0.16,14,26,47,36,9,9,2
2/5/2017,0.16,14,24,46,36,12,11,2
3/5/2017,0.18,17,27,53,39,12,14,2
4/5/2017,0.17,8,21,33,45,8,15,1
5/5/2017,0.2,14,24,45,44,5,11,1
6/5/2017,0.14,7,16,27,53,5,8,2
7/5/2017,0.14,9,14,27,52,10,5,2
8/5/2017,0.15,10,15,31,47,6,8,2
9/5/2017,0.14,9,16,30,52,4,8,1
10/5/2017,0.17,10,23,39,46,7,6,3
11/5/2017,0.19,11,30,47,43,17,6,2
12/5/2017,0.2,15,30,52,37,13,9,2
13/5/2017,0.26,14,30,52,32,11,11,2
14/5/2017,0.18,5,20,26,35,11,13,2
15/5/2017,0.17,5,20,27,38,13,13,2
16/5/2017,0.15,4,16,21,40,13,9,1
17/5/2017,0.12,2,11,14,44,11,5,2
18/5/2017,0.13,3,15,19,37,10,11,3
19/5/2017,0.13,2,29,30,18,12,9,4
20/5/2017,0.11,1,31,32,15,12,11,6
21/5/2017,0.14,4,26,31,18,7,11,4
22/5/2017,0.12,5,26,33,15,6,9,11
23/5/2017,0.15,25,39,76,5,9,10,13
24/5/2017,0.14,16,29,53,17,8,9,11
25/5/2017,0.14,8,13,25,31,7,9,3
26/5/2017,0.14,9,13,27,33,5,6,2
27/5/2017,0.16,9,16,29,35,4,6,2
28/5/2017,0.16,8,12,24,36,5,10,2
29/5/2017,0.17,8,12,23,37,10,7,2
30/5/2017,0.14,7,11,21,34,9,6,2
31/5/2017,0.14,7,12,22,28,7,8,2
1/6/2017,0.13,7,12,24,29,5,5,2
2/6/2017,0.11,5,9,17,26,4,5,2
3/6/2017,0.13,5,8,15,26,5,7,2
4/6/2017,0.16,8,11,23,25,5,10,2
5/6/2017,0.18,12,13,30,22,5,8,2
6/6/2017,0.19,11,18,34,22,7,7,2
7/6/2017,0.12,2,13,15,23,8,8,3
8/6/2017,0.11,1,21,22,13,8,8,5
9/6/2017,0.12,1,12,11,24,4,8,2
10/6/2017,0.11,1,10,8,23,4,8,2
11/6/2017,0.1,10,26,40,3,5,5,9
12/6/2017,0.1,8,28,41,2,4,7,10
13/6/2017,0.11,3,23,27,3,4,8,4
14/6/2017,0.14,20,26,56,1,4,5,4
15/6/2017,0.22,39,32,91,1,4,6,6
16/6/2017,0.23,44,31,99,3,4,14,5
17/6/2017,0.22,36,27,83,7,9,10,4
18/6/2017,0.19,25,25,63,12,8,11,4
19/6/2017,0.25,32,28,77,15,5,11,6
20/6/2017,0.25,21,25,56,30,10,12,4
21/6/2017,0.3,21,31,63,34,10,19,4
22/6/2017,0.29,19,26,55,38,10,17,5
23/6/2017,0.26,14,26,48,44,21,25,4
24/6/2017,0.24,16,26,50,45,10,19,3
25/6/2017,0.2,14,28,50,43,13,16,3
26/6/2017,0.23,16,28,52,37,11,19,3
27/6/2017,0.32,28,49,93,26,19,17,4
28/6/2017,0.26,13,44,64,24,18,19,4
29/6/2017,0.3,18,54,82,14,20,29,7
30/6/2017,0.46,66,74,176,1,15,18,13
1/7/2017,0.29,27,56,98,5,17,27,8
2/7/2017,0.17,2,35,37,10,14,20,7
3/7/2017,0.17,23,43,78,1,11,14,9
4/7/2017,0.17,31,42,90,1,0,14,9
5/7/2017,0.18,32,41,90,1,0,12,7
6/7/2017,0.18,32,61,90,1,0,12,7
