Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
9/9/2016,50.23,46,58,82,67,41,49,13
10/9/2016,50.32,58,79,123,56,49,47,14
11/9/2016,50.26,43,74,94,54,48,49,14
12/9/2016,50.3,48,84,112,44,50,59,17
13/9/2016,50.46,96,104,206,31,45,48,23
14/9/2016,50.29,57,86,128,35,47,57,18
15/9/2016,50.17,32,65,67,40,44,50,17
16/9/2016,50.17,53,73,108,31,41,44,19
17/9/2016,50.17,61,72,120,31,30,44,19
18/9/2016,50.18,62,71,120,31,30,42,17
19/9/2016,50.21,52,68,102,31,30,40,15
20/9/2016,50.2,39,64,78,34,30,46,14
21/9/2016,50.2,36,57,66,41,30,46,13
22/9/2016,50.23,44,64,84,39,30,43,13
23/9/2016,50.37,80,77,155,36,30,44,15
24/9/2016,50.37,88,82,171,39,30,53,15
25/9/2016,50.34,92,91,187,42,30,53,16
26/9/2016,50.29,69,81,141,49,30,43,15
27/9/2016,50.22,47,67,93,67,30,46,14
28/9/2016,50,30,30,30,30,30,30,10
29/9/2016,50,30,30,30,30,30,30,10
30/9/2016,50.24,34,59,65,125,30,30,14
1/10/2016,50.25,43,75,94,119,30,62,15
2/10/2016,50.24,39,75,89,124,30,57,15
3/10/2016,50.31,48,82,108,102,30,59,14
4/10/2016,50.34,44,83,105,94,30,52,15
5/10/2016,50.25,34,58,64,106,30,52,14
6/10/2016,50.26,35,52,60,76,30,55,13
7/10/2016,50.26,35,52,59,80,30,57,13
8/10/2016,50.26,36,79,87,45,30,56,16
9/10/2016,50.25,31,62,63,64,30,60,15
10/10/2016,50.21,31,45,46,85,30,57,14
11/10/2016,50.25,31,41,40,86,35,49,17
12/10/2016,50.28,31,41,41,82,36,42,22
13/10/2016,50.21,31,40,38,83,35,46,16
14/10/2016,50.22,31,40,39,81,35,43,17
15/10/2016,50.15,31,43,42,73,37,41,16
16/10/2016,50.16,36,56,65,53,38,51,16
17/10/2016,50.24,40,54,69,54,38,39,16
18/10/2016,50.22,42,53,70,55,30,50,16
19/10/2016,50.21,51,62,95,48,30,41,15
20/10/2016,50.18,43,58,78,49,68,40,16
21/10/2016,50.21,52,63,97,51,58,41,14
22/10/2016,50.2,45,54,76,60,67,42,14
23/10/2016,50.23,55,66,104,55,64,46,14
24/10/2016,50.2,51,56,88,60,70,43,14
25/10/2016,50.16,38,49,61,64,64,44,13
26/10/2016,50.16,39,47,61,64,52,38,13
27/10/2016,50.2,49,56,86,63,60,35,13
28/10/2016,50.21,47,58,84,68,58,38,13
29/10/2016,50.21,42,55,74,69,61,39,13
30/10/2016,50.23,47,61,87,56,53,38,14
31/10/2016,50.22,43,58,77,55,51,36,14
1/11/2016,50.17,40,58,73,61,48,37,14
2/11/2016,50.15,33,50,54,63,53,35,14
3/11/2016,50.13,31,43,42,65,56,36,13
4/11/2016,50.13,31,42,42,69,51,37,13
5/11/2016,50.12,31,41,40,67,52,35,13
6/11/2016,50.12,31,41,39,61,49,35,13
7/11/2016,50.12,31,44,46,59,54,34,13
8/11/2016,50.15,48,55,80,58,47,38,13
9/11/2016,50.22,59,63,107,52,47,40,14
10/11/2016,50.24,64,69,121,48,54,41,14
11/11/2016,50.31,62,66,116,48,56,44,14
12/11/2016,50.27,58,59,102,52,60,43,14
13/11/2016,50.22,52,60,93,62,50,41,13
14/11/2016,50.22,50,56,87,64,53,40,13
15/11/2016,50.2,46,57,81,72,55,43,13
16/11/2016,50.21,46,55,79,74,69,45,13
17/11/2016,50.19,42,52,70,75,63,44,13
18/11/2016,50.23,44,56,77,77,56,40,13
19/11/2016,50.22,47,59,85,80,55,43,13
20/11/2016,50.23,40,61,77,86,62,46,13
21/11/2016,50.25,46,64,88,85,65,45,13
22/11/2016,50.28,43,60,80,90,50,40,13
23/11/2016,50.25,43,67,86,91,54,41,13
24/11/2016,50.23,39,60,72,99,55,41,12
25/11/2016,50.22,36,62,72,97,65,46,12
26/11/2016,50.17,31,41,41,113,54,46,12
27/11/2016,50.16,31,39,38,118,61,42,12
28/11/2016,50.13,33,45,49,81,48,40,11
29/11/2016,50.11,31,40,40,86,44,37,11
30/11/2016,50.1,31,38,38,89,42,38,11
1/12/2016,50.1,32,40,41,87,42,37,11
2/12/2016,50.11,32,40,42,83,42,41,11
3/12/2016,50.1,39,48,59,74,42,38,11
4/12/2016,50.13,48,61,88,65,42,38,12
5/12/2016,50.12,39,54,68,70,42,41,12
6/12/2016,50.15,48,57,84,64,40,39,12
7/12/2016,50.16,44,56,77,66,39,39,12
8/12/2016,50.16,44,54,76,66,42,41,12
9/12/2016,50.18,47,57,83,69,42,44,12
10/12/2016,50.17,38,51,63,75,38,45,11
11/12/2016,50.2,44,54,75,74,35,41,11
12/12/2016,50.14,37,46,57,83,35,38,12
13/12/2016,50.14,39,44,57,82,40,35,12
14/12/2016,50.15,40,45,61,77,36,38,12
15/12/2016,50.14,39,46,60,82,34,38,11
16/12/2016,50.17,40,53,69,76,37,36,13
17/12/2016,50.19,41,60,77,73,47,36,12
18/12/2016,50.2,45,60,82,67,43,39,12
19/12/2016,50.26,44,60,82,62,41,41,12
20/12/2016,50.18,35,50,56,65,41,43,12
21/12/2016,50.17,35,50,57,68,43,43,12
22/12/2016,50.15,34,46,51,70,43,39,11
23/12/2016,50.12,32,41,44,74,41,35,12
24/12/2016,50.13,33,45,49,67,40,41,13
25/12/2016,50.13,32,59,60,48,42,39,14
26/12/2016,50.11,31,61,62,45,42,41,16
27/12/2016,50.14,34,56,61,48,37,41,14
28/12/2016,50.12,35,56,63,45,36,39,21
29/12/2016,50.15,55,69,106,35,39,40,23
30/12/2016,50.14,46,59,83,47,38,39,21
31/12/2016,50.14,38,43,55,61,37,39,13
1/1/2017,50.14,39,43,57,63,35,36,12
2/1/2017,50.16,39,46,59,65,34,36,12
3/1/2017,50.16,38,42,54,66,35,40,12
4/1/2017,50.17,38,42,53,67,40,37,12
5/1/2017,50.14,37,41,51,64,39,36,12
6/1/2017,50.14,37,42,52,58,37,38,12
7/1/2017,50.13,37,42,54,59,35,35,12
8/1/2017,50.11,35,39,47,56,34,35,12
9/1/2017,50.13,35,38,45,56,35,37,12
10/1/2017,50.16,38,41,53,55,35,40,12
11/1/2017,50.18,42,43,60,52,35,38,12
12/1/2017,50.19,41,48,64,52,37,37,12
13/1/2017,50.12,32,43,45,53,38,38,13
14/1/2017,50.11,31,51,52,43,38,38,15
15/1/2017,50.12,31,42,41,54,34,38,12
16/1/2017,50.11,31,40,38,53,34,38,12
17/1/2017,50.1,40,56,70,33,35,35,19
18/1/2017,50.1,38,58,71,32,34,37,20
19/1/2017,50.11,33,53,57,33,34,38,14
20/1/2017,50.14,50,56,86,31,34,35,14
21/1/2017,50.22,69,62,121,31,34,36,16
22/1/2017,50.23,74,61,129,33,34,44,15
23/1/2017,50.22,66,57,113,37,39,40,14
24/1/2017,50.19,55,55,93,42,38,41,14
25/1/2017,50.25,62,58,107,45,35,41,16
26/1/2017,50.25,51,55,86,60,40,42,14
27/1/2017,50.3,51,61,93,64,40,49,14
28/1/2017,50.29,49,56,85,68,40,47,15
29/1/2017,50.26,44,56,78,74,51,55,14
30/1/2017,50.24,46,56,80,75,40,49,13
31/1/2017,50.2,44,58,80,73,43,46,13
1/2/2017,50.23,46,58,82,67,41,49,13
2/2/2017,50.32,58,79,123,56,49,47,14
3/2/2017,50.26,43,74,94,54,48,49,14
4/2/2017,50.3,48,84,112,44,50,59,17
5/2/2017,50.46,96,104,206,31,45,48,23
6/2/2017,50.29,57,86,128,35,47,57,18
7/2/2017,50.17,32,65,67,40,44,50,17
8/2/2017,50.17,53,73,108,31,41,44,19
9/2/2017,50.17,61,72,120,31,30,44,19
10/2/2017,50.18,62,71,120,31,30,42,17
11/2/2017,50.21,52,68,102,31,30,40,15
12/2/2017,50.2,39,64,78,34,30,46,14
13/2/2017,50.2,36,57,66,41,30,46,13
14/2/2017,50.23,44,64,84,39,30,43,13
15/2/2017,50.37,80,77,155,36,30,44,15
16/2/2017,50.37,88,82,171,39,30,53,15
17/2/2017,50.34,92,91,187,42,30,53,16
18/2/2017,50.29,69,81,141,49,30,43,15
19/2/2017,50.22,47,67,93,67,30,46,14
20/2/2017,50,30,30,30,30,30,30,10
21/2/2017,50,30,30,30,30,30,30,10
22/2/2017,50.24,34,59,65,125,30,30,14
23/2/2017,50.25,43,75,94,119,30,62,15
24/2/2017,50.24,39,75,89,124,30,57,15
25/2/2017,50.31,48,82,108,102,30,59,14
26/2/2017,50.34,44,83,105,94,30,52,15
27/2/2017,50.25,34,58,64,106,30,52,14
28/2/2017,50.26,35,52,60,76,30,55,13
1/3/2017,50.26,35,52,59,80,30,57,13
2/3/2017,50.26,36,79,87,45,30,56,16
3/3/2017,50.25,31,62,63,64,30,60,15
4/3/2017,50.21,31,45,46,85,30,57,14
5/3/2017,50.25,31,41,40,86,35,49,17
6/3/2017,50.28,31,41,41,82,36,42,22
7/3/2017,50.21,31,40,38,83,35,46,16
8/3/2017,50.22,31,40,39,81,35,43,17
9/3/2017,50.15,31,43,42,73,37,41,16
10/3/2017,50.16,36,56,65,53,38,51,16
11/3/2017,50.24,40,54,69,54,38,39,16
12/3/2017,50.22,42,53,70,55,30,50,16
13/3/2017,50.21,51,62,95,48,30,41,15
14/3/2017,50.18,43,58,78,49,68,40,16
15/3/2017,50.21,52,63,97,51,58,41,14
16/3/2017,50.2,45,54,76,60,67,42,14
17/3/2017,50.23,55,66,104,55,64,46,14
18/3/2017,50.2,51,56,88,60,70,43,14
19/3/2017,50.16,38,49,61,64,64,44,13
20/3/2017,50.16,39,47,61,64,52,38,13
21/3/2017,50.2,49,56,86,63,60,35,13
22/3/2017,50.21,47,58,84,68,58,38,13
23/3/2017,50.21,42,55,74,69,61,39,13
24/3/2017,50.23,47,61,87,56,53,38,14
25/3/2017,50.22,43,58,77,55,51,36,14
26/3/2017,50.17,40,58,73,61,48,37,14
27/3/2017,50.15,33,50,54,63,53,35,14
28/3/2017,50.13,31,43,42,65,56,36,13
29/3/2017,50.13,31,42,42,69,51,37,13
30/3/2017,50.12,31,41,40,67,52,35,13
31/3/2017,50.12,31,41,39,61,49,35,13
1/4/2017,50.12,31,44,46,59,54,34,13
2/4/2017,50.15,48,55,80,58,47,38,13
3/4/2017,50.22,59,63,107,52,47,40,14
4/4/2017,50.24,64,69,121,48,54,41,14
5/4/2017,50.31,62,66,116,48,56,44,14
6/4/2017,50.27,58,59,102,52,60,43,14
7/4/2017,50.22,52,60,93,62,50,41,13
8/4/2017,50.22,50,56,87,64,53,40,13
9/4/2017,50.2,46,57,81,72,55,43,13
10/4/2017,50.21,46,55,79,74,69,45,13
11/4/2017,50.19,42,52,70,75,63,44,13
12/4/2017,50.23,44,56,77,77,56,40,13
13/4/2017,50.22,47,59,85,80,55,43,13
14/4/2017,50.23,40,61,77,86,62,46,13
15/4/2017,50.25,46,64,88,85,65,45,13
16/4/2017,50.28,43,60,80,90,50,40,13
17/4/2017,50.25,43,67,86,91,54,41,13
18/4/2017,50.23,39,60,72,99,55,41,12
19/4/2017,50.22,36,62,72,97,65,46,12
20/4/2017,50.17,31,41,41,113,54,46,12
21/4/2017,50.16,31,39,38,118,61,42,12
22/4/2017,50.13,33,45,49,81,48,40,11
23/4/2017,50.11,31,40,40,86,44,37,11
24/4/2017,50.1,31,38,38,89,42,38,11
25/4/2017,50.1,32,40,41,87,42,37,11
26/4/2017,50.11,32,40,42,83,42,41,11
27/4/2017,50.1,39,48,59,74,42,38,11
28/4/2017,50.13,48,61,88,65,42,38,12
29/4/2017,50.12,39,54,68,70,42,41,12
30/4/2017,50.15,48,57,84,64,40,39,12
1/5/2017,50.16,44,56,77,66,39,39,12
2/5/2017,50.16,44,54,76,66,42,41,12
3/5/2017,50.18,47,57,83,69,42,44,12
4/5/2017,50.17,38,51,63,75,38,45,11
5/5/2017,50.2,44,54,75,74,35,41,11
6/5/2017,50.14,37,46,57,83,35,38,12
7/5/2017,50.14,39,44,57,82,40,35,12
8/5/2017,50.15,40,45,61,77,36,38,12
9/5/2017,50.14,39,46,60,82,34,38,11
10/5/2017,50.17,40,53,69,76,37,36,13
11/5/2017,50.19,41,60,77,73,47,36,12
12/5/2017,50.2,45,60,82,67,43,39,12
13/5/2017,50.26,44,60,82,62,41,41,12
14/5/2017,50.18,35,50,56,65,41,43,12
15/5/2017,50.17,35,50,57,68,43,43,12
16/5/2017,50.15,34,46,51,70,43,39,11
17/5/2017,50.12,32,41,44,74,41,35,12
18/5/2017,50.13,33,45,49,67,40,41,13
19/5/2017,50.13,32,59,60,48,42,39,14
20/5/2017,50.11,31,61,62,45,42,41,16
21/5/2017,50.14,34,56,61,48,37,41,14
22/5/2017,50.12,35,56,63,45,36,39,21
23/5/2017,50.15,55,69,106,35,39,40,23
24/5/2017,50.14,46,59,83,47,38,39,21
25/5/2017,50.14,38,43,55,61,37,39,13
26/5/2017,50.14,39,43,57,63,35,36,12
27/5/2017,50.16,39,46,59,65,34,36,12
28/5/2017,50.16,38,42,54,66,35,40,12
29/5/2017,50.17,38,42,53,67,40,37,12
30/5/2017,50.14,37,41,51,64,39,36,12
31/5/2017,50.14,37,42,52,58,37,38,12
1/6/2017,50.13,37,42,54,59,35,35,12
2/6/2017,50.11,35,39,47,56,34,35,12
3/6/2017,50.13,35,38,45,56,35,37,12
4/6/2017,50.16,38,41,53,55,35,40,12
5/6/2017,50.18,42,43,60,52,35,38,12
6/6/2017,50.19,41,48,64,52,37,37,12
7/6/2017,50.12,32,43,45,53,38,38,13
8/6/2017,50.11,31,51,52,43,38,38,15
9/6/2017,50.12,31,42,41,54,34,38,12
10/6/2017,50.11,31,40,38,53,34,38,12
11/6/2017,50.1,40,56,70,33,35,35,19
12/6/2017,50.1,38,58,71,32,34,37,20
13/6/2017,50.11,33,53,57,33,34,38,14
14/6/2017,50.14,50,56,86,31,34,35,14
15/6/2017,50.22,69,62,121,31,34,36,16
16/6/2017,50.23,74,61,129,33,34,44,15
17/6/2017,50.22,66,57,113,37,39,40,14
18/6/2017,50.19,55,55,93,42,38,41,14
19/6/2017,50.25,62,58,107,45,35,41,16
20/6/2017,50.25,51,55,86,60,40,42,14
21/6/2017,50.3,51,61,93,64,40,49,14
22/6/2017,50.29,49,56,85,68,40,47,15
23/6/2017,50.26,44,56,78,74,51,55,14
24/6/2017,50.24,46,56,80,75,40,49,13
25/6/2017,50.2,44,58,80,73,43,46,13
26/6/2017,50.23,46,58,82,67,41,49,13
27/6/2017,50.32,58,79,123,56,49,47,14
28/6/2017,50.26,43,74,94,54,48,49,14
29/6/2017,50.3,48,84,112,44,50,59,17
30/6/2017,50.46,96,104,206,31,45,48,23
1/7/2017,50.29,57,86,128,35,47,57,18
2/7/2017,50.17,32,65,67,40,44,50,17
3/7/2017,50.17,53,73,108,31,41,44,19
4/7/2017,50.17,61,72,120,31,30,44,19
5/7/2017,50.18,62,71,120,31,30,42,17
6/7/2017,50.18,62,91,120,31,30,42,17
