Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
8/9/2016,45,14,22,354,0
9/9/2016,26,17,90,4,0
10/9/2016,45,16,16,323,0
11/9/2016,43,17,23,15,0
12/9/2016,37,10,71,245,0
13/09/2016,44,20,11,163,0
14/09/2016,45,12,20,288,0
15/09/2016,27,18,84,104,0
16/09/2016,14,17,64,261,0
17/09/2016,39,15,70,239,0
18/09/2016,39,19,96,349,0
19/09/2016,9,10,51,259,0
20/09/2016,42,11,87,356,0
21/09/2016,40,17,89,192,0
22/09/2016,44,18,43,200,0
23/09/2016,19,20,66,336,0
24/09/2016,9,10,5,186,0
25/09/2016,44,10,82,264,0
26/09/2016,11,18,98,109,0
27/09/2016,10,20,8,165,0
28/09/2016,13,16,64,209,0
29/09/2016,16,18,98,99,0
30/09/2016,31,19,50,95,0
1/10/2016,27,15,13,67,0
2/10/2016,44,13,44,249,0
3/10/2016,33,20,63,34,0
4/10/2016,11,11,57,196,0
5/10/2016,17,17,20,252,0
6/10/2016,32,11,51,277,0
7/10/2016,33,20,94,294,0
8/10/2016,28,11,96,199,0
9/10/2016,28,16,17,299,0
10/10/2016,37,14,45,10,0
11/10/2016,26,17,66,243,0
12/10/2016,21,12,93,345,0
13/10/2016,25,13,10,303,0
14/10/2016,41,10,93,146,0
15/10/2016,41,10,86,336,0
16/10/2016,43,10,33,187,0
17/10/2016,26,17,96,205,0
18/10/2016,26,17,90,45,0
19/10/2016,39,14,79,131,0
20/10/2016,12,14,16,110,0
21/10/2016,31,10,62,64,0
22/10/2016,31,13,11,98,0
23/10/2016,30,15,13,292,0
24/10/2016,18,13,67,305,0
25/10/2016,11,14,29,284,0
26/10/2016,27,17,51,351,0
27/10/2016,18,16,74,275,0
28/10/2016,35,17,66,141,0
29/10/2016,33,10,4,353,0
30/10/2016,36,20,58,59,0
31/10/2016,43,13,95,172,0
1/11/2016,24,15,33,178,0
2/11/2016,40,15,13,271,0
3/11/2016,43,16,27,71,0
4/11/2016,32,19,44,18,0
5/11/2016,29,15,57,299,0
6/11/2016,25,16,15,333,0
7/11/2016,30,16,11,259,0
8/11/2016,11,11,4,222,0
9/11/2016,16,17,28,203,0
10/11/2016,28,13,84,157,0
11/11/2016,32,17,19,229,0
12/11/2016,23,19,71,325,0
13/11/2016,44,10,7,255,0
14/11/2016,34,19,97,64,0
15/11/2016,16,15,10,245,0
16/11/2016,25,10,65,12,0
17/11/2016,33,19,18,243,0
18/11/2016,19,18,6,345,0
19/11/2016,27,14,91,218,0
20/11/2016,11,18,55,247,0
21/11/2016,43,20,69,104,0
22/11/2016,32,11,62,35,0
23/11/2016,23,16,94,260,0
24/11/2016,24,20,4,259,0
25/11/2016,33,11,11,54,0
26/11/2016,27,11,30,289,0
27/11/2016,13,12,61,156,0
28/11/2016,12,14,37,228,0
29/11/2016,18,20,3,299,0
30/11/2016,36,15,87,198,0
1/12/2016,39,16,64,6,0
2/12/2016,36,16,35,306,0
3/12/2016,32,13,86,325,0
4/12/2016,28,10,88,215,0
5/12/2016,43,15,93,150,0
6/12/2016,31,13,67,280,0
7/12/2016,25,13,7,206,0
8/12/2016,16,11,52,124,0
9/12/2016,12,16,1,285,0
10/12/2016,20,17,2,75,0
11/12/2016,14,18,62,290,0
12/12/2016,44,20,77,326,0
13/12/2016,9,14,22,137,0
14/12/2016,26,14,78,320,0
15/12/2016,37,10,86,47,0
16/12/2016,21,16,27,207,0
17/12/2016,20,17,66,202,0
18/12/2016,9,16,32,246,0
19/12/2016,42,17,15,74,0
20/12/2016,13,11,11,209,0
21/12/2016,32,15,75,348,0
22/12/2016,15,18,95,128,0
23/12/2016,42,10,30,67,0
24/12/2016,14,20,26,293,0
25/12/2016,32,12,91,185,0
26/12/2016,37,20,72,324,0
27/12/2016,25,19,41,189,0
28/12/2016,34,13,86,326,0
29/12/2016,30,11,14,10,0
30/12/2016,35,18,34,160,0
31/12/2016,35,17,9,100,0
1/1/2017,26,17,24,305,0
2/1/2017,44,12,92,98,0
3/1/2017,22,16,79,213,0
4/1/2017,29,10,6,358,0
5/1/2017,28,16,10,245,0
6/1/2017,26,17,60,214,0
7/1/2017,43,19,64,33,0
8/1/2017,20,13,49,323,0
9/1/2017,13,16,44,35,0
10/1/2017,31,16,53,171,0
11/1/2017,23,15,37,121,0
12/1/2017,32,17,11,283,0
13/01/2017,22,11,30,311,0
14/01/2017,40,16,4,108,0
15/01/2017,18,19,32,70,0
16/01/2017,44,12,86,84,0
17/01/2017,14,17,19,19,0
18/01/2017,13,14,74,87,0
19/01/2017,20,19,13,153,0
20/01/2017,30,11,76,355,0
21/01/2017,32,20,25,58,0
22/01/2017,28,15,70,213,0
23/01/2017,37,20,26,38,0
24/01/2017,38,15,66,11,0
25/01/2017,25,14,44,45,0
26/01/2017,11,17,9,324,0
27/01/2017,27,16,96,168,0
28/01/2017,15,11,7,91,0
29/01/2017,11,12,6,97,0
30/01/2017,15,16,37,40,0
31/01/2017,34,16,24,165,0
1/2/2017,39,15,16,169,0
2/2/2017,22,10,11,91,0
3/2/2017,11,16,30,155,0
4/2/2017,30,19,30,65,0
5/2/2017,11,19,80,64,0
6/2/2017,43,14,21,86,0
7/2/2017,19,19,51,295,0
8/2/2017,18,12,26,109,0
9/2/2017,11,10,100,202,0
10/2/2017,44,20,21,108,0
11/2/2017,16,20,22,123,0
12/2/2017,20,14,88,322,0
13/02/2017,43,11,15,242,0
14/02/2017,39,15,100,334,0
15/02/2017,16,20,68,207,0
16/02/2017,27,14,48,36,0
17/02/2017,30,12,81,47,0
18/02/2017,40,17,72,122,0
19/02/2017,14,17,6,247,0
20/02/2017,45,11,11,72,0
21/02/2017,18,17,99,273,0
22/02/2017,9,15,83,307,0
23/02/2017,23,17,17,0,0
24/02/2017,22,13,60,250,0
25/02/2017,23,19,77,130,0
26/02/2017,38,10,56,321,0
27/02/2017,43,12,53,284,0
28/02/2017,10,11,51,231,0
1/3/2017,42,14,11,7,0
2/3/2017,37,14,37,203,0
3/3/2017,27,11,77,219,0
4/3/2017,38,12,100,137,0
5/3/2017,22,19,99,164,0
6/3/2017,16,10,85,95,0
7/3/2017,16,18,55,336,0
8/3/2017,13,17,57,194,0
9/3/2017,11,13,37,322,0
10/3/2017,24,17,6,43,0
11/3/2017,27,20,46,31,0
12/3/2017,14,16,56,36,0
13/03/2017,25,10,84,146,0
14/03/2017,42,18,61,73,0
15/03/2017,32,19,85,101,0
16/03/2017,19,17,69,57,0
17/03/2017,22,20,69,305,0
18/03/2017,24,17,43,290,0
19/03/2017,19,20,61,250,0
20/03/2017,39,10,17,214,0
21/03/2017,31,10,10,271,0
22/03/2017,23,11,28,322,0
23/03/2017,18,20,34,28,0
24/03/2017,16,18,42,331,0
25/03/2017,20,16,33,104,0
26/03/2017,10,12,84,129,0
27/03/2017,26,18,13,164,0
28/03/2017,20,11,49,180,0
29/03/2017,33,10,59,184,0
30/03/2017,12,16,65,186,0
31/03/2017,10,10,33,131,0
1/4/2017,43,12,25,117,0
2/4/2017,38,11,32,105,0
3/4/2017,32,13,100,18,0
4/4/2017,33,10,93,53,0
5/4/2017,18,14,1,208,0
6/4/2017,20,17,87,66,0
7/4/2017,20,18,21,340,0
8/4/2017,26,10,43,296,0
9/4/2017,41,12,99,208,0
10/4/2017,23,14,9,128,12
11/4/2017,39,15,95,78,0
12/4/2017,12,14,72,300,0
13/04/2017,44,14,60,47,0
14/04/2017,35,12,34,129,0
15/04/2017,42,10,47,187,2
16/04/2017,32,12,62,169,0
17/04/2017,25,17,97,210,42
18/04/2017,24,12,38,9,0
19/04/2017,26,19,64,341,0
20/04/2017,13,11,79,102,0
21/04/2017,13,17,1,92,0
22/04/2017,34,15,50,176,21
23/04/2017,25,17,25,315,0
24/04/2017,27,13,11,342,0
25/04/2017,20,20,19,283,0
26/04/2017,11,11,62,33,0
27/04/2017,27,11,72,139,2
28/04/2017,15,17,39,248,0
29/04/2017,20,13,73,121,21
30/04/2017,15,14,40,298,0
1/5/2017,45,17,82,159,3
2/5/2017,16,10,1,33,0
3/5/2017,27,17,85,298,0
4/5/2017,21,10,78,50,12
5/5/2017,29,12,45,284,0
6/5/2017,36,12,44,286,0
7/5/2017,35,15,13,155,0
8/5/2017,43,11,75,44,2
9/5/2017,44,20,20,83,1
10/5/2017,14,15,92,141,6
11/5/2017,22,12,71,77,66
12/5/2017,10,19,28,75,55
13/05/2017,37,13,71,6,0
14/05/2017,38,10,9,115,13
15/05/2017,43,18,27,46,0
16/05/2017,19,17,63,355,0
17/05/2017,27,10,42,252,0
18/05/2017,29,16,39,47,0
19/05/2017,10,15,19,10,0
20/05/2017,19,13,70,130,0
