Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
18/09/2016,15.5,14.4,5.11,315,0
19/09/2016,17.2,15.2,4.9,270,0
20/09/2016,38.9,14.8,5.58,315,0
21/09/2016,45.7,15.4,5.04,315,0
22/09/2016,51.6,16.3,4.75,315,0
23/09/2016,14.4,17.1,4.36,315,0
24/09/2016,72.6,17.3,10.3,180,12.2
25/09/2016,28.1,16,4.18,315,0
26/09/2016,54.1,16.1,4.86,225,0
27/09/2016,91.6,18.3,3.78,315,1.9
28/09/2016,24.6,18.4,3.92,315,0
29/09/2016,41.6,16.9,3.82,315,0
30/09/2016,86.2,15.5,3.28,225,0.6
01/10/2016,48.4,13.2,3.78,225,0
02/10/2016,16.6,12.8,2.84,225,0
03/10/2016,15.8,13.4,2.88,225,0
04/10/2016,93.3,13.4,3.82,225,0.7
05/10/2016,81.4,12.6,3.02,225,0
06/10/2016,31.5,14.4,3.42,315,0
07/10/2016,15.8,14.5,2.66,225,0
08/10/2016,31.1,14.6,4.43,45,0
09/10/2016,14.2,13.4,4.61,45,0
10/10/2016,14.4,12.9,2.59,225,0
11/10/2016,98.1,13.4,6.26,180,2.4
12/10/2016,77,15.4,3.64,225,6
13/10/2016,98.6,13.1,3.6,180,4.3
14/10/2016,40.2,12.4,8.5,225,4.2
15/10/2016,91.2,14.2,10.48,180,2.2
16/10/2016,48.4,15.6,7.31,225,2.5
17/10/2016,93.4,15.3,2.77,225,0.7
18/10/2016,42.5,15,3.24,225,0
19/10/2016,75.5,15.1,3.82,45,0
20/10/2016,41.7,14.6,5.08,45,0
21/10/2016,23.6,13.4,1.91,225,0
22/10/2016,92.2,14.9,2.92,225,13.8
23/10/2016,34,14.3,11.63,180,3.7
24/10/2016,33.5,13.5,5.15,180,0
25/10/2016,52.9,14.2,3.1,225,0
26/10/2016,24.3,16,1.69,225,0
27/10/2016,14.2,16.5,1.33,225,0
28/10/2016,16.9,17.6,0.68,225,0
29/10/2016,25.2,16.8,0.94,225,0
30/10/2016,12.7,15.8,1.58,225,0
31/10/2016,21.8,15.2,0.86,225,0
01/11/2016,75.2,14.3,1.01,225,0
02/11/2016,51.4,14.4,1.26,225,0
03/11/2016,68.9,14.5,1.98,225,0.5
04/11/2016,95,14,4.03,270,4
05/11/2016,47.6,10.9,4.43,225,16.6
06/11/2016,66.8,7.5,4.86,225,13.1
07/11/2016,45.1,6.9,4.61,225,11.5
08/11/2016,89.9,9.7,8.53,225,16.2
09/11/2016,94.2,10.9,4.43,270,2.3
10/11/2016,88.1,11.1,3.67,225,1.9
11/11/2016,73,12.8,6.95,180,0.7
12/11/2016,100,14.6,7.09,180,15.7
13/11/2016,73.9,12.5,5.94,45,0.3
14/11/2016,27.1,9.9,5.22,45,0
15/11/2016,12.5,8.9,2.66,225,0
16/11/2016,14.3,9.9,2.38,225,0
17/11/2016,91.9,12.3,4.14,225,1.1
18/11/2016,79.4,12.1,8.75,270,1.2
19/11/2016,91.2,11.2,14.26,225,3.3
20/11/2016,68.8,14.2,14.4,225,23.7
21/11/2016,94.8,9.4,10.94,225,12.3
22/11/2016,51.4,5.7,4,225,0.6
23/11/2016,45.7,5.6,3.64,225,0
24/11/2016,100,7.1,9.04,135,14.6
25/11/2016,13.4,5.4,4.46,225,0
26/11/2016,94.2,5.1,2.66,225,0
27/11/2016,15.9,7.5,2.59,225,0
28/11/2016,17.5,6.8,2.56,225,0
29/11/2016,18.3,7.2,4.18,90,0
30/11/2016,37.3,8.9,3.6,225,0
01/12/2016,69.7,11.1,2.2,225,0
02/12/2016,13.9,9.1,2.02,225,0
03/12/2016,38.7,10,3.64,225,0
04/12/2016,21.8,13.1,2.84,225,0.5
05/12/2016,29.8,12,2.05,225,0
06/12/2016,20.5,11.7,2.66,225,0
07/12/2016,36.6,12.5,4.25,225,0
08/12/2016,60.2,12.4,5.08,180,0
09/12/2016,17.1,13.3,9.14,180,0
10/12/2016,57.8,14.1,9.68,180,0
11/12/2016,29.4,13,4.75,225,0
12/12/2016,29.6,11.7,3.13,225,0
13/12/2016,22,11,6.52,180,0
14/12/2016,61.5,11,7.45,225,20.2
15/12/2016,99.2,8.6,10.87,180,8
16/12/2016,68.1,9.8,5.26,225,17.4
17/12/2016,15.6,7.9,3.38,225,0
18/12/2016,15.4,5.8,3.1,225,0
19/12/2016,56.8,4.6,3.35,225,0
20/12/2016,94.9,8,2.41,225,5.4
21/12/2016,99.4,9.9,7.06,180,0
22/12/2016,97.9,13,5.8,225,1.1
23/12/2016,82.6,12.9,5.62,225,0
24/12/2016,67.6,13.4,3.49,225,0
25/12/2016,15.3,10.3,2.52,225,0
26/12/2016,59.7,9.7,3.02,225,0
27/12/2016,14.8,5.7,2.02,225,0
28/12/2016,14.7,5.3,1.19,225,0
29/12/2016,14.8,4.7,1.44,225,0
30/12/2016,14.9,4.5,1.22,225,0
31/12/2016,14.8,4.4,1.87,225,0
01/01/2017,99.2,6.4,5.54,180,0
02/01/2017,75.9,11.8,8.35,135,0
03/01/2017,83.9,12.1,4.9,180,0.5
04/01/2017,62.7,13.6,3.49,225,1.4
05/01/2017,19.2,11,2.56,225,0
06/01/2017,14.3,5.7,2.92,225,0
07/01/2017,14.3,3.8,1.98,225,0
08/01/2017,14.3,4.5,1.84,225,0
09/01/2017,34.2,5.9,2.12,225,0
10/01/2017,93.7,10.1,3.67,225,6.2
11/01/2017,98,11.3,2.88,225,1.8
12/01/2017,98.9,10.3,7.63,270,2.8
13/01/2017,81.7,6.6,4.57,225,5.2
14/01/2017,35.2,5.4,3.35,225,0.9
15/01/2017,82.3,6.9,3.13,225,0.3
16/01/2017,82.5,8.2,3.53,225,0
17/01/2017,68.3,8,6.41,45,0
18/01/2017,21.4,4.4,9.5,45,0
19/01/2017,97.8,1,2.48,225,0
20/01/2017,13.3,1.6,2.3,225,0
21/01/2017,26.8,3.3,2.2,225,0
22/01/2017,16.9,3.7,2.92,225,0
23/01/2017,15.3,3.5,3.13,225,0
24/01/2017,14.7,3.5,2.09,225,0
25/01/2017,20.7,5.6,5.36,180,0.6
26/01/2017,68,10.9,12.49,180,3.2
27/01/2017,77.4,8,10.66,180,22.4
28/01/2017,66.2,9.2,9.22,180,1.8
29/01/2017,87.5,13.2,14.58,225,0
30/01/2017,100,13.9,19.55,180,0
31/01/2017,98.5,11.8,9.79,180,12.2
01/02/2017,88,11.9,17.89,180,0.4
02/02/2017,68.1,10.5,21.89,225,43.4
03/02/2017,93.5,11,29.84,225,67.6
04/02/2017,97.3,11.7,19.76,225,18.5
05/02/2017,75.4,9.6,18.11,270,3.5
06/02/2017,78,13.1,13.07,225,17.1
07/02/2017,52.9,8.9,7.34,270,3.2
08/02/2017,47.9,5.8,2.81,225,0
09/02/2017,92,7.4,6.73,180,0.6
10/02/2017,33.7,8.4,10.22,180,0
11/02/2017,80.5,6.3,11.2,45,0
12/02/2017,94.3,9.7,9,90,1
13/02/2017,83.7,9.9,8.93,180,1.6
14/02/2017,67.4,10.7,9.11,180,12.4
15/02/2017,89,11.4,3.02,225,2.2
16/02/2017,16.3,12,2.99,225,0
17/02/2017,15.8,11.1,5,225,0
18/02/2017,83.6,9.4,4.79,180,21.4
19/02/2017,22.2,8.5,4.57,270,0
20/02/2017,17,9.5,5.72,270,0
21/02/2017,19.4,10.5,4.32,315,0
22/02/2017,14,9.7,2.99,225,0
23/02/2017,91.1,10.7,3.96,225,0.4
24/02/2017,31.2,10.2,7.49,45,0
25/02/2017,10.5,8.8,6.19,225,0
26/02/2017,88.6,11.8,11.27,225,0
27/02/2017,78.8,11.2,20.99,225,5.9
28/02/2017,77.5,10.6,13.46,225,10.1
01/03/2017,75.8,12.4,15.8,225,0.8
02/03/2017,75.1,12.7,15.98,180,3.5
03/03/2017,92.2,7.8,12.1,225,11.1
04/03/2017,56.1,8.8,13.54,225,3.6
05/03/2017,98.4,13.4,12.13,225,3.7
06/03/2017,35.5,13.4,7.13,225,3.2
07/03/2017,96.9,13.5,6.84,180,0
08/03/2017,59,12.4,4.18,225,0
09/03/2017,10,11.8,5.04,225,0
10/03/2017,9.3,15.8,5.29,225,0
11/03/2017,88.1,12.7,11.3,270,0.3
12/03/2017,72.6,10.5,10.44,315,18.3
13/03/2017,36.7,10.8,10.33,45,0
14/03/2017,9.1,12.9,9.4,90,0
15/03/2017,9.1,12.8,4.64,90,0
16/03/2017,10.3,12.7,6.26,315,0
17/03/2017,9.3,11.9,5.87,315,0
18/03/2017,17.7,9.3,5.51,315,0
19/03/2017,39.5,9.8,6.66,315,0
20/03/2017,93.3,11.7,6.26,225,0
21/03/2017,58.2,10.4,7.99,225,20.5
22/03/2017,81.3,5.9,11.77,225,26.1
23/03/2017,87.3,5.1,6.44,180,27.2
24/03/2017,39.6,7.6,6.73,90,2.8
25/03/2017,100,5.5,3.02,225,2.3
26/03/2017,67.5,9.6,10.8,180,3.3
27/03/2017,31.9,12,15.59,180,0.3
28/03/2017,36,14.4,17.1,180,0
29/03/2017,23.8,15.8,14.29,180,0
30/03/2017,50,14.6,14.36,180,10.9
31/03/2017,58.3,11.4,14.22,225,9.1
01/04/2017,68.5,11.2,7.92,270,2.8
02/04/2017,32.4,11.6,5.18,315,0
03/04/2017,9.1,10.7,4.28,315,0
04/04/2017,19.3,12.3,9.04,45,0
05/04/2017,21.8,13.9,13.36,45,0
06/04/2017,8.3,14.6,6.73,90,0
07/04/2017,8.2,14.8,4.14,225,0
08/04/2017,8.3,13.7,5.15,315,0
09/04/2017,18.8,14.8,4.36,315,0
10/04/2017,8.5,15.2,4.54,315,0
11/04/2017,9.3,13.4,4.72,315,0
12/04/2017,8.1,13.5,4.28,315,0
13/04/2017,15.6,12.7,5.47,315,0
14/04/2017,79.6,13.8,6.16,225,0
15/04/2017,49.3,11.2,5.26,225,0
16/04/2017,22.5,14.3,4.64,90,0
17/04/2017,12,14.6,4.75,315,0
18/04/2017,34,14.1,6.08,90,0
19/04/2017,8,15.3,15.48,90,0
20/04/2017,8.1,15.8,11.3,90,0
21/04/2017,9.6,15.3,4.97,315,0
22/04/2017,10.9,15.4,4.5,315,0
23/04/2017,9,14.4,3.89,315,0
24/04/2017,14.1,13.3,4.86,315,0
25/04/2017,95.5,12,6.44,180,4.6
26/04/2017,37.7,8.7,10.98,45,0
27/04/2017,17.2,7.7,11.81,45,0
28/04/2017,7.9,9.6,7.74,90,0
29/04/2017,34.5,11,16.6,225,0
30/04/2017,54.2,9.5,16.88,270,14.1
01/05/2017,91.6,10.8,11.02,225,0
02/05/2017,12,13.2,5.54,315,0
03/05/2017,16.1,16.4,4.93,315,0
04/05/2017,62.9,17.4,4.54,315,0
05/05/2017,72.6,14,12.74,180,11
06/05/2017,22.6,15.4,12.74,225,1.6
07/05/2017,21.6,18.1,5.15,180,0
08/05/2017,37,18.7,4.28,225,0
09/05/2017,69.9,16.1,4.57,315,1
10/05/2017,68.8,16,7.49,180,16.1
11/05/2017,77.9,14.5,14,180,7.3
12/05/2017,76.4,14.2,8.53,225,6.6
13/05/2017,50,14.6,15.44,180,10.3
14/05/2017,60.3,17.5,12.6,180,2.6
15/05/2017,43.8,19.8,9.18,180,0
16/05/2017,30.5,19.2,5.47,315,0
17/05/2017,95.3,14.2,5.54,315,3.6
18/05/2017,44.6,12.4,7.52,315,3.8
19/05/2017,62.2,13.2,6.91,270,1
20/05/2017,9.6,14.5,6.44,315,0
21/05/2017,70.3,18.2,4.28,315,0
22/05/2017,21.2,15.9,7.63,315,0
23/05/2017,22,19.6,6.52,135,0
24/05/2017,8.5,23,5.15,315,0
25/05/2017,53.2,20.6,5.76,315,0
26/05/2017,86.7,16.4,6.55,315,16.9
27/05/2017,67.9,18.2,4.97,315,0
28/05/2017,82.2,17.9,5.08,270,5.8
29/05/2017,89.7,16.6,4.64,270,10
30/05/2017,28.2,17.6,6.77,315,0
31/05/2017,28.2,17,5.04,315,0
01/06/2017,61.1,16.9,5.29,315,0
02/06/2017,60.3,16.3,5.76,315,0.7
03/06/2017,51.1,15.3,8.32,315,0
04/06/2017,22.4,14.4,6.23,315,0
05/06/2017,53.6,15.1,14.51,225,4.1
06/06/2017,33.3,15.1,6.01,270,0
07/06/2017,8.4,15.5,4.57,315,0
08/06/2017,59.7,16.5,4.54,315,0.3
09/06/2017,25.6,18.8,5.98,225,1
10/06/2017,9.8,18.8,5.69,315,0
11/06/2017,100,17.6,6.91,315,0
12/06/2017,33.7,19.9,6.91,270,0
13/06/2017,68.1,17.8,5.26,315,0.4
14/06/2017,90.3,16.7,6.34,315,0
15/06/2017,11.2,17.8,8.39,315,0
16/06/2017,9.9,20,4.14,270,0
17/06/2017,9.5,23.7,4.64,315,0
18/06/2017,11.3,25,4.86,315,0
19/06/2017,32.1,22.6,4.18,45,0
20/06/2017,16.1,25.3,5.98,225,0
21/06/2017,33.7,20.7,6.19,315,0
22/06/2017,76.3,19.4,5.4,315,1.9
23/06/2017,39.3,18.3,6.52,315,0
24/06/2017,20.8,17.7,5.98,315,0
25/06/2017,28.6,19.3,6.41,315,0
26/06/2017,93.6,18.2,5.4,315,0
27/06/2017,73.6,18.8,10.84,225,6
28/06/2017,73.4,16.2,13.39,270,17.1
29/06/2017,65,14.5,12.24,270,14.2
30/06/2017,61.9,15.2,9.72,270,8.4
01/07/2017,45.6,15.4,6.01,315,0
02/07/2017,12.6,18.9,7.34,315,0
03/07/2017,13.3,21.8,4.86,315,0
04/07/2017,18.7,24,6.59,225,0
05/07/2017,81.1,19.2,8.35,225,0
06/07/2017,58.3,17.9,6.48,315,0
