Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
20/09/2016,27.2,25.4,31.37,311,20
21/09/2016,11.5,27.4,31.84,177,20
22/09/2016,24,27.2,32.77,236,20
23/09/2016,44.3,28,32.27,169,20
24/09/2016,65.5,26.7,31.44,222,20
25/09/2016,27,27.6,32.59,191,20
26/09/2016,83.8,28.5,40.26,185,26
27/09/2016,50.6,24.3,32.84,348,20.7
28/09/2016,79.9,23.2,38.71,245,24.1
29/09/2016,100,22,42.6,217,51.3
30/09/2016,82.6,19.2,35.33,251,52
01/10/2016,73,19.6,33.53,11,25.7
02/10/2016,65.5,23.5,45.55,244,23.9
03/10/2016,62.5,22.3,39.5,240,20.5
04/10/2016,97,20.9,39.4,282,32.7
05/10/2016,73,19.3,35,52,29.2
06/10/2016,72.9,21.9,42.78,161,20.5
07/10/2016,54.7,21.9,41.99,223,30.5
08/10/2016,52.6,23,42.06,161,22.6
09/10/2016,40.3,24.6,45.73,194,36.4
10/10/2016,75.2,20.3,42.02,210,36.5
11/10/2016,61.2,21.4,44.22,284,25
12/10/2016,93.5,21.4,42.53,245,30.2
13/10/2016,95.1,21,34.79,268,20.3
14/10/2016,100,21.4,37.92,175,23.2
15/10/2016,100,21.2,33.02,161,20
16/10/2016,86.2,25,34.39,161,20.8
17/10/2016,43.4,24.6,34.43,189,20
18/10/2016,100,23.4,33.67,256,44.6
19/10/2016,100,21.7,37.81,351,43.9
20/10/2016,88.9,22.7,36.88,30,20
21/10/2016,95.8,21.2,33.35,334,20
22/10/2016,47.7,17.5,32.27,104,20
23/10/2016,51.1,19.8,40.55,142,20
24/10/2016,100,19.9,36.55,160,25.1
25/10/2016,72.2,19.9,34.5,286,20.2
26/10/2016,51.8,24.9,37.88,330,20
27/10/2016,98.9,22.6,35.65,38,20
28/10/2016,97.8,21,35.9,37,20
29/10/2016,75.1,19.8,35.65,9,20
30/10/2016,93.9,16.3,32.84,305,24.5
31/10/2016,53.6,17.3,33.46,3,22.9
01/11/2016,36.6,17.7,33.67,47,21.1
02/11/2016,83,18.8,32.74,321,20.6
03/11/2016,91.6,19.7,32.66,42,22.9
04/11/2016,76.6,19.5,32.41,34,20
05/11/2016,98.3,21,33.35,300,23.1
06/11/2016,67.3,20.6,33.17,182,20.5
07/11/2016,91.2,20.7,45.26,207,34.5
08/11/2016,100,18.6,37.13,27,41.6
09/11/2016,96.4,18.8,35.9,43,20
10/11/2016,97.4,17.2,33.89,320,41.3
11/11/2016,96.2,22.2,36.16,312,28.3
12/11/2016,100,21.1,34.21,313,21.4
13/11/2016,91.5,21,33.1,180,20
14/11/2016,88.3,20.9,36.88,192,20
15/11/2016,98.9,22.3,33.64,161,21.5
16/11/2016,19.1,19.9,32.74,29,20.4
17/11/2016,14.9,15.2,33.49,270,20
18/11/2016,100,17.7,35,208,20
19/11/2016,94.3,20.9,34.36,171,20
20/11/2016,75.9,19.5,32.23,39,20
21/11/2016,93.4,19,32.34,295,20
22/11/2016,79.4,20.6,37.81,272,25.7
23/11/2016,67.5,18.2,36.8,32,23.5
24/11/2016,15.5,12.6,32.77,83,20.7
25/11/2016,14.9,12.4,32.63,33,20
26/11/2016,46.3,14.2,32.74,191,20
27/11/2016,14.7,14.3,32.02,342,20
28/11/2016,19,18.6,32.3,217,20
29/11/2016,99.4,20.3,33.24,167,20
30/11/2016,50.2,20.1,33.13,345,20
01/12/2016,83.7,18.6,35.51,230,20
02/12/2016,33.5,19.5,35.83,161,20
03/12/2016,31.3,18,33.13,272,20
04/12/2016,60.8,19.7,36.01,187,20
05/12/2016,21.7,18.4,33.53,303,20
06/12/2016,53.8,18.8,35.08,192,20
07/12/2016,26.4,20.3,34.36,149,22.3
08/12/2016,38.7,19.1,41.95,210,20
09/12/2016,77.8,20.6,44.8,217,30.7
10/12/2016,76,20,45.73,226,20.9
11/12/2016,95.4,19,45.23,202,55.1
12/12/2016,66.5,16,37.16,276,25.6
13/12/2016,83.1,16.3,42.78,173,24.8
14/12/2016,100,17.6,40.19,343,30.2
15/12/2016,61.3,15.9,34.64,59,22.2
16/12/2016,88.2,16.3,35.94,22,35.4
17/12/2016,82.1,17.3,39.54,24,34.5
18/12/2016,99.3,18.7,34.93,343,25.5
19/12/2016,61.5,19.8,32.34,38,20
20/12/2016,98.1,20.8,33.53,331,20.8
21/12/2016,31.6,17.4,32.84,328,20
22/12/2016,59.4,16.1,33.17,30,20
23/12/2016,83.2,19,33.64,343,20
24/12/2016,100,18.8,34.54,224,20.8
25/12/2016,100,20.7,44.65,282,30.9
26/12/2016,100,22.1,52.03,284,47.8
27/12/2016,70.4,17.3,41.09,306,40.2
28/12/2016,55.3,13.5,34.9,39,22.9
29/12/2016,70.3,14.7,37.24,38,26.5
30/12/2016,89.8,15.1,37.38,49,20
31/12/2016,22,15.6,41.02,82,20
01/01/2017,11.4,18.8,42.17,58,20
02/01/2017,11.3,15.5,33.78,168,20
03/01/2017,37.9,15.9,33.06,250,20
04/01/2017,96.4,17.5,35.69,219,23.5
05/01/2017,97.2,19.4,44.94,185,23.5
06/01/2017,95.3,20.8,44.18,220,23.6
07/01/2017,95.6,20.3,39.68,275,25.4
08/01/2017,92.6,18.8,36.7,337,30.5
09/01/2017,30.5,16.5,39.11,58,20.4
10/01/2017,17.4,15.4,36.41,49,20
11/01/2017,92.4,16.3,35.51,186,20
12/01/2017,100,20.1,41.41,224,28.7
13/01/2017,55.7,19.2,36.62,6,20.5
14/01/2017,100,19.9,37.45,233,20.4
15/01/2017,66.9,19.9,44.94,265,29.3
16/01/2017,62,18.7,40.58,292,23.3
17/01/2017,95.5,20.8,38.24,319,20.8
18/01/2017,100,21,37.27,318,25.7
19/01/2017,53.5,19.3,35.08,316,20
20/01/2017,98.3,22.3,40.12,283,22.7
21/01/2017,96.1,23.7,46.56,222,21.1
22/01/2017,100,22.4,34.97,297,23.8
23/01/2017,99.2,19.6,35.04,348,33
24/01/2017,20.6,17.9,38.64,38,20
25/01/2017,9.6,18.2,36.84,120,20
26/01/2017,9.5,19.2,33.78,91,20
27/01/2017,9.4,19.9,34.25,325,20
28/01/2017,27.9,18.8,35.08,319,20
29/01/2017,12.1,19.2,35.15,329,20
30/01/2017,27.3,21.2,35.51,337,20
31/01/2017,71.6,20.7,34.43,322,20
01/02/2017,100,20.6,36.8,353,23.5
02/02/2017,16.3,17.5,35.94,323,20
03/02/2017,12.8,17,36.66,341,20
04/02/2017,78.5,17.3,36.16,350,20
05/02/2017,10.7,16.7,36.08,229,20
06/02/2017,64.1,18.9,34.07,28,20
07/02/2017,38.4,19.8,38.53,40,20
08/02/2017,64,22.4,42.89,81,20
09/02/2017,64,21.2,48.14,30,20
10/02/2017,53,21.4,42.78,70,20
11/02/2017,57.4,21.3,48.07,40,20
12/02/2017,62.5,18.5,39.61,52,20.6
13/02/2017,67.6,18.9,40.69,36,20.8
14/02/2017,49.4,17.8,36.05,345,21.6
15/02/2017,100,20.8,38.03,276,36.8
16/02/2017,90.9,23,35.47,285,20.2
17/02/2017,77.8,22.6,37.81,191,20
18/02/2017,51.8,23.4,41.09,204,20
19/02/2017,56,23,37.24,225,20
20/02/2017,91.1,22.7,34.79,339,20.3
21/02/2017,11.7,22.3,36.05,309,20
22/02/2017,20.2,21.6,34.57,297,20
23/02/2017,11.6,20.8,37.49,344,20
24/02/2017,17.2,22.3,40.01,70,20
25/02/2017,8.2,24.7,38.6,65,20
26/02/2017,8.3,23,36.98,58,20
27/02/2017,8.2,24.8,35.11,314,20
28/02/2017,15.7,24.9,37.27,321,20
01/03/2017,76.6,22.7,34.54,307,25.5
02/03/2017,95.5,22.7,34.93,220,20.1
03/03/2017,19.7,23.1,35.8,348,20
04/03/2017,13,24.8,34.25,292,20
05/03/2017,9.5,27.4,34.97,348,20
06/03/2017,44.4,29.5,34.75,134,20
07/03/2017,95.3,24.8,36.44,168,24.8
08/03/2017,100,23.6,39.4,220,26
09/03/2017,80.9,21.3,38.28,228,24.5
10/03/2017,50.9,20.9,36.62,155,21.4
11/03/2017,88,21.2,34.54,322,20
12/03/2017,9.7,22.8,35.62,291,20.1
13/03/2017,47.1,25.1,35.9,193,29.7
14/03/2017,79.9,23.4,38.35,229,21.4
15/03/2017,33.2,23.4,36.3,203,20.1
16/03/2017,95.2,24,39.58,177,23.3
17/03/2017,85,24.1,39.76,217,31.2
18/03/2017,64.5,23.5,37.42,301,34.4
19/03/2017,62.9,22.5,36.52,333,31.6
20/03/2017,25.9,21.5,35.65,285,20
21/03/2017,70.6,23.8,36.48,204,20
22/03/2017,97.5,25.4,47.89,211,23.2
23/03/2017,76.4,27,46.16,222,24.3
24/03/2017,87.7,27,53.15,220,22.5
25/03/2017,50.3,27.2,41.12,222,22.8
26/03/2017,34.1,21.8,37.45,215,20
27/03/2017,54.5,25.2,40.19,219,23.1
28/03/2017,74.7,26.1,44.98,217,20
29/03/2017,26.8,24.9,35.9,328,20
30/03/2017,60.2,23.7,35.08,329,20
31/03/2017,13.5,25.3,35.44,327,20
01/04/2017,29.7,27.9,36.52,206,20
02/04/2017,38.4,27.9,42.2,225,20
03/04/2017,41.3,24.4,43.25,287,20.7
04/04/2017,39.3,23.6,36.52,343,20
05/04/2017,39.1,26.6,38.03,39,20
06/04/2017,7.9,26.3,35.83,340,20
07/04/2017,62.8,22.8,37.45,326,20.3
08/04/2017,79.6,22.4,36.88,32,20
09/04/2017,78.7,22.2,36.23,334,20.1
10/04/2017,19.9,23.6,38.93,36,20
11/04/2017,33,22.9,38.86,35,20
12/04/2017,13.2,25.2,40.62,58,20
13/04/2017,31.1,26.5,42.46,44,20
14/04/2017,14.6,25.7,39.14,349,20
15/04/2017,10.8,25.8,37.7,45,20
16/04/2017,8.2,26.2,37.38,340,20
17/04/2017,8.9,25.6,37.38,14,20
18/04/2017,15.9,23.5,37.99,284,20
19/04/2017,42.4,26.2,35.15,18,20
20/04/2017,100,25,36.48,209,22.7
21/04/2017,31.3,25.4,35.9,308,20.5
22/04/2017,24.3,26,35.51,53,20
23/04/2017,36.5,28.5,37.13,278,20
24/04/2017,12.3,28.3,35.51,321,20
25/04/2017,51.2,27.1,39.32,310,20
26/04/2017,43.3,28.7,39.68,34,20
27/04/2017,21.3,30,36.44,334,20
28/04/2017,25.1,31.6,38.03,80,20
29/04/2017,57.1,28.3,39.25,67,21.2
30/04/2017,27.1,26.1,40.4,38,20
01/05/2017,68.8,24.7,35.51,351,20.1
02/05/2017,55.5,24.4,43.79,232,20
03/05/2017,79.1,25.1,40.12,257,21.2
04/05/2017,48.8,26.4,36.91,53,37
05/05/2017,32.3,25.8,37.74,277,0
06/05/2017,19.8,25.2,36.52,346,0
07/05/2017,9.5,27.7,38.17,51,0
08/05/2017,8.3,28.6,36.52,289,0
09/05/2017,8.2,28.6,37.42,33,42.13333333
10/05/2017,9.1,30,35.9,286,43.73333333
11/05/2017,8.7,31.7,35.18,321,45.33333333
12/05/2017,32.4,29,36.52,339,46.93333333
13/05/2017,100,27.7,34.43,329,48.53333333
14/05/2017,55.6,28.6,35.15,329,50.13333333
15/05/2017,19.2,27.5,35.62,309,51.73333333
16/05/2017,24.2,29.1,36.88,325,53.33333333
17/05/2017,35.7,29.6,36.91,342,54.93333333
18/05/2017,65.3,29.1,36.48,301,56.53333333
19/05/2017,23.6,32.5,34.61,333,58.13333333
20/05/2017,31,29.6,36.59,321,59.73333333
