Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
21/8/2016,22.12,24,35,37,45,30,30,25
22/8/2016,22.11,23,43,44,35,30,30,27
23/8/2016,22.12,23,34,33,46,26,30,24
24/8/2016,22.11,23,32,30,45,26,30,24
25/8/2016,22.1,32,48,62,25,27,27,31
26/8/2016,22.1,30,50,63,24,26,29,32
27/8/2016,22.11,25,45,49,25,26,30,26
28/8/2016,22.14,42,48,78,23,26,27,26
29/8/2016,22.22,61,54,113,23,26,28,28
30/8/2016,22.23,66,53,121,25,26,36,27
31/8/2016,22.22,58,49,105,29,31,32,26
1/9/2016,22.19,47,47,85,34,30,33,26
2/9/2016,22.25,54,50,99,37,27,33,28
3/9/2016,22.25,43,47,78,52,32,34,26
4/9/2016,22.3,43,53,85,56,32,41,26
5/9/2016,22.29,41,48,77,60,32,39,27
6/9/2016,22.26,36,48,70,66,43,47,26
7/9/2016,22.24,38,48,72,67,32,41,25
8/9/2016,22.2,36,50,72,65,35,38,25
9/9/2016,22.23,38,50,74,59,33,41,25
10/9/2016,22.32,50,71,115,48,41,39,26
11/9/2016,22.26,35,66,86,46,40,41,26
12/9/2016,22.3,40,76,104,36,42,51,29
13/9/2016,22.46,88,96,198,23,37,40,35
14/9/2016,22.29,49,78,120,27,39,49,30
15/9/2016,22.17,24,57,59,32,36,42,29
16/9/2016,22.17,45,65,100,23,33,36,31
17/9/2016,22.17,53,64,112,23,22,36,31
18/9/2016,22.18,54,63,112,23,22,34,29
19/9/2016,22.21,44,60,94,23,22,32,27
20/9/2016,22.2,31,56,70,26,22,38,26
21/9/2016,22.2,28,49,58,33,22,38,25
22/9/2016,22.23,36,56,76,31,22,35,25
23/9/2016,22.37,72,69,147,28,22,36,27
24/9/2016,22.37,80,74,163,31,22,45,27
25/9/2016,22.34,84,83,179,34,22,45,28
26/9/2016,22.29,61,73,133,41,22,35,27
27/9/2016,22.22,39,59,85,59,22,38,26
28/9/2016,22,22,22,22,22,22,22,22
29/9/2016,22,22,22,22,22,22,22,22
30/9/2016,22.24,26,51,57,117,22,22,26
1/10/2016,22.25,35,67,86,111,22,54,27
2/10/2016,22.24,31,67,81,116,22,49,27
3/10/2016,22.31,40,74,100,94,22,51,26
4/10/2016,22.34,36,75,97,86,22,44,27
5/10/2016,22.25,26,50,56,98,22,44,26
6/10/2016,22.26,27,44,52,68,22,47,25
7/10/2016,22.26,27,44,51,72,22,49,25
8/10/2016,22.26,28,71,79,37,22,48,28
9/10/2016,22.25,23,54,55,56,22,52,27
10/10/2016,22.21,23,37,38,77,22,49,26
11/10/2016,22.25,23,33,32,78,27,41,29
12/10/2016,22.28,23,33,33,74,28,34,34
13/10/2016,22.21,23,32,30,75,27,38,28
14/10/2016,22.22,23,32,31,73,27,35,29
15/10/2016,22.15,23,35,34,65,29,33,28
16/10/2016,22.16,28,48,57,45,30,43,28
17/10/2016,22.24,32,46,61,46,30,31,28
18/10/2016,22.22,34,45,62,47,22,42,28
19/10/2016,22.21,43,54,87,40,22,33,27
20/10/2016,22.18,35,50,70,41,60,32,28
21/10/2016,22.21,44,55,89,43,50,33,26
22/10/2016,22.2,37,46,68,52,59,34,26
23/10/2016,22.23,47,58,96,47,56,38,26
24/10/2016,22.2,43,48,80,52,62,35,26
25/10/2016,22.16,30,41,53,56,56,36,25
26/10/2016,22.16,31,39,53,56,44,30,25
27/10/2016,22.2,41,48,78,55,52,27,25
28/10/2016,22.21,39,50,76,60,50,30,25
29/10/2016,22.21,34,47,66,61,53,31,25
30/10/2016,22.23,39,53,79,48,45,30,26
31/10/2016,22.22,35,50,69,47,43,28,26
1/11/2016,22.17,32,50,65,53,40,29,26
2/11/2016,22.15,25,42,46,55,45,27,26
3/11/2016,22.13,23,35,34,57,48,28,25
4/11/2016,22.13,23,34,34,61,43,29,25
5/11/2016,22.12,23,33,32,59,44,27,25
6/11/2016,22.12,23,33,31,53,41,27,25
7/11/2016,22.12,23,36,38,51,46,26,25
8/11/2016,22.15,40,47,72,50,39,30,25
9/11/2016,22.22,51,55,99,44,39,32,26
10/11/2016,22.24,56,61,113,40,46,33,26
11/11/2016,22.31,54,58,108,40,48,36,26
12/11/2016,22.27,50,51,94,44,52,35,26
13/11/2016,22.22,44,52,85,54,42,33,25
14/11/2016,22.22,42,48,79,56,45,32,25
15/11/2016,22.2,38,49,73,64,47,35,25
16/11/2016,22.21,38,47,71,66,61,37,25
17/11/2016,22.19,34,44,62,67,55,36,25
18/11/2016,22.23,36,48,69,69,48,32,25
19/11/2016,22.22,39,51,77,72,47,35,25
20/11/2016,22.23,32,53,69,78,54,38,25
21/11/2016,22.25,38,56,80,77,57,37,25
22/11/2016,22.28,35,52,72,82,42,32,25
23/11/2016,22.25,35,59,78,83,46,33,25
24/11/2016,22.23,31,52,64,91,47,33,24
25/11/2016,22.22,28,54,64,89,57,38,24
26/11/2016,22.17,23,33,33,105,46,38,24
27/11/2016,22.16,23,31,30,110,53,34,24
28/11/2016,22.13,25,37,41,73,40,32,23
29/11/2016,22.11,23,32,32,78,36,29,23
30/11/2016,22.1,23,30,30,81,34,30,23
1/12/2016,22.1,24,32,33,79,34,29,23
2/12/2016,22.11,24,32,34,75,34,33,23
3/12/2016,22.1,31,40,51,66,34,30,23
4/12/2016,22.13,40,53,80,57,34,30,24
5/12/2016,22.12,31,46,60,62,34,33,24
6/12/2016,22.15,40,49,76,56,32,31,24
7/12/2016,22.16,36,48,69,58,31,31,24
8/12/2016,22.16,36,46,68,58,34,33,24
9/12/2016,22.18,39,49,75,61,34,36,24
10/12/2016,22.17,30,43,55,67,30,37,23
11/12/2016,22.2,36,46,67,66,27,33,23
12/12/2016,22.14,29,38,49,75,27,30,24
13/12/2016,22.14,31,36,49,74,32,27,24
14/12/2016,22.15,32,37,53,69,28,30,24
15/12/2016,22.14,31,38,52,74,26,30,23
16/12/2016,22.17,32,45,61,68,29,28,25
17/12/2016,22.19,33,52,69,65,39,28,24
18/12/2016,22.2,37,52,74,59,35,31,24
19/12/2016,22.26,36,52,74,54,33,33,24
20/12/2016,22.18,27,42,48,57,33,35,24
21/12/2016,22.17,27,42,49,60,35,35,24
22/12/2016,22.15,26,38,43,62,35,31,23
23/12/2016,22.12,24,33,36,66,33,27,24
24/12/2016,22.13,25,37,41,59,32,33,25
25/12/2016,22.13,24,51,52,40,34,31,26
26/12/2016,22.11,23,53,54,37,34,33,28
27/12/2016,22.14,26,48,53,40,29,33,26
28/12/2016,22.12,27,48,55,37,28,31,33
29/12/2016,22.15,47,61,98,27,31,32,35
30/12/2016,22.14,38,51,75,39,30,31,33
31/12/2016,22.14,30,35,47,53,29,31,25
1/1/2017,22.14,31,35,49,55,27,28,24
2/1/2017,22.16,31,38,51,57,26,28,24
3/1/2017,22.16,30,34,46,58,27,32,24
4/1/2017,22.17,30,34,45,59,32,29,24
5/1/2017,22.14,29,33,43,56,31,28,24
6/1/2017,22.14,29,34,44,50,29,30,24
7/1/2017,22.13,29,34,46,51,27,27,24
8/1/2017,22.11,27,31,39,48,26,27,24
9/1/2017,22.13,27,30,37,48,27,29,24
10/1/2017,22.16,30,33,45,47,27,32,24
11/1/2017,22.18,34,35,52,44,27,30,24
12/1/2017,22.19,33,40,56,44,29,29,24
13/1/2017,22.12,24,35,37,45,30,30,25
14/1/2017,22.11,23,43,44,35,30,30,27
15/1/2017,22.12,23,34,33,46,26,30,24
16/1/2017,22.11,23,32,30,45,26,30,24
17/1/2017,22.1,32,48,62,25,27,27,31
18/1/2017,22.1,30,50,63,24,26,29,32
19/1/2017,22.11,25,45,49,25,26,30,26
20/1/2017,22.14,42,48,78,23,26,27,26
21/1/2017,22.22,61,54,113,23,26,28,28
22/1/2017,22.23,66,53,121,25,26,36,27
23/1/2017,22.22,58,49,105,29,31,32,26
24/1/2017,22.19,47,47,85,34,30,33,26
25/1/2017,22.25,54,50,99,37,27,33,28
26/1/2017,22.25,43,47,78,52,32,34,26
27/1/2017,22.3,43,53,85,56,32,41,26
28/1/2017,22.29,41,48,77,60,32,39,27
29/1/2017,22.26,36,48,70,66,43,47,26
30/1/2017,22.24,38,48,72,67,32,41,25
31/1/2017,22.2,36,50,72,65,35,38,25
1/2/2017,22.23,38,50,74,59,33,41,25
2/2/2017,22.32,50,71,115,48,41,39,26
3/2/2017,22.26,35,66,86,46,40,41,26
4/2/2017,22.3,40,76,104,36,42,51,29
5/2/2017,22.46,88,96,198,23,37,40,35
6/2/2017,22.29,49,78,120,27,39,49,30
7/2/2017,22.17,24,57,59,32,36,42,29
8/2/2017,22.17,45,65,100,23,33,36,31
9/2/2017,22.17,53,64,112,23,22,36,31
10/2/2017,22.18,54,63,112,23,22,34,29
11/2/2017,22.21,44,60,94,23,22,32,27
12/2/2017,22.2,31,56,70,26,22,38,26
13/2/2017,22.2,28,49,58,33,22,38,25
14/2/2017,22.23,36,56,76,31,22,35,25
15/2/2017,22.37,72,69,147,28,22,36,27
16/2/2017,22.37,80,74,163,31,22,45,27
17/2/2017,22.34,84,83,179,34,22,45,28
18/2/2017,22.29,61,73,133,41,22,35,27
19/2/2017,22.22,39,59,85,59,22,38,26
20/2/2017,22,22,22,22,22,22,22,22
21/2/2017,22,22,22,22,22,22,22,22
22/2/2017,22.24,26,51,57,117,22,22,26
23/2/2017,22.25,35,67,86,111,22,54,27
24/2/2017,22.24,31,67,81,116,22,49,27
25/2/2017,22.31,40,74,100,94,22,51,26
26/2/2017,22.34,36,75,97,86,22,44,27
27/2/2017,22.25,26,50,56,98,22,44,26
28/2/2017,22.26,27,44,52,68,22,47,25
1/3/2017,22.26,27,44,51,72,22,49,25
2/3/2017,22.26,28,71,79,37,22,48,28
3/3/2017,22.25,23,54,55,56,22,52,27
4/3/2017,22.21,23,37,38,77,22,49,26
5/3/2017,22.25,23,33,32,78,27,41,29
6/3/2017,22.28,23,33,33,74,28,34,34
7/3/2017,22.21,23,32,30,75,27,38,28
8/3/2017,22.22,23,32,31,73,27,35,29
9/3/2017,22.15,23,35,34,65,29,33,28
10/3/2017,22.16,28,48,57,45,30,43,28
11/3/2017,22.24,32,46,61,46,30,31,28
12/3/2017,22.22,34,45,62,47,22,42,28
13/3/2017,22.21,43,54,87,40,22,33,27
14/3/2017,22.18,35,50,70,41,60,32,28
15/3/2017,22.21,44,55,89,43,50,33,26
16/3/2017,22.2,37,46,68,52,59,34,26
17/3/2017,22.23,47,58,96,47,56,38,26
18/3/2017,22.2,43,48,80,52,62,35,26
19/3/2017,22.16,30,41,53,56,56,36,25
20/3/2017,22.16,31,39,53,56,44,30,25
21/3/2017,22.2,41,48,78,55,52,27,25
22/3/2017,22.21,39,50,76,60,50,30,25
23/3/2017,22.21,34,47,66,61,53,31,25
24/3/2017,22.23,39,53,79,48,45,30,26
25/3/2017,22.22,35,50,69,47,43,28,26
26/3/2017,22.17,32,50,65,53,40,29,26
27/3/2017,22.15,25,42,46,55,45,27,26
28/3/2017,22.13,23,35,34,57,48,28,25
29/3/2017,22.13,23,34,34,61,43,29,25
30/3/2017,22.12,23,33,32,59,44,27,25
31/3/2017,22.12,23,33,31,53,41,27,25
1/4/2017,22.12,23,36,38,51,46,26,25
2/4/2017,22.15,40,47,72,50,39,30,25
3/4/2017,22.22,51,55,99,44,39,32,26
4/4/2017,22.24,56,61,113,40,46,33,26
5/4/2017,22.31,54,58,108,40,48,36,26
6/4/2017,22.27,50,51,94,44,52,35,26
7/4/2017,22.22,44,52,85,54,42,33,25
8/4/2017,22.22,42,48,79,56,45,32,25
9/4/2017,22.2,38,49,73,64,47,35,25
10/4/2017,22.21,38,47,71,66,61,37,25
11/4/2017,22.19,34,44,62,67,55,36,25
12/4/2017,22.23,36,48,69,69,48,32,25
13/4/2017,22.22,39,51,77,72,47,35,25
14/4/2017,22.23,32,53,69,78,54,38,25
15/4/2017,22.25,38,56,80,77,57,37,25
16/4/2017,22.28,35,52,72,82,42,32,25
17/4/2017,22.25,35,59,78,83,46,33,25
18/4/2017,22.23,31,52,64,91,47,33,24
19/4/2017,22.22,28,54,64,89,57,38,24
20/4/2017,22.17,23,33,33,105,46,38,24
21/4/2017,22.16,23,31,30,110,53,34,24
22/4/2017,22.13,25,37,41,73,40,32,23
23/4/2017,22.11,23,32,32,78,36,29,23
24/4/2017,22.1,23,30,30,81,34,30,23
25/4/2017,22.1,24,32,33,79,34,29,23
26/4/2017,22.11,24,32,34,75,34,33,23
27/4/2017,22.1,31,40,51,66,34,30,23
28/4/2017,22.13,40,53,80,57,34,30,24
29/4/2017,22.12,31,46,60,62,34,33,24
30/4/2017,22.15,40,49,76,56,32,31,24
1/5/2017,22.16,36,48,69,58,31,31,24
2/5/2017,22.16,36,46,68,58,34,33,24
3/5/2017,22.18,39,49,75,61,34,36,24
4/5/2017,22.17,30,43,55,67,30,37,23
5/5/2017,22.2,36,46,67,66,27,33,23
6/5/2017,22.14,29,38,49,75,27,30,24
7/5/2017,22.14,31,36,49,74,32,27,24
8/5/2017,22.15,32,37,53,69,28,30,24
9/5/2017,22.14,31,38,52,74,26,30,23
10/5/2017,22.17,32,45,61,68,29,28,25
11/5/2017,22.19,33,52,69,65,39,28,24
12/5/2017,22.2,37,52,74,59,35,31,24
13/5/2017,22.26,36,52,74,54,33,33,24
14/5/2017,22.18,27,42,48,57,33,35,24
15/5/2017,22.17,27,42,49,60,35,35,24
16/5/2017,22.15,26,38,43,62,35,31,23
17/5/2017,22.12,24,33,36,66,33,27,24
18/5/2017,22.13,25,37,41,59,32,33,25
19/5/2017,22.13,24,51,52,40,34,31,26
20/5/2017,22.11,23,53,54,37,34,33,28
21/5/2017,22.14,26,48,53,40,29,33,26
22/5/2017,22.12,27,48,55,37,28,31,33
23/5/2017,22.15,47,61,98,27,31,32,35
24/5/2017,22.14,38,51,75,39,30,31,33
25/5/2017,22.14,30,35,47,53,29,31,25
26/5/2017,22.14,31,35,49,55,27,28,24
27/5/2017,22.16,31,38,51,57,26,28,24
28/5/2017,22.16,30,34,46,58,27,32,24
29/5/2017,22.17,30,34,45,59,32,29,24
30/5/2017,22.14,29,33,43,56,31,28,24
31/5/2017,22.14,29,34,44,50,29,30,24
1/6/2017,22.13,29,34,46,51,27,27,24
2/6/2017,22.11,27,31,39,48,26,27,24
3/6/2017,22.13,27,30,37,48,27,29,24
4/6/2017,22.16,30,33,45,47,27,32,24
5/6/2017,22.18,34,35,52,44,27,30,24
6/6/2017,22.19,33,40,56,44,29,29,24
7/6/2017,22.12,24,35,37,45,30,30,25
8/6/2017,22.11,23,43,44,35,30,30,27
9/6/2017,22.12,23,34,33,46,26,30,24
10/6/2017,22.11,23,32,30,45,26,30,24
11/6/2017,22.1,32,48,62,25,27,27,31
12/6/2017,22.1,30,50,63,24,26,29,32
13/6/2017,22.11,25,45,49,25,26,30,26
14/6/2017,22.14,42,48,78,23,26,27,26
15/6/2017,22.22,61,54,113,23,26,28,28
16/6/2017,22.23,66,53,121,25,26,36,27
17/6/2017,22.22,58,49,105,29,31,32,26
18/6/2017,22.19,47,47,85,34,30,33,26
19/6/2017,22.25,54,50,99,37,27,33,28
20/6/2017,22.25,43,47,78,52,32,34,26
21/6/2017,22.3,43,53,85,56,32,41,26
22/6/2017,22.29,41,48,77,60,32,39,27
23/6/2017,22.26,36,48,70,66,43,47,26
24/6/2017,22.24,38,48,72,67,32,41,25
25/6/2017,22.2,36,50,72,65,35,38,25
26/6/2017,22.23,38,50,74,59,33,41,25
27/6/2017,22.32,50,71,115,48,41,39,26
28/6/2017,22.26,35,66,86,46,40,41,26
29/6/2017,22.3,40,76,104,36,42,51,29
30/6/2017,22.46,88,96,198,23,37,40,35
1/7/2017,22.29,49,78,120,27,39,49,30
2/7/2017,22.17,24,57,59,32,36,42,29
3/7/2017,22.17,45,65,100,23,33,36,31
4/7/2017,22.17,53,64,112,23,22,36,31
5/7/2017,22.18,54,63,112,23,22,34,29
6/7/2017,0.1,12,44,22,11,22,11,1
