Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
16/2/2017,2,15,54,18,53,37,40,100
17/2/2017,4,3,64,48,62,9,36,79
18/2/2017,6,90,51,20,11,91,34,52
19/2/2017,2,23,39,63,77,61,69,27
20/2/2017,1,42,37,98,23,74,43,39
21/2/2017,7,4,18,88,52,15,8,78
22/2/2017,5,23,50,32,32,48,96,8
23/2/2017,1,22,15,72,4,47,28,73
24/2/2017,9,5,66,26,28,59,26,91
25/2/2017,9,64,36,40,53,14,15,94
26/2/2017,10,93,78,74,69,15,9,77
27/2/2017,4,42,30,7,79,68,92,13
28/2/2017,9,30,54,81,93,23,70,22
1/3/2017,7,60,29,35,86,32,33,21
2/3/2017,4,86,64,27,2,29,18,63
3/3/2017,4,76,34,94,94,72,23,22
4/3/2017,2,85,79,61,40,75,8,48
5/3/2017,4,40,77,43,91,93,41,60
6/3/2017,4,7,88,28,68,87,41,11
7/3/2017,1,89,48,16,77,29,24,33
8/3/2017,8,53,82,66,75,64,5,56
9/3/2017,1,97,50,26,2,77,58,28
10/3/2017,7,36,19,3,87,79,70,57
11/3/2017,2,80,91,84,79,44,48,5
12/3/2017,7,99,88,24,93,95,11,84
13/3/2017,9,82,41,47,10,34,5,39
14/3/2017,8,13,41,39,40,93,23,59
15/3/2017,3,70,63,5,65,50,5,52
16/3/2017,1,24,34,24,74,51,10,34
17/3/2017,2,38,9,39,5,51,49,71
18/3/2017,4,89,47,96,79,38,81,57
19/3/2017,4,36,63,15,54,63,40,73
20/3/2017,7,23,33,23,70,72,19,25
21/3/2017,5,74,13,35,51,62,71,95
22/3/2017,9,30,45,70,45,78,100,35
23/3/2017,1,56,9,31,66,71,39,75
24/3/2017,7,84,50,13,22,54,64,18
25/3/2017,5,37,41,99,41,23,66,24
26/3/2017,3,37,84,53,38,95,97,52
27/3/2017,1,96,18,78,56,5,36,88
28/3/2017,5,45,47,15,30,69,85,19
29/3/2017,7,18,75,88,44,37,30,5
30/3/2017,10,61,4,27,48,33,60,28
31/3/2017,2,30,70,26,87,16,23,21
1/4/2017,2,88,99,96,3,67,14,82
2/4/2017,5,24,7,64,66,45,5,13
3/4/2017,5,86,71,37,15,78,6,74
4/4/2017,1,70,15,49,8,77,4,43
5/4/2017,1,8,1,9,26,59,18,42
6/4/2017,1,3,42,87,36,100,69,84
7/4/2017,1,42,44,74,65,27,30,91
8/4/2017,10,68,93,42,57,60,11,90
9/4/2017,4,50,30,39,94,29,16,28
10/4/2017,1,18,40,88,15,56,30,41
11/4/2017,9,72,49,59,29,30,55,17
12/4/2017,8,61,41,53,40,32,85,99
13/4/2017,6,71,58,67,48,99,24,59
14/4/2017,6,95,3,47,99,44,82,33
15/4/2017,2,94,79,48,14,17,42,54
16/4/2017,4,37,42,24,22,34,31,71
17/4/2017,8,38,10,70,69,82,72,66
18/4/2017,8,20,70,9,95,2,41,87
19/4/2017,9,21,53,93,10,85,48,41
20/4/2017,5,4,71,76,79,67,55,64
21/4/2017,5,1,73,71,1,7,10,87
22/4/2017,2,48,65,4,37,52,11,50
23/4/2017,10,54,18,66,64,89,43,51
24/4/2017,3,46,54,88,99,42,56,95
25/4/2017,5,38,96,86,100,42,56,45
26/4/2017,6,98,61,57,14,85,69,96
27/4/2017,8,5,46,88,92,33,95,85
28/4/2017,9,55,28,90,96,11,32,81
29/4/2017,8,81,86,7,33,86,52,74
30/4/2017,9,24,93,3,62,57,55,76
1/5/2017,3,33,27,30,52,99,55,60
2/5/2017,9,65,84,69,95,33,48,59
3/5/2017,8,51,9,94,59,91,52,20
4/5/2017,7,29,9,33,65,58,98,72
5/5/2017,6,52,76,26,77,30,62,57
6/5/2017,3,40,67,79,81,98,94,32
7/5/2017,1,5,69,68,12,100,29,34
8/5/2017,9,17,84,17,5,75,26,74
9/5/2017,9,75,26,75,31,81,92,34
10/5/2017,3,37,60,4,19,32,48,7
11/5/2017,4,54,3,92,11,38,56,32
12/5/2017,4,36,53,59,96,66,100,60
13/5/2017,1,83,20,15,36,37,81,74
14/5/2017,5,16,33,5,30,2,73,84
15/5/2017,7,21,68,94,10,27,92,5
16/5/2017,2,50,46,85,86,29,97,21
17/5/2017,10,55,29,4,29,77,24,19
18/5/2017,9,38,73,36,47,97,77,75
19/5/2017,4,48,80,96,22,54,26,48
20/5/2017,4,62,60,98,70,56,77,36
21/5/2017,3,58,7,81,50,10,85,26
22/5/2017,6,19,50,29,49,95,60,60
23/5/2017,4,17,32,5,91,42,26,22
24/5/2017,9,39,50,1,66,38,21,29
25/5/2017,9,95,53,15,46,21,95,5
26/5/2017,6,46,58,22,30,82,90,44
27/5/2017,5,76,100,99,61,57,33,29
28/5/2017,6,77,68,23,14,26,11,49
29/5/2017,8,12,31,15,91,45,42,13
30/5/2017,2,29,69,27,2,56,36,6
31/5/2017,7,45,9,37,18,23,58,99
1/6/2017,9,49,7,13,78,13,39,12
2/6/2017,3,21,86,68,5,96,58,10
3/6/2017,5,18,20,80,95,70,76,26
4/6/2017,9,52,91,2,18,45,77,86
5/6/2017,9,12,75,91,35,81,27,99
6/6/2017,9,59,37,60,71,59,84,44
7/6/2017,2,79,95,85,63,16,12,100
8/6/2017,6,25,46,72,84,51,2,63
9/6/2017,6,54,23,13,55,57,62,11
10/6/2017,10,73,41,96,79,34,42,72
11/6/2017,5,53,45,57,51,39,46,18
12/6/2017,2,18,34,53,90,61,24,62
13/6/2017,8,93,90,79,13,92,17,77
14/6/2017,8,81,70,36,43,30,51,83
15/6/2017,6,31,11,50,27,52,21,56
16/6/2017,7,74,15,6,89,63,27,31
17/6/2017,5,99,54,93,76,57,82,11
18/6/2017,10,55,25,49,14,88,62,5
19/6/2017,7,41,83,29,22,3,67,95
20/6/2017,5,30,13,1,34,83,13,74
21/6/2017,3,56,46,55,94,83,95,9
22/6/2017,8,86,98,35,15,86,47,5
23/6/2017,3,80,77,61,16,15,35,86
24/6/2017,9,36,38,94,36,74,72,78
25/6/2017,4,18,45,16,100,97,12,93
26/6/2017,7,28,23,97,39,30,82,62
27/6/2017,8,74,90,81,20,60,4,20
28/6/2017,1,58,85,72,20,55,82,64
29/6/2017,4,52,56,29,8,62,42,52
30/6/2017,3,23,5,66,19,22,100,26
1/7/2017,9,83,48,70,79,26,28,15
2/7/2017,5,78,62,38,32,30,85,44
3/7/2017,2,27,91,19,37,78,35,43
4/7/2017,7,77,93,33,72,41,74,18
5/7/2017,1,38,63,76,64,95,16,78
6/7/2017,1,91,35,3,50,32,71,13
