Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
18/03/2014,24.8,20.8,2.88,290,0
19/03/2014,33.1,21.5,3.49,239,0
20/03/2014,35.5,21.9,4.39,152,0
21/03/2014,74.9,21,3.28,170,0
24/03/2014,71.8,18.8,4.03,206,7.2
25/03/2014,58.8,20.5,8.93,154,9.5
26/03/2014,71.2,20.1,15.41,220,3.2
27/03/2014,76.4,19,16.99,160,6.1
28/03/2014,91.3,19.4,11.84,173,1.2
29/03/2014,89.2,19.4,6.66,194,0.7
30/03/2014,37.6,19,4.14,109,0
31/03/2014,81.2,18.1,5.33,46,0
01/04/2014,92.8,17.6,4.1,75,0.8
02/04/2014,30.9,14.5,4.32,34,0
03/04/2014,13.3,14.6,2.81,85,0
04/04/2014,10.1,16.4,3.31,28,0
06/04/2014,40.9,18,4.54,319,0.4
07/04/2014,31.8,16.2,4.72,298,0
09/04/2014,20.9,16.3,4.54,301,0.2
10/04/2014,10.4,17.9,3.96,91,0
11/04/2014,20.4,17.3,3.96,319,0
12/04/2014,97.1,15.4,4.1,340,3.2
13/04/2014,17.3,13.7,3.78,321,0
14/04/2014,97.7,16.1,12.89,194,2.8
15/04/2014,90.9,16.6,11.05,226,1.5
16/04/2014,100,16.1,9.11,283,4.1
17/04/2014,88.3,14.5,5.44,219,7.7
18/04/2014,54.2,13.8,4.46,228,0.2
19/04/2014,79.8,13.7,2.77,48,0
20/04/2014,84.8,14.5,3.74,329,0.7
21/04/2014,97.9,13.7,7.49,136,0.9
22/04/2014,28.2,14.6,11.41,192,0.4
23/04/2014,85.6,18.2,11.59,229,6.4
24/04/2014,99.1,16.9,10.22,191,17.7
25/04/2014,44.6,19.3,17.78,194,1.4
26/04/2014,18,20.2,15.98,228,0
27/04/2014,63.6,18,5.11,191,0
28/04/2014,36.4,17.9,1.69,315,0
29/04/2014,54.5,16.4,2.84,317,0
30/04/2014,10.9,16.8,1.3,296,0
01/05/2014,36.5,17.4,1.01,289,0
02/05/2014,86.1,17.2,1.55,331,0
03/05/2014,27.2,15.4,1.37,311,0
04/05/2014,11.5,17.4,1.84,177,0
05/05/2014,24,17.2,2.77,236,0
06/05/2014,44.3,18,2.27,169,0
07/05/2014,65.5,16.7,1.44,222,0
08/05/2014,27,17.6,2.59,191,0
09/05/2014,83.8,18.5,10.26,185,6
10/05/2014,50.6,14.3,2.84,348,0.7
11/05/2014,79.9,13.2,8.71,245,4.1
12/05/2014,100,12,12.6,217,31.3
13/05/2014,82.6,9.2,5.33,251,32
14/05/2014,73,9.6,3.53,11,5.7
15/05/2014,65.5,13.5,15.55,244,3.9
16/05/2014,62.5,12.3,9.5,240,0.5
17/05/2014,97,10.9,9.4,282,12.7
18/05/2014,73,9.3,5,52,9.2
19/05/2014,72.9,11.9,12.78,161,0.5
20/05/2014,54.7,11.9,11.99,223,10.5
21/05/2014,52.6,13,12.06,161,2.6
22/05/2014,40.3,14.6,15.73,194,16.4
23/05/2014,75.2,10.3,12.02,210,16.5
24/05/2014,61.2,11.4,14.22,284,5
25/05/2014,93.5,11.4,12.53,245,10.2
26/05/2014,95.1,11,4.79,268,0.3
27/05/2014,100,11.4,7.92,175,3.2
28/05/2014,100,11.2,3.02,161,0
29/05/2014,86.2,15,4.39,161,0.8
30/05/2014,43.4,14.6,4.43,189,0
31/05/2014,100,13.4,3.67,256,24.6
01/06/2014,100,11.7,7.81,351,23.9
02/06/2014,88.9,12.7,6.88,30,0
03/06/2014,95.8,11.2,3.35,334,0
04/06/2014,47.7,7.5,2.27,104,0
05/06/2014,51.1,9.8,10.55,142,0
06/06/2014,100,9.9,6.55,160,5.1
07/06/2014,72.2,9.9,4.5,286,0.2
08/06/2014,51.8,14.9,7.88,330,0
09/06/2014,98.9,12.6,5.65,38,0
10/06/2014,97.8,11,5.9,37,0
11/06/2014,75.1,9.8,5.65,9,0
12/06/2014,93.9,6.3,2.84,305,4.5
13/06/2014,53.6,7.3,3.46,3,2.9
14/06/2014,36.6,7.7,3.67,47,1.1
15/06/2014,83,8.8,2.74,321,0.6
16/06/2014,91.6,9.7,2.66,42,2.9
17/06/2014,76.6,9.5,2.41,34,0
18/06/2014,98.3,11,3.35,300,3.1
19/06/2014,67.3,10.6,3.17,182,0.5
20/06/2014,91.2,10.7,15.26,207,14.5
21/06/2014,100,8.6,7.13,27,21.6
22/06/2014,96.4,8.8,5.9,43,0
23/06/2014,97.4,7.2,3.89,320,21.3
24/06/2014,96.2,12.2,6.16,312,8.3
25/06/2014,100,11.1,4.21,313,1.4
26/06/2014,91.5,11,3.1,180,0
27/06/2014,88.3,10.9,6.88,192,0
28/06/2014,98.9,12.3,3.64,161,1.5
29/06/2014,19.1,9.9,2.74,29,0.4
30/06/2014,14.9,5.2,3.49,270,0
01/07/2014,100,7.7,5,208,0
02/07/2014,94.3,10.9,4.36,171,0
03/07/2014,75.9,9.5,2.23,39,0
04/07/2014,93.4,9,2.34,295,0
05/07/2014,79.4,10.6,7.81,272,5.7
06/07/2014,67.5,8.2,6.8,32,3.5
07/07/2014,15.5,2.6,2.77,83,0.7
08/07/2014,14.9,2.4,2.63,33,0
09/07/2014,46.3,4.2,2.74,191,0
10/07/2014,14.7,4.3,2.02,342,0
11/07/2014,19,8.6,2.3,217,0
12/07/2014,99.4,10.3,3.24,167,0
13/07/2014,50.2,10.1,3.13,345,0
14/07/2014,83.7,8.6,5.51,230,0
15/07/2014,33.5,9.5,5.83,161,0
16/07/2014,31.3,8,3.13,272,0
17/07/2014,60.8,9.7,6.01,187,0
18/07/2014,21.7,8.4,3.53,303,0
19/07/2014,53.8,8.8,5.08,192,0
20/07/2014,26.4,10.3,4.36,149,2.3
21/07/2014,38.7,9.1,11.95,210,0
22/07/2014,77.8,10.6,14.8,217,10.7
23/07/2014,76,10,15.73,226,0.9
24/07/2014,95.4,9,15.23,202,35.1
25/07/2014,66.5,6,7.16,276,5.6
26/07/2014,83.1,6.3,12.78,173,4.8
27/07/2014,100,7.6,10.19,343,10.2
28/07/2014,61.3,5.9,4.64,59,2.2
29/07/2014,88.2,6.3,5.94,22,15.4
30/07/2014,82.1,7.3,9.54,24,14.5
31/07/2014,99.3,8.7,4.93,343,5.5
01/08/2014,61.5,9.8,2.34,38,0
02/08/2014,98.1,10.8,3.53,331,0.8
03/08/2014,31.6,7.4,2.84,328,0
04/08/2014,59.4,6.1,3.17,30,0
05/08/2014,83.2,9,3.64,343,0
06/08/2014,100,8.8,4.54,224,0.8
07/08/2014,100,10.7,14.65,282,10.9
08/08/2014,100,12.1,22.03,284,27.8
09/08/2014,70.4,7.3,11.09,306,20.2
14/08/2014,55.3,3.5,4.9,39,2.9
15/08/2014,70.3,4.7,7.24,38,6.5
16/08/2014,89.8,5.1,7.38,49,0
17/08/2014,22,5.6,11.02,82,0
18/08/2014,11.4,8.8,12.17,58,0
19/08/2014,11.3,5.5,3.78,168,0
20/08/2014,37.9,5.9,3.06,250,0
21/08/2014,96.4,7.5,5.69,219,3.5
22/08/2014,97.2,9.4,14.94,185,3.5
23/08/2014,95.3,10.8,14.18,220,3.6
24/08/2014,95.6,10.3,9.68,275,5.4
25/08/2014,92.6,8.8,6.7,337,10.5
26/08/2014,30.5,6.5,9.11,58,0.4
27/08/2014,17.4,5.4,6.41,49,0
28/08/2014,92.4,6.3,5.51,186,0
29/08/2014,100,10.1,11.41,224,8.7
30/08/2014,55.7,9.2,6.62,6,0.5
31/08/2014,100,9.9,7.45,233,0.4
01/09/2014,66.9,9.9,14.94,265,9.3
02/09/2014,62,8.7,10.58,292,3.3
03/09/2014,95.5,10.8,8.24,319,0.8
04/09/2014,100,11,7.27,318,5.7
05/09/2014,53.5,9.3,5.08,316,0
06/09/2014,98.3,12.3,10.12,283,2.7
07/09/2014,96.1,13.7,16.56,222,1.1
08/09/2014,100,12.4,4.97,297,3.8
09/09/2014,99.2,9.6,5.04,348,13
10/09/2014,20.6,7.9,8.64,38,0
11/09/2014,9.6,8.2,6.84,120,0
12/09/2014,9.5,9.2,3.78,91,0
13/09/2014,9.4,9.9,4.25,325,0
14/09/2014,27.9,8.8,5.08,319,0
15/09/2014,12.1,9.2,5.15,329,0
16/09/2014,27.3,11.2,5.51,337,0
17/09/2014,71.6,10.7,4.43,322,0
18/09/2014,100,10.6,6.8,353,3.5
19/09/2014,16.3,7.5,5.94,323,0
20/09/2014,12.8,7,6.66,341,0
21/09/2014,78.5,7.3,6.16,350,0
22/09/2014,10.7,6.7,6.08,229,0
23/09/2014,64.1,8.9,4.07,28,0
24/09/2014,38.4,9.8,8.53,40,0
25/09/2014,64,12.4,12.89,81,0
26/09/2014,64,11.2,18.14,30,0
27/09/2014,53,11.4,12.78,70,0
28/09/2014,57.4,11.3,18.07,40,0
29/09/2014,62.5,8.5,9.61,52,0.6
30/09/2014,67.6,8.9,10.69,36,0.8
01/10/2014,49.4,7.8,6.05,345,1.6
02/10/2014,100,10.8,8.03,276,16.8
03/10/2014,90.9,13,5.47,285,0.2
04/10/2014,77.8,12.6,7.81,191,0
05/10/2014,51.8,13.4,11.09,204,0
06/10/2014,56,13,7.24,225,0
07/10/2014,91.1,12.7,4.79,339,0.3
08/10/2014,11.7,12.3,6.05,309,0
09/10/2014,20.2,11.6,4.57,297,0
10/10/2014,11.6,10.8,7.49,344,0
11/10/2014,17.2,12.3,10.01,70,0
12/10/2014,8.2,14.7,8.6,65,0
13/10/2014,8.3,13,6.98,58,0
14/10/2014,8.2,14.8,5.11,314,0
15/10/2014,15.7,14.9,7.27,321,0
16/10/2014,76.6,12.7,4.54,307,5.5
17/10/2014,95.5,12.7,4.93,220,0.1
18/10/2014,19.7,13.1,5.8,348,0
19/10/2014,13,14.8,4.25,292,0
20/10/2014,9.5,17.4,4.97,348,0
21/10/2014,44.4,19.5,4.75,134,0
22/10/2014,95.3,14.8,6.44,168,4.8
23/10/2014,100,13.6,9.4,220,6
24/10/2014,80.9,11.3,8.28,228,4.5
25/10/2014,50.9,10.9,6.62,155,1.4
26/10/2014,88,11.2,4.54,322,0
27/10/2014,9.7,12.8,5.62,291,0.1
28/10/2014,47.1,15.1,5.9,193,9.7
29/10/2014,79.9,13.4,8.35,229,1.4
30/10/2014,33.2,13.4,6.3,203,0.1
31/10/2014,95.2,14,9.58,177,3.3
01/11/2014,85,14.1,9.76,217,11.2
02/11/2014,64.5,13.5,7.42,301,14.4
03/11/2014,62.9,12.5,6.52,333,11.6
04/11/2014,25.9,11.5,5.65,285,0
05/11/2014,70.6,13.8,6.48,204,0
06/11/2014,97.5,15.4,17.89,211,3.2
07/11/2014,76.4,17,16.16,222,4.3
08/11/2014,87.7,17,23.15,220,2.5
09/11/2014,50.3,17.2,11.12,222,2.8
12/11/2014,34.1,11.8,7.45,215,0
13/11/2014,54.5,15.2,10.19,219,3.1
14/11/2014,74.7,16.1,14.98,217,0
15/11/2014,26.8,14.9,5.9,328,0
16/11/2014,60.2,13.7,5.08,329,0
17/11/2014,13.5,15.3,5.44,327,0
18/11/2014,29.7,17.9,6.52,206,0
19/11/2014,38.4,17.9,12.2,225,0
20/11/2014,41.3,14.4,13.25,287,0.7
21/11/2014,39.3,13.6,6.52,343,0
22/11/2014,39.1,16.6,8.03,39,0
23/11/2014,7.9,16.3,5.83,340,0
24/11/2014,62.8,12.8,7.45,326,0.3
25/11/2014,79.6,12.4,6.88,32,0
26/11/2014,78.7,12.2,6.23,334,0.1
27/11/2014,19.9,13.6,8.93,36,0
28/11/2014,33,12.9,8.86,35,0
29/11/2014,13.2,15.2,10.62,58,0
30/11/2014,31.1,16.5,12.46,44,0
01/12/2014,14.6,15.7,9.14,349,0
02/12/2014,10.8,15.8,7.7,45,0
03/12/2014,8.2,16.2,7.38,340,0
04/12/2014,8.9,15.6,7.38,14,0
05/12/2014,15.9,13.5,7.99,284,0
06/12/2014,42.4,16.2,5.15,18,0
07/12/2014,100,15,6.48,209,2.7
08/12/2014,31.3,15.4,5.9,308,0.5
09/12/2014,24.3,16,5.51,53,0
10/12/2014,36.5,18.5,7.13,278,0
11/12/2014,12.3,18.3,5.51,321,0
12/12/2014,51.2,17.1,9.32,310,0
13/12/2014,43.3,18.7,9.68,34,0
14/12/2014,21.3,20,6.44,334,0
15/12/2014,25.1,21.6,8.03,80,0
16/12/2014,57.1,18.3,9.25,67,1.2
17/12/2014,27.1,16.1,10.4,38,0
18/12/2014,68.8,14.7,5.51,351,0.1
19/12/2014,55.5,14.4,13.79,232,0
20/12/2014,79.1,15.1,10.12,257,1.2
21/12/2014,48.8,16.4,6.91,53,0
22/12/2014,32.3,15.8,7.74,277,0
23/12/2014,19.8,15.2,6.52,346,0
24/12/2014,9.5,17.7,8.17,51,0
25/12/2014,8.3,18.6,6.52,289,0
26/12/2014,8.2,18.6,7.42,33,0
27/12/2014,9.1,20,5.9,286,0
28/12/2014,8.7,21.7,5.18,321,0
29/12/2014,32.4,19,6.52,339,0
30/12/2014,100,17.7,4.43,329,0.2
31/12/2014,55.6,18.6,5.15,329,0
01/01/2015,19.2,17.5,5.62,309,0
02/01/2015,24.2,19.1,6.88,325,0
03/01/2015,35.7,19.6,6.91,342,0
04/01/2015,65.3,19.1,6.48,301,0
05/01/2015,23.6,22.5,4.61,333,0
06/01/2015,31,19.6,6.59,321,0
