Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
20/1/2017,10,14,11,9,12,14,17,14
21/1/2017,4,17,2,9,18,6,10,3
22/1/2017,20,17,8,13,0,3,4,15
23/1/2017,19,7,16,11,3,6,3,4
24/1/2017,11,2,5,16,14,20,16,4
25/1/2017,19,19,7,8,19,19,14,5
26/1/2017,11,16,11,10,18,6,5,3
27/1/2017,15,18,9,8,11,2,10,12
28/1/2017,2,13,19,2,0,17,7,2
29/1/2017,10,14,4,13,8,4,16,4
30/1/2017,6,10,7,17,11,5,10,3
31/1/2017,12,3,18,13,9,3,19,14
1/2/2017,7,19,1,6,17,5,11,19
2/2/2017,15,0,11,18,13,6,15,14
3/2/2017,9,18,19,18,15,11,15,20
4/2/2017,9,12,7,13,19,15,12,11
5/2/2017,9,6,3,2,0,9,13,16
6/2/2017,10,11,12,8,8,11,18,13
7/2/2017,4,17,6,2,6,16,3,0
8/2/2017,15,2,5,1,10,5,2,20
9/2/2017,5,2,9,8,13,4,0,18
10/2/2017,18,19,14,0,4,11,8,11
11/2/2017,11,3,4,1,16,15,8,10
12/2/2017,9,11,19,4,12,15,12,7
13/2/2017,7,12,9,15,18,18,9,12
14/2/2017,11,14,2,9,3,16,16,20
15/2/2017,17,12,18,12,6,10,1,18
16/2/2017,17,14,13,9,2,19,9,7
17/2/2017,1,11,15,17,3,1,19,11
18/2/2017,3,12,15,17,16,10,12,12
19/2/2017,18,1,18,15,10,15,9,12
20/2/2017,9,17,1,5,20,12,12,6
21/2/2017,19,1,11,16,9,16,12,16
22/2/2017,10,14,13,9,6,13,10,11
23/2/2017,16,15,9,17,14,20,16,20
24/2/2017,12,3,13,17,0,5,17,4
25/2/2017,7,5,11,6,7,20,3,19
26/2/2017,0,3,15,11,14,18,15,20
27/2/2017,13,12,11,14,12,20,2,5
28/2/2017,17,5,5,20,4,2,14,16
1/3/2017,6,16,0,2,13,13,5,15
2/3/2017,5,17,6,1,18,14,19,1
3/3/2017,9,7,17,19,5,1,19,3
4/3/2017,14,7,13,14,19,7,12,16
5/3/2017,16,12,3,13,16,8,19,3
6/3/2017,2,15,2,12,13,6,14,12
7/3/2017,12,10,1,7,4,13,15,12
8/3/2017,12,1,9,4,7,12,12,12
9/3/2017,17,7,14,10,15,18,12,4
10/3/2017,0,18,19,9,15,20,3,4
11/3/2017,12,10,9,9,6,1,16,5
12/3/2017,1,0,1,0,6,15,12,14
13/3/2017,1,6,19,19,5,17,5,4
14/3/2017,10,10,4,10,20,17,0,5
15/3/2017,9,14,5,14,18,2,4,9
16/3/2017,18,11,10,19,20,15,18,5
17/3/2017,13,5,0,19,16,2,14,11
18/3/2017,17,12,8,10,16,0,3,8
19/3/2017,20,10,0,8,13,2,16,15
20/3/2017,13,3,12,20,6,1,20,15
21/3/2017,3,11,2,15,19,11,17,12
22/3/2017,18,20,11,12,1,9,10,8
23/3/2017,1,18,2,2,6,18,14,1
24/3/2017,3,8,9,2,9,7,13,7
25/3/2017,6,11,0,4,2,1,8,2
26/3/2017,9,20,4,0,1,11,17,8
27/3/2017,16,20,18,13,17,18,13,5
28/3/2017,6,17,0,2,14,6,11,7
29/3/2017,19,2,1,16,4,7,13,11
30/3/2017,12,20,7,2,3,20,17,20
31/3/2017,17,19,7,11,16,9,5,1
1/4/2017,11,11,11,3,2,8,13,15
2/4/2017,14,18,4,5,3,14,18,5
3/4/2017,0,13,8,9,10,3,18,9
4/4/2017,15,4,2,8,1,12,7,7
5/4/2017,8,1,2,4,14,3,19,20
6/4/2017,4,3,13,19,6,8,19,19
7/4/2017,7,11,2,7,11,2,8,2
8/4/2017,7,15,20,17,9,20,5,9
9/4/2017,2,7,12,20,0,20,1,16
10/4/2017,10,0,14,9,12,4,4,20
11/4/2017,10,17,6,3,7,14,5,15
12/4/2017,18,12,19,17,15,14,3,7
13/4/2017,14,16,1,13,17,13,1,5
14/4/2017,3,14,14,11,13,0,20,0
15/4/2017,13,14,13,16,16,9,3,3
16/4/2017,16,7,20,18,13,18,13,16
17/4/2017,7,6,17,8,15,11,8,6
18/4/2017,18,12,6,12,15,12,14,8
19/4/2017,4,19,19,1,6,2,20,10
20/4/2017,1,4,16,3,6,13,4,11
21/4/2017,15,11,18,2,4,6,12,15
22/4/2017,2,4,16,20,5,5,14,12
23/4/2017,1,9,17,19,13,9,17,13
24/4/2017,13,15,9,14,0,18,1,15
25/4/2017,0,18,6,8,4,4,2,0
26/4/2017,20,1,19,20,1,7,20,19
27/4/2017,0,9,6,11,10,6,13,3
28/4/2017,8,12,9,2,13,0,4,4
29/4/2017,20,6,15,3,3,6,1,19
30/4/2017,8,10,4,9,6,0,1,5
1/5/2017,10,13,6,1,4,19,14,20
2/5/2017,12,4,11,20,15,7,3,15
3/5/2017,9,3,13,8,1,14,3,1
4/5/2017,1,4,6,1,8,1,13,6
5/5/2017,1,13,2,10,5,20,14,8
6/5/2017,13,15,8,11,11,15,1,7
7/5/2017,5,6,5,7,8,1,14,8
8/5/2017,7,13,19,16,17,18,2,16
9/5/2017,9,11,4,8,11,2,15,9
10/5/2017,11,10,1,8,3,5,4,12
11/5/2017,5,2,10,7,10,20,5,12
12/5/2017,14,0,14,5,7,10,7,7
13/5/2017,3,12,8,13,20,16,16,5
14/5/2017,0,13,18,4,5,3,8,12
15/5/2017,18,11,2,19,11,8,2,1
16/5/2017,11,8,6,15,20,10,17,9
17/5/2017,13,20,2,16,20,2,17,18
18/5/2017,0,1,8,18,13,9,12,8
19/5/2017,18,18,20,17,12,10,13,17
20/5/2017,14,1,19,13,7,14,3,15
21/5/2017,3,14,8,20,18,16,8,8
22/5/2017,2,18,5,7,11,5,18,12
23/5/2017,13,6,1,18,13,2,15,19
24/5/2017,7,17,16,1,3,0,3,15
25/5/2017,8,12,10,20,0,8,4,5
26/5/2017,14,9,3,1,9,8,2,0
27/5/2017,19,18,15,5,12,4,18,2
28/5/2017,10,14,10,19,19,9,11,10
29/5/2017,5,15,19,6,14,6,8,10
30/5/2017,16,3,3,4,13,4,16,19
31/5/2017,5,15,3,19,3,1,17,0
1/6/2017,17,19,2,8,8,8,13,20
2/6/2017,0,1,9,4,20,11,4,10
3/6/2017,17,17,20,4,20,13,5,12
4/6/2017,2,12,2,9,16,20,4,4
5/6/2017,14,16,6,6,8,18,2,17
6/6/2017,0,5,17,9,12,17,20,2
7/6/2017,7,8,8,8,13,9,12,18
8/6/2017,0,14,12,3,12,18,2,5
9/6/2017,18,12,18,17,0,3,16,10
10/6/2017,3,14,14,15,2,3,4,8
11/6/2017,8,4,13,4,17,14,18,19
12/6/2017,17,6,15,12,19,18,5,18
13/6/2017,14,4,12,14,13,3,7,12
14/6/2017,12,7,19,11,16,13,13,17
15/6/2017,10,11,15,18,17,1,17,5
16/6/2017,5,15,9,17,19,5,13,16
17/6/2017,7,16,16,17,19,11,10,18
18/6/2017,4,5,7,2,4,5,6,12
19/6/2017,19,10,14,15,15,8,2,16
20/6/2017,14,10,9,17,11,18,2,18
21/6/2017,2,16,3,9,19,10,15,19
22/6/2017,20,4,19,15,12,16,4,8
23/6/2017,3,14,20,15,5,11,5,15
24/6/2017,8,12,5,19,15,8,18,19
25/6/2017,12,11,1,9,6,10,17,9
26/6/2017,4,2,10,3,17,2,12,17
27/6/2017,18,14,6,0,16,13,13,1
28/6/2017,14,18,3,18,13,15,13,2
29/6/2017,2,2,17,3,6,9,9,10
30/6/2017,20,12,18,17,4,8,15,4
1/7/2017,9,4,3,0,13,2,17,13
2/7/2017,5,13,16,1,17,17,10,3
3/7/2017,16,8,6,14,5,14,0,19
4/7/2017,14,12,0,4,1,3,13,0
5/7/2017,13,10,19,4,4,13,14,19
6/7/2017,7,10,4,7,9,0,9,3
