Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
11/8/2016,3,38,96,152,0
12/8/2016,4,34,4,170,0
13/08/2016,4,30,69,206,0
14/08/2016,3,38,84,154,0
15/08/2016,1,34,37,220,0
16/08/2016,9,32,35,160,0
17/08/2016,10,38,8,173,0
18/08/2016,8,36,31,194,0
19/08/2016,10,30,97,109,0
20/08/2016,3,39,10,46,0
21/08/2016,6,31,61,75,0
22/08/2016,1,33,33,34,0
23/08/2016,7,37,37,85,0
24/08/2016,6,33,66,28,0
25/08/2016,2,31,29,319,0
26/08/2016,4,31,98,298,0
27/08/2016,6,40,23,301,0
28/08/2016,9,30,54,91,0
29/08/2016,1,36,45,319,0
30/08/2016,10,40,77,340,0
31/08/2016,10,30,37,321,0
1/9/2016,1,39,41,194,0
2/9/2016,2,40,15,226,0
3/9/2016,1,32,24,283,0
4/9/2016,1,36,33,219,0
5/9/2016,5,33,21,228,0
6/9/2016,7,32,6,48,0
7/9/2016,5,30,81,329,0
8/9/2016,5,30,22,136,0
9/9/2016,2,30,72,192,0
10/9/2016,10,33,10,229,0
11/9/2016,10,40,97,191,0
12/9/2016,2,37,7,194,0
13/09/2016,9,32,17,228,0
14/09/2016,3,30,34,191,0
15/09/2016,2,40,84,315,0
16/09/2016,7,33,49,317,0
17/09/2016,2,31,37,296,0
18/09/2016,9,35,63,289,0
19/09/2016,2,37,43,331,0
20/09/2016,10,37,62,311,0
21/09/2016,5,36,82,177,0
22/09/2016,9,36,46,236,0
23/09/2016,4,33,92,169,0
24/09/2016,6,35,87,222,0
25/09/2016,3,34,89,191,0
26/09/2016,3,35,21,185,0
27/09/2016,9,37,57,348,0
28/09/2016,9,36,86,245,0
29/09/2016,3,31,6,217,0
30/09/2016,5,34,82,251,0
1/10/2016,10,31,31,11,0
2/10/2016,2,38,92,244,0
3/10/2016,8,33,50,240,0
4/10/2016,3,37,32,282,0
5/10/2016,6,40,13,52,0
6/10/2016,7,32,68,161,0
7/10/2016,2,30,79,223,0
8/10/2016,4,38,56,161,0
9/10/2016,4,35,84,194,0
10/10/2016,5,33,37,210,0
11/10/2016,3,37,58,284,0
12/10/2016,3,39,62,245,0
13/10/2016,1,37,18,268,0
14/10/2016,10,34,23,175,0
15/10/2016,7,32,54,161,0
16/10/2016,1,30,84,161,0
17/10/2016,5,37,32,189,0
18/10/2016,8,30,65,256,0
19/10/2016,4,37,87,351,0
20/10/2016,9,40,16,30,0
21/10/2016,6,38,80,334,0
22/10/2016,8,33,52,104,0
23/10/2016,6,39,57,142,0
24/10/2016,10,36,36,160,0
25/10/2016,1,37,34,286,0
26/10/2016,6,34,29,330,0
27/10/2016,2,31,76,38,0
28/10/2016,10,35,20,37,0
29/10/2016,5,31,73,9,0
30/10/2016,6,40,59,305,0
31/10/2016,8,38,58,3,0
1/11/2016,10,39,53,47,0
2/11/2016,6,36,15,321,0
3/11/2016,9,37,96,42,0
4/11/2016,7,34,32,34,0
5/11/2016,6,39,12,300,0
6/11/2016,4,30,90,182,0
7/11/2016,9,38,55,207,0
8/11/2016,2,34,16,27,0
9/11/2016,9,36,9,43,0
10/11/2016,3,39,67,320,0
11/11/2016,4,37,42,312,0
12/11/2016,2,40,43,313,0
13/11/2016,9,30,85,180,0
14/11/2016,1,32,42,192,0
15/11/2016,2,31,94,161,0
16/11/2016,7,35,91,29,0
17/11/2016,10,30,70,270,0
18/11/2016,3,31,26,208,0
19/11/2016,3,36,81,171,0
20/11/2016,2,36,16,39,0
21/11/2016,5,33,43,295,0
22/11/2016,4,40,72,272,0
23/11/2016,6,36,75,32,0
24/11/2016,3,35,27,83,0
25/11/2016,9,35,33,33,0
26/11/2016,4,31,73,191,0
27/11/2016,4,32,80,342,0
28/11/2016,6,37,2,217,0
29/11/2016,4,33,88,167,0
30/11/2016,9,38,43,345,0
1/12/2016,2,37,17,230,0
2/12/2016,6,39,77,161,0
3/12/2016,2,40,72,272,0
4/12/2016,6,36,87,187,0
5/12/2016,9,33,10,303,0
6/12/2016,10,32,44,192,0
7/12/2016,9,39,9,149,0
8/12/2016,7,38,63,210,0
9/12/2016,6,31,21,217,0
10/12/2016,5,31,91,226,0
11/12/2016,9,38,57,202,0
12/12/2016,2,30,68,276,0
13/12/2016,5,32,95,173,0
14/12/2016,5,33,80,343,0
15/12/2016,3,40,95,59,0
16/12/2016,7,40,92,22,0
17/12/2016,8,30,61,24,0
18/12/2016,8,37,36,343,0
19/12/2016,8,36,9,38,0
20/12/2016,1,36,100,331,0
21/12/2016,9,39,43,328,0
22/12/2016,1,39,15,30,0
23/12/2016,7,38,67,343,0
24/12/2016,5,39,8,224,0
25/12/2016,7,30,26,282,0
26/12/2016,3,32,67,284,0
27/12/2016,8,38,31,306,0
28/12/2016,5,38,40,39,0
29/12/2016,1,30,85,38,0
30/12/2016,5,37,76,49,0
31/12/2016,4,30,96,82,0
1/1/2017,4,36,8,58,0
2/1/2017,8,31,83,168,0
3/1/2017,5,40,46,250,0
4/1/2017,4,38,53,219,0
5/1/2017,2,33,4,185,0
6/1/2017,2,38,19,220,0
7/1/2017,5,39,38,275,0
8/1/2017,4,38,35,337,0
9/1/2017,4,37,5,58,0
10/1/2017,2,34,64,49,0
11/1/2017,7,30,66,186,0
12/1/2017,7,39,7,224,0
13/01/2017,1,31,4,6,0
14/01/2017,6,38,67,233,0
15/01/2017,7,31,80,265,0
16/01/2017,8,30,61,292,0
17/01/2017,8,37,33,319,0
18/01/2017,1,31,75,318,0
19/01/2017,6,30,7,316,0
20/01/2017,4,37,51,283,0
21/01/2017,10,40,88,222,0
22/01/2017,9,40,77,297,0
23/01/2017,6,38,69,348,0
24/01/2017,1,36,55,38,0
25/01/2017,3,39,61,120,0
26/01/2017,6,32,22,91,0
27/01/2017,8,31,68,325,0
28/01/2017,1,30,64,319,0
29/01/2017,9,31,57,329,0
30/01/2017,4,33,93,337,0
31/01/2017,1,35,93,322,0
1/2/2017,10,34,2,353,0
2/2/2017,3,36,93,323,0
3/2/2017,5,31,31,341,0
4/2/2017,4,35,10,350,0
5/2/2017,3,33,11,229,0
6/2/2017,10,31,53,28,0
7/2/2017,8,40,86,40,0
8/2/2017,9,33,13,81,0
9/2/2017,7,37,56,30,0
10/2/2017,2,40,58,70,0
11/2/2017,9,38,73,40,0
12/2/2017,10,35,53,52,0
13/02/2017,7,31,27,36,0
14/02/2017,1,36,53,345,0
15/02/2017,10,33,28,276,0
16/02/2017,7,33,92,285,0
17/02/2017,7,30,15,191,0
18/02/2017,2,37,40,204,0
19/02/2017,9,32,98,225,0
20/02/2017,7,33,76,339,0
21/02/2017,6,37,39,309,0
22/02/2017,6,40,12,297,0
23/02/2017,10,37,32,344,0
24/02/2017,1,32,83,70,0
25/02/2017,7,30,80,65,0
26/02/2017,2,32,67,58,0
27/02/2017,2,36,49,314,0
28/02/2017,10,35,35,321,0
1/3/2017,4,36,3,307,0
2/3/2017,6,31,100,220,0
3/3/2017,10,34,76,348,0
4/3/2017,8,31,71,292,0
5/3/2017,1,40,59,348,0
6/3/2017,10,35,76,134,0
7/3/2017,9,39,83,168,0
8/3/2017,5,34,27,220,0
9/3/2017,5,38,15,228,0
10/3/2017,8,34,50,155,0
11/3/2017,2,31,28,322,0
12/3/2017,9,33,78,291,0
13/03/2017,7,36,25,193,0
14/03/2017,5,36,73,229,0
15/03/2017,6,32,5,203,0
16/03/2017,3,33,35,177,0
17/03/2017,9,34,95,217,0
18/03/2017,3,31,53,301,0
19/03/2017,5,36,63,333,0
20/03/2017,5,39,31,285,0
21/03/2017,9,40,59,204,0
22/03/2017,1,35,33,211,0
23/03/2017,8,37,47,222,0
24/03/2017,3,40,93,220,0
25/03/2017,1,37,32,222,0
26/03/2017,2,31,65,215,0
27/03/2017,6,37,62,219,0
28/03/2017,7,33,82,217,0
29/03/2017,1,36,41,328,0
30/03/2017,5,39,98,329,0
31/03/2017,2,33,55,327,0
1/4/2017,7,38,12,206,0
2/4/2017,9,34,49,225,0
3/4/2017,2,30,47,287,0
4/4/2017,7,35,32,343,0
5/4/2017,5,32,18,39,0
6/4/2017,3,31,4,340,0
7/4/2017,8,32,77,326,0
8/4/2017,4,32,93,32,0
9/4/2017,6,40,30,334,0
10/4/2017,7,31,56,36,0
11/4/2017,1,35,98,35,0
12/4/2017,10,30,96,58,0
13/04/2017,9,34,83,44,0
14/04/2017,5,34,9,349,0
15/04/2017,5,30,81,45,0
16/04/2017,3,39,49,340,0
17/04/2017,5,35,23,14,0
18/04/2017,7,37,17,284,0
19/04/2017,4,32,98,18,0
20/04/2017,4,33,27,209,0
21/04/2017,7,37,63,308,0
22/04/2017,4,32,15,53,0
23/04/2017,10,39,99,278,0
24/04/2017,10,34,74,321,0
25/04/2017,3,35,34,310,0
26/04/2017,10,37,99,34,0
27/04/2017,9,33,65,334,0
28/04/2017,3,35,25,80,0
29/04/2017,1,38,13,67,0
30/04/2017,4,35,52,38,0
1/5/2017,1,39,81,351,0
2/5/2017,1,35,78,232,0
3/5/2017,1,30,86,257,0
4/5/2017,8,36,63,53,0
5/5/2017,6,35,60,277,0
6/5/2017,6,30,48,346,0
7/5/2017,1,33,36,51,0
8/5/2017,10,34,13,289,0
9/5/2017,5,31,65,33,0
10/5/2017,8,34,62,286,0
11/5/2017,2,37,43,321,0
12/5/2017,9,37,89,339,0
13/05/2017,3,31,47,329,0
14/05/2017,2,31,12,329,0
15/05/2017,6,31,67,309,30
16/05/2017,5,35,77,325,0
17/05/2017,2,36,74,342,0
18/05/2017,6,35,87,301,0
19/05/2017,7,30,62,333,0
20/05/2017,2,36,20,321,0
