Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
24/08/2016,17,7,16,21,27
25/08/2016,23,1,3,5,8
26/08/2016,27,25,7,12,17
27/08/2016,30,5,8,5,8
28/08/2016,2,3,17,21,24
29/08/2016,23,29,5,24,8
30/08/2016,6,6,29,13,15
31/08/2016,13,29,11,12,23
1/9/2016,5,15,16,13,19
2/9/2016,13,25,21,14,30
3/9/2016,16,19,11,8,7
4/9/2016,8,11,18,10,29
5/9/2016,7,1,7,7,22
6/9/2016,1,8,19,1,29
7/9/2016,26,12,10,9,3
8/9/2016,7,24,4,10,14
9/9/2016,12,8,8,6,19
10/9/2016,11,19,26,16,16
11/9/2016,26,7,23,21,17
12/9/2016,10,3,22,27,22
13/09/2016,30,22,29,10,15
14/09/2016,23,7,29,1,12
15/09/2016,23,6,9,18,8
16/09/2016,3,8,2,6,24
17/09/2016,23,19,12,6,9
18/09/2016,18,24,8,2,11
19/09/2016,3,24,23,15,7
20/09/2016,10,15,23,30,27
21/09/2016,2,9,7,4,17
22/09/2016,6,18,13,13,1
23/09/2016,6,28,23,12,16
24/09/2016,15,7,30,3,8
25/09/2016,25,18,13,12,7
26/09/2016,18,23,5,13,1
27/09/2016,21,22,12,30,1
28/09/2016,2,1,22,25,19
29/09/2016,5,12,14,10,17
30/09/2016,23,10,21,21,18
1/10/2016,8,4,19,7,22
2/10/2016,15,20,30,22,15
3/10/2016,24,26,25,6,24
4/10/2016,22,29,1,5,2
5/10/2016,8,23,4,5,27
6/10/2016,29,17,24,14,7
7/10/2016,29,10,19,24,30
8/10/2016,14,5,28,15,25
9/10/2016,13,30,26,17,8
10/10/2016,22,13,26,27,6
11/10/2016,18,10,11,25,8
12/10/2016,4,12,8,13,3
13/10/2016,14,12,9,9,13
14/10/2016,12,25,20,4,14
15/10/2016,21,20,15,8,8
16/10/2016,2,15,13,15,21
17/10/2016,27,26,25,11,17
18/10/2016,11,14,22,21,26
19/10/2016,22,9,1,28,10
20/10/2016,4,6,7,28,21
21/10/2016,3,18,29,5,30
22/10/2016,6,20,9,5,30
23/10/2016,26,2,1,13,18
24/10/2016,20,25,26,16,2
25/10/2016,20,24,12,2,21
26/10/2016,19,19,27,16,9
27/10/2016,30,23,19,25,5
28/10/2016,24,17,3,15,11
29/10/2016,25,9,19,24,29
30/10/2016,10,20,12,25,14
31/10/2016,8,18,14,6,23
1/11/2016,17,11,4,17,24
2/11/2016,27,19,19,16,22
3/11/2016,25,16,2,21,5
4/11/2016,30,12,5,4,29
5/11/2016,1,13,22,3,21
6/11/2016,18,21,6,18,29
7/11/2016,8,2,22,29,23
8/11/2016,1,28,15,22,17
9/11/2016,22,3,15,5,11
10/11/2016,6,29,1,20,21
11/11/2016,22,20,25,29,12
12/11/2016,2,25,18,19,23
13/11/2016,23,18,27,24,4
14/11/2016,30,15,22,21,27
15/11/2016,21,28,4,19,18
16/11/2016,5,25,24,2,23
17/11/2016,25,23,9,15,19
18/11/2016,9,13,16,20,29
19/11/2016,14,4,17,18,27
20/11/2016,23,3,7,12,6
21/11/2016,24,29,24,26,30
22/11/2016,1,10,15,23,3
23/11/2016,16,13,5,8,12
24/11/2016,19,21,22,14,14
25/11/2016,15,8,15,11,17
26/11/2016,4,13,13,10,7
27/11/2016,17,26,28,8,26
28/11/2016,20,29,26,21,24
29/11/2016,24,8,27,10,19
30/11/2016,30,8,5,23,20
1/12/2016,11,27,2,22,14
2/12/2016,16,14,2,18,13
3/12/2016,23,7,18,8,17
4/12/2016,20,2,1,23,6
5/12/2016,18,9,13,21,3
6/12/2016,8,28,22,3,7
7/12/2016,13,1,15,18,10
8/12/2016,4,29,26,23,25
9/12/2016,3,29,21,25,9
10/12/2016,30,25,1,13,26
11/12/2016,15,3,24,10,23
12/12/2016,2,19,23,18,28
13/12/2016,25,19,18,28,12
14/12/2016,6,23,21,14,15
15/12/2016,25,18,2,24,30
16/12/2016,26,3,25,14,18
17/12/2016,22,25,8,19,21
18/12/2016,13,23,26,4,20
19/12/2016,22,11,11,24,30
20/12/2016,2,23,23,27,25
21/12/2016,24,17,17,7,11
22/12/2016,12,12,18,30,18
23/12/2016,19,3,15,4,1
24/12/2016,5,11,2,27,27
25/12/2016,29,11,4,7,2
26/12/2016,9,22,2,13,19
27/12/2016,14,2,28,22,27
28/12/2016,12,18,16,4,29
29/12/2016,27,17,12,6,7
30/12/2016,11,15,25,24,17
31/12/2016,15,7,24,23,26
1/1/2017,8,2,28,9,10
2/1/2017,29,11,9,10,26
3/1/2017,15,7,14,24,28
4/1/2017,16,7,24,10,21
5/1/2017,1,12,1,18,2
6/1/2017,10,22,26,12,26
7/1/2017,28,9,24,20,17
8/1/2017,30,26,17,17,22
9/1/2017,22,18,18,5,3
10/1/2017,8,2,11,21,27
11/1/2017,13,26,17,27,19
12/1/2017,26,23,11,14,27
13/01/2017,12,28,27,3,16
14/01/2017,23,24,10,28,8
15/01/2017,2,12,29,22,25
16/01/2017,20,4,15,8,13
17/01/2017,12,12,19,6,2
18/01/2017,21,13,23,28,25
19/01/2017,1,15,13,22,28
20/01/2017,21,1,10,23,16
21/01/2017,15,28,5,23,14
22/01/2017,12,8,15,7,22
23/01/2017,17,9,10,11,15
24/01/2017,3,22,16,5,21
25/01/2017,29,11,19,6,6
26/01/2017,27,8,23,5,9
27/01/2017,7,20,29,22,25
28/01/2017,24,25,7,16,26
29/01/2017,10,5,9,2,13
30/01/2017,24,16,24,28,3
31/01/2017,10,18,30,13,16
1/2/2017,7,28,15,5,7
2/2/2017,3,29,11,1,23
3/2/2017,4,22,20,1,30
4/2/2017,25,8,21,5,21
5/2/2017,10,30,8,9,26
6/2/2017,11,2,12,11,8
7/2/2017,12,27,4,13,30
8/2/2017,28,26,11,5,25
9/2/2017,8,8,14,15,21
10/2/2017,25,3,24,4,7
11/2/2017,29,26,5,16,11
12/2/2017,13,24,27,26,29
13/02/2017,23,26,24,4,7
14/02/2017,26,28,1,3,0
15/02/2017,11,4,3,2,0
16/02/2017,12,16,13,1,0
17/02/2017,5,19,2,29,0
18/02/2017,28,27,2,10,0
19/02/2017,20,3,22,16,0
20/02/2017,23,29,30,30,17
21/02/2017,22,7,15,4,0
22/02/2017,25,8,10,26,26
23/02/2017,1,27,20,4,11
24/02/2017,28,6,18,28,14
25/02/2017,9,23,19,15,0
26/02/2017,3,9,22,28,0
27/02/2017,16,27,29,6,0
28/02/2017,17,18,6,16,0
1/3/2017,5,25,6,23,0
2/3/2017,6,28,15,28,0
3/3/2017,21,8,5,5,0
4/3/2017,26,29,16,28,0
5/3/2017,29,29,5,30,10
6/3/2017,19,20,5,19,0
7/3/2017,5,10,9,5,0
8/3/2017,28,4,10,7,0
9/3/2017,5,14,13,28,0
10/3/2017,2,12,27,27,25
11/3/2017,12,4,26,28,0
12/3/2017,10,19,9,27,0
13/03/2017,16,24,29,30,1
14/03/2017,20,30,17,25,6
15/03/2017,15,4,27,3,1
16/03/2017,9,7,29,11,0
17/03/2017,14,15,19,30,6
18/03/2017,29,2,24,30,29
19/03/2017,9,13,15,16,10
20/03/2017,7,24,8,17,0
21/03/2017,7,2,7,30,1
22/03/2017,11,1,20,23,0
23/03/2017,1,11,25,10,26
24/03/2017,15,29,25,30,30
25/03/2017,21,30,7,16,7
26/03/2017,18,16,8,2,14
27/03/2017,9,4,17,29,0
28/03/2017,8,17,6,21,0
29/03/2017,22,19,26,6,0
30/03/2017,11,23,16,15,0
31/03/2017,12,4,13,10,0
1/4/2017,20,16,2,1,0
2/4/2017,27,18,30,27,3
3/4/2017,23,23,17,12,0
4/4/2017,28,8,8,13,0
5/4/2017,20,12,9,20,0
6/4/2017,14,5,4,30,0
7/4/2017,25,14,19,16,0
8/4/2017,8,17,2,12,6
9/4/2017,12,10,28,27,0
10/4/2017,10,11,17,20,6
11/4/2017,19,23,4,21,23
12/4/2017,25,29,1,13,0
13/04/2017,22,10,30,20,0
14/04/2017,26,8,7,18,0
15/04/2017,14,12,9,13,0
16/04/2017,12,3,3,21,0
17/04/2017,28,7,10,11,11
18/04/2017,9,29,2,6,1
19/04/2017,18,18,30,19,0
20/04/2017,6,26,8,28,12
21/04/2017,5,3,3,30,0
22/04/2017,23,27,30,24,0
23/04/2017,23,20,12,28,0
24/04/2017,23,29,24,24,0
25/04/2017,29,21,17,5,0
26/04/2017,30,2,13,11,8
27/04/2017,1,24,29,15,0
28/04/2017,7,27,5,29,0
29/04/2017,26,22,10,28,0
30/04/2017,14,6,27,11,0
1/5/2017,7,17,28,16,0
2/5/2017,27,30,3,10,0
3/5/2017,25,16,1,5,25
4/5/2017,6,22,21,1,29
5/5/2017,16,24,8,5,0
6/5/2017,15,19,22,20,0
7/5/2017,30,8,7,7,23
8/5/2017,29,21,25,18,0
9/5/2017,3,18,11,11,0
10/5/2017,27,13,25,3,0
11/5/2017,30,19,27,6,0
12/5/2017,19,24,14,11,19
13/05/2017,24,2,18,10,28
14/05/2017,1,23,11,7,0
15/05/2017,1,6,20,10,0
16/05/2017,25,26,19,3,0
17/05/2017,22,14,17,19,0
18/05/2017,5,29,21,17,0
19/05/2017,21,25,26,23,0
20/05/2017,30,15,18,19,0
