Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
5/10/2015,29.2,18.3,6.26,180,0
6/10/2015,38.7,17.3,8.06,225,0
7/10/2015,50.8,16.4,2.12,315,0
8/10/2015,66.8,15.3,2.45,315,0
9/10/2015,31.4,13.3,2.41,315,0
10/10/2015,25.4,13.2,2.41,180,0
11/10/2015,70.2,13.4,2.56,315,0.7
12/10/2015,13,11.1,1.62,315,0
13/10/2015,13.7,11.8,2.92,225,0.1
14/10/2015,57.2,13.9,8.89,180,0
15/10/2015,96.7,16.1,12.46,180,0
16/10/2015,77.1,16.6,9.58,180,0
17/10/2015,74.7,16.1,6.73,225,0
18/10/2015,50.5,15.3,14.69,225,2.1
19/10/2015,69.9,10.2,8.42,270,14.5
20/10/2015,80.9,8.9,5.9,270,14.6
21/10/2015,27.4,6.6,2.41,315,0
22/10/2015,99.8,9.4,3.17,180,10.3
23/10/2015,74.7,11.1,3.64,315,0
24/10/2015,100,11.5,3.38,225,0
25/10/2015,87.7,12.5,4.18,315,0
26/10/2015,50.3,9.5,3.85,45,0
27/10/2015,13.8,7.8,1.94,135,0
28/10/2015,15.7,6.6,1.15,-1,0
29/10/2015,14,6.7,1.66,225,0
30/10/2015,59.6,11.9,6.59,180,0
31/10/2015,74.9,14.4,12.71,180,3.5
1/11/2015,63.1,11.6,3.92,135,0
2/11/2015,35.2,10.4,5.18,180,0
3/11/2015,45.7,12.9,13.07,225,0
4/11/2015,95.9,13.8,15.41,180,0
5/11/2015,97.7,17.1,12.28,180,0
6/11/2015,58.9,16.4,13.38,180,3.3
7/11/2015,97.2,17,14.26,180,1
8/11/2015,43.4,15.8,20.99,180,7.7
9/11/2015,48.5,11.1,7.63,225,1.1
10/11/2015,24.2,11.8,14.29,180,0
11/11/2015,53.7,12.4,17.53,180,0.2
12/11/2015,84.5,11.9,6.55,180,3.9
13/11/2015,30.4,13.6,18.36,180,0
14/11/2015,95.6,15,13.18,180,0
15/11/2015,84.1,13.1,9.68,180,0
16/11/2015,48.1,14.7,13.68,180,0
17/11/2015,98.3,12.4,18.25,180,24.8
18/11/2015,80.3,12.2,17.03,180,0
19/11/2015,100,12.5,20.63,180,19.8
20/11/2015,73.8,8.8,8.39,180,0
21/11/2015,69.5,11.3,18.58,180,13
22/11/2015,47.2,9.6,11.77,180,1.2
23/11/2015,100,13.1,19.91,225,9.9
24/11/2015,99.8,10,9.32,270,23.6
25/11/2015,81.3,7,11.23,225,16.3
26/11/2015,93.8,10.4,16.52,225,7.1
27/11/2015,100,14.3,21.49,225,42.8
28/11/2015,99.8,10.9,10.69,225,41
29/11/2015,90,10.8,19.62,225,18.7
30/11/2015,99.6,10.4,15.41,225,18.8
1/12/2015,48.1,9.4,16.96,225,4.4
2/12/2015,51.4,7.2,6.77,225,4.6
3/12/2015,90.3,9,12.96,180,19.9
4/12/2015,78,9.5,7.24,45,21
5/12/2015,45.8,5,4.97,45,0
6/12/2015,17.4,4.4,3.64,180,0
7/12/2015,100,7.9,10.73,180,3.1
8/12/2015,61.1,8.8,8.93,270,8.5
9/12/2015,41.5,8.9,6.34,180,0
10/12/2015,50.8,10.7,7.85,180,0
11/12/2015,89.3,14.3,13.72,180,0
12/12/2015,90.6,16.3,14.87,180,0
13/12/2015,59.2,16,9.97,180,0
14/12/2015,43.4,15.9,12.74,180,0
15/12/2015,96.1,12.4,7.16,180,16.2
16/12/2015,46.3,9.6,11.84,180,0.2
17/12/2015,77.4,12.6,18.22,180,10.9
18/12/2015,100,9.4,4.97,180,20.4
19/12/2015,18.8,6.8,2.52,180,0
20/12/2015,83.9,10.4,12.24,225,0
21/12/2015,95.9,13.3,7.27,225,0
22/12/2015,98.8,12.4,4.18,225,0
23/12/2015,94.4,11.9,4.03,180,0
24/12/2015,41.9,8.4,4.93,45,0
25/12/2015,11.8,6,2.63,90,0
26/12/2015,15.4,7.9,6.88,225,0
27/12/2015,99.7,9.4,19.04,225,27.8
28/12/2015,81.8,8.9,12.89,225,1.1
29/12/2015,79.9,13.5,18.86,225,1.7
30/12/2015,100,12.1,25.42,225,8.6
31/12/2015,100,11.2,10.08,270,36.7
1/1/2016,83.4,11.3,7.7,225,16.6
2/1/2016,100,14.2,12.28,225,18
3/1/2016,98.4,13.3,15.48,225,7.1
4/1/2016,88.5,7.9,17.75,315,37.2
5/1/2016,38.9,7.7,9.65,45,2.7
6/1/2016,28.2,4.3,3.53,45,0
7/1/2016,100,5.6,8.06,270,15
8/1/2016,54,5.5,4.54,225,10.8
9/1/2016,52.2,6.1,4.79,225,0
10/1/2016,88.6,11,6.01,180,0
11/1/2016,30,11.8,5.08,315,0
12/1/2016,93.6,9.3,5.62,270,1.4
13/01/2016,98.1,10.9,11.48,225,0
14/01/2016,83.1,10.4,9.65,180,11.5
15/01/2016,86.7,9.8,4.86,270,5.5
16/01/2016,89.3,7.9,7.31,270,21.5
17/01/2016,92.7,5.9,7.99,270,25.2
18/01/2016,97.7,7.6,5.72,45,4.6
19/01/2016,47.3,7.7,4.86,90,0.2
20/01/2016,30.5,7.5,4.9,225,0
21/01/2016,90.8,10.6,6.62,270,3.1
22/01/2016,95.3,9.9,7.49,270,0.2
23/01/2016,80.6,9.2,13.9,270,14.8
24/01/2016,58.9,7.5,8.21,270,13.7
25/01/2016,79.1,7.8,7.52,225,11.2
26/01/2016,79.9,8.1,9.4,270,10.8
27/01/2016,76.1,8.6,4.1,315,2
28/01/2016,66.5,10.4,11.23,225,9.8
29/01/2016,52.5,10.2,8.6,225,0.2
30/01/2016,24.5,9.4,6.77,45,0
31/01/2016,9.2,7.3,5.4,45,0
1/2/2016,9.1,8.1,5.22,270,0
2/2/2016,12.1,8.4,5.26,90,0
3/2/2016,11.6,9.2,4.68,225,0
4/2/2016,9.3,7.5,5.54,315,0
5/2/2016,42.8,7.5,4.86,270,0
6/2/2016,88.3,7.5,4.86,90,4.1
7/2/2016,76.6,10.4,4.36,315,0.3
8/2/2016,100,8.6,5.26,135,3.8
9/2/2016,66.8,11.5,10.73,45,0
10/2/2016,54.7,9.8,6.05,45,0
11/2/2016,87,8.3,7.6,45,0
12/2/2016,23.5,7.6,4.18,315,0
13/02/2016,98.1,12,11.27,180,5.6
14/02/2016,81.2,12.3,19.37,225,12.2
15/02/2016,48.3,10.3,22.68,225,8.4
16/02/2016,57,13.5,16.34,225,6
17/02/2016,100,10.8,6.66,180,46.3
18/02/2016,100,7.2,8.32,270,67.7
19/02/2016,38.2,7.9,6.62,315,2
20/02/2016,10.8,8.1,4.5,315,0
21/02/2016,80.1,10.4,11.7,180,3
22/02/2016,62.4,9.2,14.62,225,7.8
23/02/2016,69.2,9.7,7.13,315,0
24/02/2016,37.9,10.7,4.64,315,0
25/02/2016,49.4,9.9,6.05,315,0
26/02/2016,85.6,10.3,7.02,45,0
27/02/2016,42.1,8.6,5.11,315,0
28/02/2016,65.3,9.8,10.58,180,0
29/02/2016,76.5,7.6,16.49,180,0
1/3/2016,49.2,7.7,14.8,180,6.3
2/3/2016,70.3,10.4,16.02,180,6.4
3/3/2016,61.9,11.3,15.23,180,11.3
4/3/2016,63.1,13,16.6,225,10.8
5/3/2016,95.8,11.5,4.79,90,15.9
6/3/2016,100,11,5.22,180,37.6
7/3/2016,74.6,10.9,5.51,45,0.5
8/3/2016,31.3,12,6.8,90,0
9/3/2016,92.5,15.6,6.37,135,2.1
10/3/2016,56.2,13.7,6.37,225,0
11/3/2016,53.1,13.8,10.01,180,0.5
12/3/2016,57.2,13.2,6.37,225,1.4
13/03/2016,57.5,12.9,4.82,315,0.7
14/03/2016,30.7,11.9,8.14,45,0
15/03/2016,7.9,11.5,5.54,315,0
16/03/2016,17.7,9.9,6.23,315,0
17/03/2016,64.4,10.1,5.76,45,0
18/03/2016,46.8,10.6,10.12,45,0
19/03/2016,10,9.3,6.05,225,0
20/03/2016,20.1,10.8,7.99,45,0
21/03/2016,7.9,10.6,6.59,270,0
22/03/2016,8,11.5,6.98,315,0
23/03/2016,7.9,14.2,5.54,270,0
24/03/2016,8,18.3,4.57,315,0
25/03/2016,76.1,15.9,4.28,225,1.5
26/03/2016,93.9,14.3,4.82,180,9.4
27/03/2016,85.9,14.2,13.14,135,5.2
28/03/2016,59.5,14,11.16,135,3.8
29/03/2016,63,14.4,11.45,180,24.2
30/03/2016,82.6,12.6,5.62,135,4.1
31/03/2016,47.2,12.6,6.8,270,4.8
1/4/2016,70.8,13.2,5.94,270,6.7
2/4/2016,100,12.9,6.44,270,3
3/4/2016,100,13,4.64,270,7.1
4/4/2016,41.3,15,6.52,315,0.5
5/4/2016,25.6,13.5,6.16,315,0
6/4/2016,23.4,13.4,7.16,315,0
7/4/2016,76.2,13.2,6.8,270,0.3
8/4/2016,94.5,16,3.92,-1,3.7
9/4/2016,51.4,16.3,4.68,315,0
10/4/2016,97,14.3,8.5,180,19.2
11/4/2016,31,13,9,270,0.7
12/4/2016,37.7,14.5,4.82,315,0
13/04/2016,72.2,15.3,9.25,180,5.7
14/04/2016,68.2,14.8,8.39,180,2.4
15/04/2016,32.7,14.3,5.83,225,0
16/04/2016,49.9,15.6,8.14,225,1.9
17/04/2016,80.2,15.2,9.32,180,20.1
18/04/2016,71.8,15.4,11.23,270,0
19/04/2016,62.5,15.6,7.06,225,1.6
20/04/2016,26.1,16.2,7.81,315,0
21/04/2016,16.9,15.9,7.16,45,0
22/04/2016,20.2,16.2,4.07,315,0
23/04/2016,24.1,16.7,5.4,315,0
24/04/2016,57,15.9,4.64,315,0
25/04/2016,49.6,16.7,4.75,315,0
26/04/2016,76.4,17.5,6.66,225,0.4
27/04/2016,29.8,18.9,4.82,315,0
28/04/2016,18.1,18.7,5.69,315,0
29/04/2016,61.8,17.4,4.72,315,3.1
30/04/2016,46.2,16.4,6.91,270,1.4
1/5/2016,39.1,17.1,7.99,225,0
2/5/2016,92.9,18.8,10.94,180,0.3
3/5/2016,63.2,18.2,11.63,270,0.2
4/5/2016,78.9,16.2,13.39,225,3.9
5/5/2016,75.4,13.3,9.43,225,10.4
6/5/2016,68.9,15.1,9.36,270,24.7
7/5/2016,86.3,14.7,6.84,315,6.9
8/5/2016,50.3,15.3,5.76,315,1.5
9/5/2016,17.2,15.4,6.73,315,0
10/5/2016,29,18.5,5.76,315,0
11/5/2016,9.4,19.6,6.12,315,0
12/5/2016,58.3,18.5,6.08,315,0
13/05/2016,90.2,18.9,6.41,315,0
14/05/2016,99.5,17.9,7.52,180,0
15/05/2016,49.5,16.8,10.58,90,0
16/05/2016,34.2,17.8,11.38,45,0
17/05/2016,11.3,16.5,8.96,270,0
18/05/2016,50.2,17,6.91,315,0
19/05/2016,30.6,17.9,5.8,315,0
20/05/2016,80.6,17.6,4.79,135,0
21/05/2016,89.9,17.6,5.18,270,0
22/05/2016,20.9,18.2,7.85,315,0
23/05/2016,10.5,18.2,7.88,315,0
24/05/2016,13.7,19.6,8.5,90,0
25/05/2016,61.4,20.1,9.4,180,0
