Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
25/3/2017,11,27,20,17,11,26,17,26
26/3/2017,10,24,29,2,13,27,8,22
27/3/2017,16,4,18,8,5,20,28,8
28/3/2017,9,22,3,27,2,23,30,7
29/3/2017,16,30,14,25,2,18,26,9
30/3/2017,1,18,26,6,11,8,12,25
31/3/2017,3,8,3,20,16,3,23,26
1/4/2017,10,9,14,26,20,21,4,20
2/4/2017,14,25,27,7,12,11,23,1
3/4/2017,29,10,12,6,29,5,17,23
4/4/2017,20,28,11,19,6,30,30,17
5/4/2017,7,9,15,28,7,1,30,10
6/4/2017,16,30,26,30,19,30,23,24
7/4/2017,28,7,27,12,21,19,18,11
8/4/2017,5,3,4,16,28,29,4,2
9/4/2017,7,10,3,25,19,15,24,25
10/4/2017,1,1,30,10,17,20,10,13
11/4/2017,20,7,8,19,15,26,23,26
12/4/2017,30,8,30,23,14,27,18,19
13/4/2017,1,1,14,3,6,3,10,19
14/4/2017,21,15,2,9,10,25,1,21
15/4/2017,18,15,8,14,12,26,26,20
16/4/2017,20,14,5,10,20,24,17,13
17/4/2017,25,5,23,30,21,25,29,27
18/4/2017,30,5,17,13,2,17,19,18
19/4/2017,29,24,19,30,16,12,2,17
20/4/2017,24,1,29,19,23,3,7,23
21/4/2017,23,19,1,16,28,18,28,20
22/4/2017,30,27,8,19,29,3,18,30
23/4/2017,6,22,14,16,1,14,11,20
24/4/2017,20,26,11,18,12,28,1,24
25/4/2017,23,1,21,11,3,29,25,27
26/4/2017,4,2,4,7,28,6,19,23
27/4/2017,10,6,5,28,9,8,27,9
28/4/2017,25,23,16,4,12,3,10,17
29/4/2017,29,24,27,29,27,30,17,29
30/4/2017,9,19,26,12,5,25,9,27
1/5/2017,4,12,8,10,24,14,6,26
2/5/2017,7,14,16,15,29,27,15,19
3/5/2017,20,29,7,10,27,7,24,4
4/5/2017,30,22,25,6,28,1,24,13
5/5/2017,30,24,13,17,18,12,28,7
6/5/2017,20,5,13,26,21,4,29,19
7/5/2017,27,23,29,7,24,15,4,18
8/5/2017,14,13,26,23,26,24,9,24
9/5/2017,28,27,15,9,7,19,1,18
10/5/2017,18,4,27,2,2,3,14,20
11/5/2017,23,16,19,15,21,27,14,23
12/5/2017,21,24,15,22,3,13,7,16
13/5/2017,21,16,27,20,4,11,4,12
14/5/2017,10,29,7,5,20,10,25,13
15/5/2017,10,12,9,22,16,14,2,13
16/5/2017,7,27,15,3,27,7,21,25
17/5/2017,23,29,10,8,27,3,19,28
18/5/2017,24,1,21,3,24,22,24,8
19/5/2017,4,6,11,10,7,16,26,30
20/5/2017,9,14,1,19,21,1,2,27
21/5/2017,27,26,10,14,6,19,15,17
22/5/2017,7,29,23,7,22,6,11,6
23/5/2017,15,10,11,24,17,17,25,22
24/5/2017,20,24,13,13,16,20,30,21
25/5/2017,4,3,4,10,28,1,18,3
26/5/2017,1,20,4,21,21,13,27,20
27/5/2017,3,8,4,13,18,28,29,27
28/5/2017,2,5,26,7,8,12,14,8
29/5/2017,20,17,13,18,26,25,15,19
30/5/2017,10,28,27,21,13,20,4,24
31/5/2017,19,3,15,18,13,19,12,6
1/6/2017,15,17,28,29,18,30,26,6
2/6/2017,28,7,14,2,28,7,6,11
3/6/2017,21,9,27,6,17,6,21,23
4/6/2017,11,26,26,2,7,2,11,12
5/6/2017,13,2,16,19,27,28,10,30
6/6/2017,28,22,15,28,22,1,23,30
7/6/2017,12,9,26,28,25,29,6,23
8/6/2017,24,19,9,24,27,22,23,9
9/6/2017,4,28,1,18,25,23,1,10
10/6/2017,30,10,16,19,1,12,30,30
11/6/2017,7,3,7,7,22,11,19,29
12/6/2017,29,18,2,21,23,19,3,19
13/6/2017,27,22,25,14,11,17,26,10
14/6/2017,5,27,25,28,29,17,13,17
15/6/2017,30,24,15,22,22,29,15,18
16/6/2017,30,25,10,30,23,6,6,23
17/6/2017,7,10,19,27,9,18,27,22
18/6/2017,1,10,19,1,14,22,5,24
19/6/2017,11,28,6,28,13,1,27,17
20/6/2017,11,29,27,30,25,21,1,29
21/6/2017,24,19,4,3,22,16,17,15
22/6/2017,9,16,30,1,5,17,8,6
23/6/2017,24,29,5,20,15,16,6,10
24/6/2017,5,18,26,29,19,13,16,19
25/6/2017,6,30,7,25,16,23,24,20
26/6/2017,20,21,8,25,8,28,20,23
27/6/2017,4,18,21,12,16,9,15,9
28/6/2017,11,11,11,9,20,6,5,3
29/6/2017,1,26,8,14,13,25,3,5
30/6/2017,10,17,19,2,13,3,22,26
1/7/2017,2,17,5,24,27,11,20,14
2/7/2017,17,25,1,28,27,18,8,17
3/7/2017,25,24,15,30,17,28,7,22
4/7/2017,3,9,18,24,16,14,14,1
5/7/2017,26,29,2,2,23,7,8,15
6/7/2017,29,21,28,25,19,18,4,8
