DateTime,CloudCoverage,Temperature,WindSpeed,WindDirection,Rainfall
2016-09-07 00:00,61.9,19.7,6.52,315,1.2
2016-09-08 00:00,16.1,17.2,4.9,270,0
2016-09-09 00:00,28.1,17,4.82,180,0
2016-09-10 00:00,87.8,19.3,5.98,180,3.4
2016-09-11 00:00,25.6,20.3,4.93,45,0.3
2016-09-12 00:00,33.1,20.4,12.92,225,3
2016-09-13 00:00,72.6,16.1,8.14,270,54.8
2016-09-14 00:00,96.8,13.7,9.4,225,19.1
2016-09-15 00:00,93,15.7,8.86,270,3.4
2016-09-16 00:00,66,16.1,4.28,315,0.3
2016-09-17 00:00,31.8,14.1,4.72,180,0
2016-09-18 00:00,15.5,14.4,5.11,315,0
2016-09-19 00:00,17.2,15.2,4.9,270,0
2016-09-20 00:00,38.9,14.8,5.58,315,0
2016-09-21 00:00,45.7,15.4,5.04,315,0
2016-09-22 00:00,51.6,16.3,4.75,315,0
2016-09-23 00:00,14.4,17.1,4.36,315,0
2016-09-24 00:00,72.6,17.3,10.3,180,12.2
2016-09-25 00:00,28.1,16,4.18,315,0
2016-09-26 00:00,54.1,16.1,4.86,225,0
2016-09-27 00:00,91.6,18.3,3.78,315,1.9
2016-09-28 00:00,24.6,18.4,3.92,315,0
2016-09-29 00:00,41.6,16.9,3.82,315,0
2016-09-30 00:00,86.2,15.5,3.28,225,0.6
2016-10-01 00:00,48.4,13.2,3.78,225,0
2016-10-02 00:00,16.6,12.8,2.84,225,0
2016-10-03 00:00,15.8,13.4,2.88,225,0
2016-10-04 00:00,93.3,13.4,3.82,225,0.7
2016-10-05 00:00,81.4,12.6,3.02,225,0
2016-10-06 00:00,31.5,14.4,3.42,315,0
2016-10-07 00:00,15.8,14.5,2.66,225,0
2016-10-08 00:00,31.1,14.6,4.43,45,0
2016-10-09 00:00,14.2,13.4,4.61,45,0
2016-10-10 00:00,14.4,12.9,2.59,225,0
2016-10-11 00:00,98.1,13.4,6.26,180,2.4
2016-10-12 00:00,77,15.4,3.64,225,6
2016-10-13 00:00,98.6,13.1,3.6,180,4.3
2016-10-14 00:00,40.2,12.4,8.5,225,4.2
2016-10-15 00:00,91.2,14.2,10.48,180,2.2
2016-10-16 00:00,48.4,15.6,7.31,225,2.5
2016-10-17 00:00,93.4,15.3,2.77,225,0.7
2016-10-18 00:00,42.5,15,3.24,225,0
2016-10-19 00:00,75.5,15.1,3.82,45,0
2016-10-20 00:00,41.7,14.6,5.08,45,0
2016-10-21 00:00,23.6,13.4,1.91,225,0
2016-10-22 00:00,92.2,14.9,2.92,225,13.8
2016-10-23 00:00,34,14.3,11.63,180,3.7
2016-10-24 00:00,33.5,13.5,5.15,180,0
2016-10-25 00:00,52.9,14.2,3.1,225,0
2016-10-26 00:00,24.3,16,1.69,225,0
2016-10-27 00:00,14.2,16.5,1.33,225,0
2016-10-28 00:00,16.9,17.6,0.68,225,0
2016-10-29 00:00,25.2,16.8,0.94,225,0
2016-10-30 00:00,12.7,15.8,1.58,225,0
2016-10-31 00:00,21.8,15.2,0.86,225,0
2016-11-01 00:00,75.2,14.3,1.01,225,0
2016-11-02 00:00,51.4,14.4,1.26,225,0
2016-11-03 00:00,68.9,14.5,1.98,225,0.5
2016-11-04 00:00,95,14,4.03,270,4
2016-11-05 00:00,47.6,10.9,4.43,225,16.6
2016-11-06 00:00,66.8,7.5,4.86,225,13.1
2016-11-07 00:00,45.1,6.9,4.61,225,11.5
2016-11-08 00:00,89.9,9.7,8.53,225,16.2
2016-11-09 00:00,94.2,10.9,4.43,270,2.3
2016-11-10 00:00,88.1,11.1,3.67,225,1.9
2016-11-11 00:00,73,12.8,6.95,180,0.7
2016-11-12 00:00,100,14.6,7.09,180,15.7
2016-11-13 00:00,73.9,12.5,5.94,45,0.3
2016-11-14 00:00,27.1,9.9,5.22,45,0
2016-11-15 00:00,12.5,8.9,2.66,225,0
2016-11-16 00:00,14.3,9.9,2.38,225,0
2016-11-17 00:00,91.9,12.3,4.14,225,1.1
2016-11-18 00:00,79.4,12.1,8.75,270,1.2
2016-11-19 00:00,91.2,11.2,14.26,225,3.3
2016-11-20 00:00,68.8,14.2,14.4,225,23.7
2016-11-21 00:00,94.8,9.4,10.94,225,12.3
2016-11-22 00:00,51.4,5.7,4,225,0.6
2016-11-23 00:00,45.7,5.6,3.64,225,0
2016-11-24 00:00,100,7.1,9.04,135,14.6
2016-11-25 00:00,13.4,5.4,4.46,225,0
2016-11-26 00:00,94.2,5.1,2.66,225,0
2016-11-27 00:00,15.9,7.5,2.59,225,0
2016-11-28 00:00,17.5,6.8,2.56,225,0
2016-11-29 00:00,18.3,7.2,4.18,90,0
2016-11-30 00:00,37.3,8.9,3.6,225,0
2016-12-01 00:00,69.7,11.1,2.2,225,0
2016-12-02 00:00,13.9,9.1,2.02,225,0
2016-12-03 00:00,38.7,10,3.64,225,0
2016-12-04 00:00,21.8,13.1,2.84,225,0.5
2016-12-05 00:00,29.8,12,2.05,225,0
2016-12-06 00:00,20.5,11.7,2.66,225,0
2016-12-07 00:00,36.6,12.5,4.25,225,0
2016-12-08 00:00,60.2,12.4,5.08,180,0
2016-12-09 00:00,17.1,13.3,9.14,180,0
2016-12-10 00:00,57.8,14.1,9.68,180,0
2016-12-11 00:00,29.4,13,4.75,225,0
2016-12-12 00:00,29.6,11.7,3.13,225,0
2016-12-13 00:00,22,11,6.52,180,0
2016-12-14 00:00,61.5,11,7.45,225,20.2
2016-12-15 00:00,99.2,8.6,10.87,180,8
2016-12-16 00:00,68.1,9.8,5.26,225,17.4
2016-12-17 00:00,15.6,7.9,3.38,225,0
2016-12-18 00:00,15.4,5.8,3.1,225,0
2016-12-19 00:00,56.8,4.6,3.35,225,0
2016-12-20 00:00,94.9,8,2.41,225,5.4
2016-12-21 00:00,99.4,9.9,7.06,180,0
2016-12-22 00:00,97.9,13,5.8,225,1.1
2016-12-23 00:00,82.6,12.9,5.62,225,0
2016-12-24 00:00,67.6,13.4,3.49,225,0
2016-12-25 00:00,15.3,10.3,2.52,225,0
2016-12-26 00:00,59.7,9.7,3.02,225,0
2016-12-27 00:00,14.8,5.7,2.02,225,0
2016-12-28 00:00,14.7,5.3,1.19,225,0
2016-12-29 00:00,14.8,4.7,1.44,225,0
2016-12-30 00:00,14.9,4.5,1.22,225,0
2016-12-31 00:00,14.8,4.4,1.87,225,0
2017-01-01 00:00,99.2,6.4,5.54,180,0
2017-01-02 00:00,75.9,11.8,8.35,135,0
2017-01-03 00:00,83.9,12.1,4.9,180,0.5
2017-01-04 00:00,62.7,13.6,3.49,225,1.4
2017-01-05 00:00,19.2,11,2.56,225,0
2017-01-06 00:00,14.3,5.7,2.92,225,0
2017-01-07 00:00,14.3,3.8,1.98,225,0
2017-01-08 00:00,14.3,4.5,1.84,225,0
2017-01-09 00:00,34.2,5.9,2.12,225,0
2017-01-10 00:00,93.7,10.1,3.67,225,6.2
2017-01-11 00:00,98,11.3,2.88,225,1.8
2017-01-12 00:00,98.9,10.3,7.63,270,2.8
2017-01-13 00:00,81.7,6.6,4.57,225,5.2
2017-01-14 00:00,35.2,5.4,3.35,225,0.9
2017-01-15 00:00,82.3,6.9,3.13,225,0.3
2017-01-16 00:00,82.5,8.2,3.53,225,0
2017-01-17 00:00,68.3,8,6.41,45,0
2017-01-18 00:00,21.4,4.4,9.5,45,0
2017-01-19 00:00,97.8,1,2.48,225,0
2017-01-20 00:00,13.3,1.6,2.3,225,0
2017-01-21 00:00,26.8,3.3,2.2,225,0
2017-01-22 00:00,16.9,3.7,2.92,225,0
2017-01-23 00:00,15.3,3.5,3.13,225,0
2017-01-24 00:00,14.7,3.5,2.09,225,0
2017-01-25 00:00,20.7,5.6,5.36,180,0.6
2017-01-26 00:00,68,10.9,12.49,180,3.2
2017-01-27 00:00,77.4,8,10.66,180,22.4
2017-01-28 00:00,66.2,9.2,9.22,180,1.8
2017-01-29 00:00,87.5,13.2,14.58,225,0
2017-01-30 00:00,100,13.9,19.55,180,0
2017-01-31 00:00,98.5,11.8,9.79,180,12.2
2017-02-01 00:00,88,11.9,17.89,180,0.4
2017-02-02 00:00,68.1,10.5,21.89,225,43.4
2017-02-03 00:00,93.5,11,29.84,225,67.6
2017-02-04 00:00,97.3,11.7,19.76,225,18.5
2017-02-05 00:00,75.4,9.6,18.11,270,3.5
2017-02-06 00:00,78,13.1,13.07,225,17.1
2017-02-07 00:00,52.9,8.9,7.34,270,3.2
2017-02-08 00:00,47.9,5.8,2.81,225,0
2017-02-09 00:00,92,7.4,6.73,180,0.6
2017-02-10 00:00,33.7,8.4,10.22,180,0
2017-02-11 00:00,80.5,6.3,11.2,45,0
2017-02-12 00:00,94.3,9.7,9,90,1
2017-02-13 00:00,83.7,9.9,8.93,180,1.6
2017-02-14 00:00,67.4,10.7,9.11,180,12.4
2017-02-15 00:00,89,11.4,3.02,225,2.2
2017-02-16 00:00,16.3,12,2.99,225,0
2017-02-17 00:00,15.8,11.1,5,225,0
2017-02-18 00:00,83.6,9.4,4.79,180,21.4
2017-02-19 00:00,22.2,8.5,4.57,270,0
2017-02-20 00:00,17,9.5,5.72,270,0
2017-02-21 00:00,19.4,10.5,4.32,315,0
2017-02-22 00:00,14,9.7,2.99,225,0
2017-02-23 00:00,91.1,10.7,3.96,225,0.4
2017-02-24 00:00,31.2,10.2,7.49,45,0
2017-02-25 00:00,10.5,8.8,6.19,225,0
2017-02-26 00:00,88.6,11.8,11.27,225,0
2017-02-27 00:00,78.8,11.2,20.99,225,5.9
2017-02-28 00:00,77.5,10.6,13.46,225,10.1
2017-03-01 00:00,75.8,12.4,15.8,225,0.8
2017-03-02 00:00,75.1,12.7,15.98,180,3.5
2017-03-03 00:00,92.2,7.8,12.1,225,11.1
2017-03-04 00:00,56.1,8.8,13.54,225,3.6
2017-03-05 00:00,98.4,13.4,12.13,225,3.7
2017-03-06 00:00,35.5,13.4,7.13,225,3.2
2017-03-07 00:00,96.9,13.5,6.84,180,0
2017-03-08 00:00,59,12.4,4.18,225,0
2017-03-09 00:00,10,11.8,5.04,225,0
2017-03-10 00:00,9.3,15.8,5.29,225,0
2017-03-11 00:00,88.1,12.7,11.3,270,0.3
2017-03-12 00:00,72.6,10.5,10.44,315,18.3
2017-03-13 00:00,36.7,10.8,10.33,45,0
2017-03-14 00:00,9.1,12.9,9.4,90,0
2017-03-15 00:00,9.1,12.8,4.64,90,0
2017-03-16 00:00,10.3,12.7,6.26,315,0
2017-03-17 00:00,9.3,11.9,5.87,315,0
2017-03-18 00:00,17.7,9.3,5.51,315,0
2017-03-19 00:00,39.5,9.8,6.66,315,0
2017-03-20 00:00,93.3,11.7,6.26,225,0
2017-03-21 00:00,58.2,10.4,7.99,225,20.5
2017-03-22 00:00,81.3,5.9,11.77,225,26.1
2017-03-23 00:00,87.3,5.1,6.44,180,27.2
2017-03-24 00:00,39.6,7.6,6.73,90,2.8
2017-03-25 00:00,100,5.5,3.02,225,2.3
2017-03-26 00:00,67.5,9.6,10.8,180,3.3
2017-03-27 00:00,31.9,12,15.59,180,0.3
2017-03-28 00:00,36,14.4,17.1,180,0
2017-03-29 00:00,23.8,15.8,14.29,180,0
2017-03-30 00:00,50,14.6,14.36,180,10.9
2017-03-31 00:00,58.3,11.4,14.22,225,9.1
2017-04-01 00:00,68.5,11.2,7.92,270,2.8
2017-04-02 00:00,32.4,11.6,5.18,315,0
2017-04-03 00:00,9.1,10.7,4.28,315,0
2017-04-04 00:00,19.3,12.3,9.04,45,0
2017-04-05 00:00,21.8,13.9,13.36,45,0
2017-04-06 00:00,8.3,14.6,6.73,90,0
2017-04-07 00:00,8.2,14.8,4.14,225,0
2017-04-08 00:00,8.3,13.7,5.15,315,0
2017-04-09 00:00,18.8,14.8,4.36,315,0
2017-04-10 00:00,8.5,15.2,4.54,315,0
2017-04-11 00:00,9.3,13.4,4.72,315,0
2017-04-12 00:00,8.1,13.5,4.28,315,0
2017-04-13 00:00,15.6,12.7,5.47,315,0
2017-04-14 00:00,79.6,13.8,6.16,225,0
2017-04-15 00:00,49.3,11.2,5.26,225,0
2017-04-16 00:00,22.5,14.3,4.64,90,0
2017-04-17 00:00,12,14.6,4.75,315,0
2017-04-18 00:00,34,14.1,6.08,90,0
2017-04-19 00:00,8,15.3,15.48,90,0
2017-04-20 00:00,8.1,15.8,11.3,90,0
2017-04-21 00:00,9.6,15.3,4.97,315,0
2017-04-22 00:00,10.9,15.4,4.5,315,0
2017-04-23 00:00,9,14.4,3.89,315,0
2017-04-24 00:00,14.1,13.3,4.86,315,0
2017-04-25 00:00,95.5,12,6.44,180,4.6
2017-04-26 00:00,37.7,8.7,10.98,45,0
2017-04-27 00:00,17.2,7.7,11.81,45,0
2017-04-28 00:00,7.9,9.6,7.74,90,0
2017-04-29 00:00,34.5,11,16.6,225,0
2017-04-30 00:00,54.2,9.5,16.88,270,14.1
2017-05-01 00:00,91.6,10.8,11.02,225,0
2017-05-02 00:00,12,13.2,5.54,315,0
2017-05-03 00:00,16.1,16.4,4.93,315,0
2017-05-04 00:00,62.9,17.4,4.54,315,0
2017-05-05 00:00,72.6,14,12.74,180,11
2017-05-06 00:00,22.6,15.4,12.74,225,1.6
2017-05-07 00:00,21.6,18.1,5.15,180,0
2017-05-08 00:00,37,18.7,4.28,225,0
2017-05-09 00:00,69.9,16.1,4.57,315,1
2017-05-10 00:00,68.8,16,7.49,180,16.1
2017-05-11 00:00,77.9,14.5,14,180,7.3
2017-05-12 00:00,76.4,14.2,8.53,225,6.6
2017-05-13 00:00,50,14.6,15.44,180,10.3
2017-05-14 00:00,60.3,17.5,12.6,180,2.6
2017-05-15 00:00,43.8,19.8,9.18,180,0
2017-05-16 00:00,30.5,19.2,5.47,315,0
2017-05-17 00:00,95.3,14.2,5.54,315,3.6
2017-05-18 00:00,44.6,12.4,7.52,315,3.8
2017-05-19 00:00,62.2,13.2,6.91,270,1
2017-05-20 00:00,9.6,14.5,6.44,315,0
2017-05-21 00:00,70.3,18.2,4.28,315,0
2017-05-22 00:00,21.2,15.9,7.63,315,0
2017-05-23 00:00,22,19.6,6.52,135,0
2017-05-24 00:00,8.5,23,5.15,315,0
2017-05-25 00:00,53.2,20.6,5.76,315,0
2017-05-26 00:00,86.7,16.4,6.55,315,16.9
2017-05-27 00:00,67.9,18.2,4.97,315,0
2017-05-28 00:00,82.2,17.9,5.08,270,5.8
2017-05-29 00:00,89.7,16.6,4.64,270,10
2017-05-30 00:00,28.2,17.6,6.77,315,0
2017-05-31 00:00,28.2,17,5.04,315,0
2017-06-01 00:00,61.1,16.9,5.29,315,0
2017-06-02 00:00,60.3,16.3,5.76,315,0.7
2017-06-03 00:00,51.1,15.3,8.32,315,0
2017-06-04 00:00,22.4,14.4,6.23,315,0
2017-06-05 00:00,53.6,15.1,14.51,225,4.1
2017-06-06 00:00,33.3,15.1,6.01,270,0
2017-06-07 00:00,8.4,15.5,4.57,315,0
2017-06-08 00:00,59.7,16.5,4.54,315,0.3
2017-06-09 00:00,25.6,18.8,5.98,225,1
2017-06-10 00:00,9.8,18.8,5.69,315,0
2017-06-11 00:00,100,17.6,6.91,315,0
2017-06-12 00:00,33.7,19.9,6.91,270,0
2017-06-13 00:00,68.1,17.8,5.26,315,0.4
2017-06-14 00:00,90.3,16.7,6.34,315,0
2017-06-15 00:00,11.2,17.8,8.39,315,0
2017-06-16 00:00,9.9,20,4.14,270,0
2017-06-17 00:00,9.5,23.7,4.64,315,0
2017-06-18 00:00,11.3,25,4.86,315,0
2017-06-19 00:00,32.1,22.6,4.18,45,0
2017-06-20 00:00,16.1,25.3,5.98,225,0
2017-06-21 00:00,33.7,20.7,6.19,315,0
2017-06-22 00:00,76.3,19.4,5.4,315,1.9
2017-06-23 00:00,39.3,18.3,6.52,315,0
2017-06-24 00:00,20.8,17.7,5.98,315,0
2017-06-25 00:00,28.6,19.3,6.41,315,0
2017-06-26 00:00,93.6,18.2,5.4,315,0
2017-06-27 00:00,73.6,18.8,10.84,225,6
2017-06-28 00:00,73.4,16.2,13.39,270,17.1
2017-06-29 00:00,65,14.5,12.24,270,14.2
2017-06-30 00:00,61.9,15.2,9.72,270,8.4
2017-07-01 00:00,45.6,15.4,6.01,315,0
2017-07-02 00:00,12.6,18.9,7.34,315,0
2017-07-03 00:00,13.3,21.8,4.86,315,0
2017-07-04 00:00,18.7,24,6.59,225,0
2017-07-05 00:00,81.1,19.2,8.35,225,0
2017-07-06 00:00,58.3,17.9,6.48,315,0
