Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
15/10/2016,4.6,4.4,-0.75,11.25,10.25,41.25,5.25,9.25
16/10/2016,1.9,1.7,4.25,24.25,33.25,21.25,6.25,9.25
17/10/2016,0.5,0.3,8.25,22.25,37.25,22.25,6.25,9.25
18/10/2016,4.1,3.9,10.25,21.25,38.25,23.25,-1.75,9.25
19/10/2016,0.1,-0.1,19.25,30.25,63.25,16.25,-1.75,8.25
20/10/2016,3.7,3.5,11.25,26.25,46.25,17.25,36.25,9.25
21/10/2016,1.7,1.5,20.25,31.25,65.25,19.25,26.25,7.25
22/10/2016,0.9,0.7,13.25,22.25,44.25,28.25,35.25,7.25
23/10/2016,5.1,4.9,23.25,34.25,72.25,23.25,32.25,7.25
24/10/2016,0.3,0.1,19.25,24.25,56.25,28.25,38.25,7.25
25/10/2016,1,0.8,6.25,17.25,29.25,32.25,32.25,6.25
26/10/2016,1.9,1.7,7.25,15.25,29.25,32.25,20.25,6.25
27/10/2016,4.8,4.6,17.25,24.25,54.25,31.25,28.25,6.25
28/10/2016,1,0.8,15.25,26.25,52.25,36.25,26.25,6.25
29/10/2016,2.6,2.4,10.25,23.25,42.25,37.25,29.25,6.25
30/10/2016,0.3,0.1,15.25,29.25,55.25,24.25,21.25,7.25
31/10/2016,4.5,4.3,11.25,26.25,45.25,23.25,19.25,7.25
1/11/2016,0.1,-0.1,8.25,26.25,41.25,29.25,16.25,7.25
2/11/2016,4.6,4.4,1.25,18.25,22.25,31.25,21.25,7.25
3/11/2016,0.7,0.5,-0.75,11.25,10.25,33.25,24.25,6.25
4/11/2016,0.5,0.3,-0.75,10.25,10.25,37.25,19.25,6.25
5/11/2016,4.4,4.2,-0.75,9.25,8.25,35.25,20.25,6.25
6/11/2016,3.3,3.1,-0.75,9.25,7.25,29.25,17.25,6.25
7/11/2016,4.9,4.7,-0.75,12.25,14.25,27.25,22.25,6.25
8/11/2016,1.4,1.2,16.25,23.25,48.25,26.25,15.25,6.25
9/11/2016,1.6,1.4,27.25,31.25,75.25,20.25,15.25,7.25
10/11/2016,0.1,-0.1,32.25,37.25,89.25,16.25,22.25,7.25
11/11/2016,3.3,3.1,30.25,34.25,84.25,16.25,24.25,7.25
12/11/2016,2.1,1.9,26.25,27.25,70.25,20.25,28.25,7.25
13/11/2016,1.3,1.1,20.25,28.25,61.25,30.25,18.25,6.25
14/11/2016,2.1,1.9,18.25,24.25,55.25,32.25,21.25,6.25
15/11/2016,4.1,3.9,14.25,25.25,49.25,40.25,23.25,6.25
16/11/2016,2.7,2.5,14.25,23.25,47.25,42.25,37.25,6.25
17/11/2016,3.5,3.3,10.25,20.25,38.25,43.25,31.25,6.25
18/11/2016,4.2,4,12.25,24.25,45.25,45.25,24.25,6.25
19/11/2016,0.6,0.4,15.25,27.25,53.25,48.25,23.25,6.25
20/11/2016,0.7,0.5,8.25,29.25,45.25,54.25,30.25,6.25
21/11/2016,4.4,4.2,14.25,32.25,56.25,53.25,33.25,6.25
22/11/2016,0.5,0.3,11.25,28.25,48.25,58.25,18.25,6.25
23/11/2016,1.7,1.5,11.25,35.25,54.25,59.25,22.25,6.25
24/11/2016,3.4,3.2,7.25,28.25,40.25,67.25,23.25,5.25
25/11/2016,4.6,4.4,4.25,30.25,40.25,65.25,33.25,5.25
26/11/2016,4.3,4.1,-0.75,9.25,9.25,81.25,22.25,5.25
27/11/2016,4.1,3.9,-0.75,7.25,6.25,86.25,29.25,5.25
28/11/2016,2.3,2.1,1.25,13.25,17.25,49.25,16.25,4.25
29/11/2016,0.6,0.4,-0.75,8.25,8.25,54.25,12.25,4.25
30/11/2016,2.8,2.6,-0.75,6.25,6.25,57.25,10.25,4.25
1/12/2016,1.8,1.6,0.25,8.25,9.25,55.25,10.25,4.25
2/12/2016,0.3,0.1,0.25,8.25,10.25,51.25,10.25,4.25
3/12/2016,0.7,0.5,7.25,16.25,27.25,42.25,10.25,4.25
4/12/2016,2.8,2.6,16.25,29.25,56.25,33.25,10.25,5.25
5/12/2016,0.1,-0.1,7.25,22.25,36.25,38.25,10.25,5.25
6/12/2016,3.5,3.3,16.25,25.25,52.25,32.25,8.25,5.25
7/12/2016,2.9,2.7,12.25,24.25,45.25,34.25,7.25,5.25
8/12/2016,4.5,4.3,12.25,22.25,44.25,34.25,10.25,5.25
9/12/2016,1.3,1.1,15.25,25.25,51.25,37.25,10.25,5.25
10/12/2016,1,0.8,6.25,19.25,31.25,43.25,6.25,4.25
11/12/2016,3.3,3.1,12.25,22.25,43.25,42.25,3.25,4.25
12/12/2016,4.6,4.4,5.25,14.25,25.25,51.25,3.25,5.25
13/12/2016,0.9,0.7,7.25,12.25,25.25,50.25,8.25,5.25
14/12/2016,2.2,2,8.25,13.25,29.25,45.25,4.25,5.25
15/12/2016,3.6,3.4,7.25,14.25,28.25,50.25,2.25,4.25
16/12/2016,4.4,4.2,8.25,21.25,37.25,44.25,5.25,6.25
17/12/2016,4.4,4.2,9.25,28.25,45.25,41.25,15.25,5.25
18/12/2016,3.6,3.4,13.25,28.25,50.25,35.25,11.25,5.25
19/12/2016,2.2,2,12.25,28.25,50.25,30.25,9.25,5.25
20/12/2016,2.1,1.9,3.25,18.25,24.25,33.25,9.25,5.25
21/12/2016,2.4,2.2,3.25,18.25,25.25,36.25,11.25,5.25
22/12/2016,3.5,3.3,2.25,14.25,19.25,38.25,11.25,4.25
23/12/2016,1.6,1.4,0.25,9.25,12.25,42.25,9.25,5.25
24/12/2016,4.2,4,1.25,13.25,17.25,35.25,8.25,6.25
25/12/2016,4.1,3.9,0.25,27.25,28.25,16.25,10.25,7.25
26/12/2016,0.9,0.7,-0.75,29.25,30.25,13.25,10.25,9.25
27/12/2016,1,0.8,2.25,24.25,29.25,16.25,5.25,7.25
28/12/2016,4.1,3.9,3.25,24.25,31.25,13.25,4.25,14.25
29/12/2016,4.2,4,23.25,37.25,74.25,3.25,7.25,16.25
30/12/2016,0.2,0,14.25,27.25,51.25,15.25,6.25,14.25
31/12/2016,5.1,4.9,6.25,11.25,23.25,29.25,5.25,6.25
1/1/2017,1.9,1.7,7.25,11.25,25.25,31.25,3.25,5.25
2/1/2017,4.1,3.9,7.25,14.25,27.25,33.25,2.25,5.25
3/1/2017,4.6,4.4,6.25,10.25,22.25,34.25,3.25,5.25
4/1/2017,4.6,4.4,6.25,10.25,21.25,35.25,8.25,5.25
5/1/2017,4.8,4.6,5.25,9.25,19.25,32.25,7.25,5.25
6/1/2017,0.3,0.1,5.25,10.25,20.25,26.25,5.25,5.25
7/1/2017,4.8,4.6,5.25,10.25,22.25,27.25,3.25,5.25
8/1/2017,0.8,0.6,3.25,7.25,15.25,24.25,2.25,5.25
9/1/2017,0.4,0.2,3.25,6.25,13.25,24.25,3.25,5.25
10/1/2017,2.7,2.5,6.25,9.25,21.25,23.25,3.25,5.25
11/1/2017,3.2,3,10.25,11.25,28.25,20.25,3.25,5.25
12/1/2017,2.7,2.5,9.25,16.25,32.25,20.25,5.25,5.25
13/1/2017,1.2,1,0.25,11.25,13.25,21.25,6.25,6.25
14/1/2017,0.5,0.3,-0.75,19.25,20.25,11.25,6.25,8.25
15/1/2017,0.2,0,-0.75,10.25,9.25,22.25,2.25,5.25
16/1/2017,3.5,3.3,-0.75,8.25,6.25,21.25,2.25,5.25
17/1/2017,0.1,-0.1,8.25,24.25,38.25,1.25,3.25,12.25
18/1/2017,0.4,0.2,6.25,26.25,39.25,0.25,2.25,13.25
19/1/2017,1.6,1.4,1.25,21.25,25.25,1.25,2.25,7.25
20/1/2017,1.2,1,18.25,24.25,54.25,-0.75,2.25,7.25
21/1/2017,2.3,2.1,37.25,30.25,89.25,-0.75,2.25,9.25
22/1/2017,3.1,2.9,42.25,29.25,97.25,1.25,2.25,8.25
23/1/2017,3,2.8,34.25,25.25,81.25,5.25,7.25,7.25
24/1/2017,1.6,1.4,23.25,23.25,61.25,10.25,6.25,7.25
25/1/2017,0.2,0,30.25,26.25,75.25,13.25,3.25,9.25
26/1/2017,0.4,0.2,19.25,23.25,54.25,28.25,8.25,7.25
27/1/2017,4.2,4,19.25,29.25,61.25,32.25,8.25,7.25
28/1/2017,4.1,3.9,17.25,24.25,53.25,36.25,8.25,8.25
29/1/2017,2.4,2.2,12.25,24.25,46.25,42.25,19.25,7.25
30/1/2017,2.2,2,14.25,24.25,48.25,43.25,8.25,6.25
31/1/2017,4.3,4.1,12.25,26.25,48.25,41.25,11.25,6.25
1/2/2017,3.6,3.4,14.25,26.25,50.25,35.25,9.25,6.25
2/2/2017,3.3,3.1,26.25,47.25,91.25,24.25,17.25,7.25
3/2/2017,4.9,4.7,11.25,42.25,62.25,22.25,16.25,7.25
4/2/2017,3.4,3.2,16.25,52.25,80.25,12.25,18.25,10.25
5/2/2017,3.4,3.2,64.25,72.25,174.25,-0.75,13.25,16.25
6/2/2017,4.2,4,25.25,54.25,96.25,3.25,15.25,11.25
7/2/2017,0.7,0.5,0.25,33.25,35.25,8.25,12.25,10.25
8/2/2017,0.8,0.6,21.25,41.25,76.25,-0.75,9.25,12.25
9/2/2017,4.3,4.1,29.25,40.25,88.25,-0.75,-1.75,12.25
10/2/2017,1.2,1,30.25,39.25,88.25,-0.75,-1.75,10.25
11/2/2017,2.7,2.5,20.25,36.25,70.25,-0.75,-1.75,8.25
12/2/2017,1.9,1.7,7.25,32.25,46.25,2.25,-1.75,7.25
13/2/2017,2.7,2.5,4.25,25.25,34.25,9.25,-1.75,6.25
14/2/2017,4.8,4.6,12.25,32.25,52.25,7.25,-1.75,6.25
15/2/2017,2.1,1.9,48.25,45.25,123.25,4.25,-1.75,8.25
16/2/2017,2.7,2.5,56.25,50.25,139.25,7.25,-1.75,8.25
17/2/2017,3.2,3,60.25,59.25,155.25,10.25,-1.75,9.25
18/2/2017,2.3,2.1,37.25,49.25,109.25,17.25,-1.75,8.25
19/2/2017,4.2,4,15.25,35.25,61.25,35.25,-1.75,7.25
20/2/2017,5,4.8,-1.75,-1.75,-1.75,-1.75,-1.75,3.25
21/2/2017,4,3.8,-1.75,-1.75,-1.75,-1.75,-1.75,3.25
22/2/2017,0.2,0,2.25,27.25,33.25,93.25,-1.75,7.25
23/2/2017,3.5,3.3,11.25,43.25,62.25,87.25,-1.75,8.25
24/2/2017,2.6,2.4,7.25,43.25,57.25,92.25,-1.75,8.25
25/2/2017,4.7,4.5,16.25,50.25,76.25,70.25,-1.75,7.25
26/2/2017,0.8,0.6,12.25,51.25,73.25,62.25,-1.75,8.25
27/2/2017,0.8,0.6,2.25,26.25,32.25,74.25,-1.75,7.25
28/2/2017,2.2,2,3.25,20.25,28.25,44.25,-1.75,6.25
1/3/2017,0.9,0.7,3.25,20.25,27.25,48.25,-1.75,6.25
2/3/2017,1.6,1.4,4.25,47.25,55.25,13.25,-1.75,9.25
3/3/2017,5.1,4.9,-0.75,30.25,31.25,32.25,-1.75,8.25
4/3/2017,0.3,0.1,-0.75,13.25,14.25,53.25,-1.75,7.25
5/3/2017,1.7,1.5,-0.75,9.25,8.25,54.25,3.25,10.25
6/3/2017,4.4,4.2,-0.75,9.25,9.25,50.25,4.25,15.25
7/3/2017,4.1,3.9,-0.75,8.25,6.25,51.25,3.25,9.25
8/3/2017,0.6,0.4,-0.75,8.25,7.25,49.25,3.25,10.25
9/3/2017,3.1,2.9,-0.75,11.25,10.25,41.25,5.25,9.25
10/3/2017,3.5,3.3,4.25,24.25,33.25,21.25,6.25,9.25
11/3/2017,4.9,4.7,8.25,22.25,37.25,22.25,6.25,9.25
12/3/2017,4.9,4.7,10.25,21.25,38.25,23.25,-1.75,9.25
13/3/2017,4.6,4.4,19.25,30.25,63.25,16.25,-1.75,8.25
14/3/2017,3,2.8,11.25,26.25,46.25,17.25,36.25,9.25
15/3/2017,0.5,0.3,20.25,31.25,65.25,19.25,26.25,7.25
16/3/2017,2.4,2.2,13.25,22.25,44.25,28.25,35.25,7.25
17/3/2017,1,0.8,23.25,34.25,72.25,23.25,32.25,7.25
18/3/2017,4.1,3.9,19.25,24.25,56.25,28.25,38.25,7.25
19/3/2017,3.6,3.4,6.25,17.25,29.25,32.25,32.25,6.25
20/3/2017,1.6,1.4,7.25,15.25,29.25,32.25,20.25,6.25
21/3/2017,2.1,1.9,17.25,24.25,54.25,31.25,28.25,6.25
22/3/2017,2.3,2.1,15.25,26.25,52.25,36.25,26.25,6.25
23/3/2017,3.1,2.9,10.25,23.25,42.25,37.25,29.25,6.25
24/3/2017,1.6,1.4,15.25,29.25,55.25,24.25,21.25,7.25
25/3/2017,3.7,3.5,11.25,26.25,45.25,23.25,19.25,7.25
26/3/2017,2.9,2.7,8.25,26.25,41.25,29.25,16.25,7.25
27/3/2017,5.1,4.9,1.25,18.25,22.25,31.25,21.25,7.25
28/3/2017,0.7,0.5,-0.75,11.25,10.25,33.25,24.25,6.25
29/3/2017,0.9,0.7,-0.75,10.25,10.25,37.25,19.25,6.25
30/3/2017,3.3,3.1,-0.75,9.25,8.25,35.25,20.25,6.25
31/3/2017,2.6,2.4,-0.75,9.25,7.25,29.25,17.25,6.25
1/4/2017,1.9,1.7,-0.75,12.25,14.25,27.25,22.25,6.25
2/4/2017,3.4,3.2,16.25,23.25,48.25,26.25,15.25,6.25
3/4/2017,1.5,1.3,27.25,31.25,75.25,20.25,15.25,7.25
4/4/2017,1.5,1.3,32.25,37.25,89.25,16.25,22.25,7.25
5/4/2017,3.8,3.6,30.25,34.25,84.25,16.25,24.25,7.25
6/4/2017,0.1,-0.1,26.25,27.25,70.25,20.25,28.25,7.25
7/4/2017,2.1,1.9,20.25,28.25,61.25,30.25,18.25,6.25
8/4/2017,0.9,0.7,18.25,24.25,55.25,32.25,21.25,6.25
9/4/2017,4.6,4.4,14.25,25.25,49.25,40.25,23.25,6.25
10/4/2017,2.9,2.7,14.25,23.25,47.25,42.25,37.25,6.25
11/4/2017,2,1.8,10.25,20.25,38.25,43.25,31.25,6.25
12/4/2017,2.9,2.7,12.25,24.25,45.25,45.25,24.25,6.25
13/4/2017,2.2,2,15.25,27.25,53.25,48.25,23.25,6.25
14/4/2017,2.5,2.3,8.25,29.25,45.25,54.25,30.25,6.25
15/4/2017,3.5,3.3,14.25,32.25,56.25,53.25,33.25,6.25
16/4/2017,2.9,2.7,11.25,28.25,48.25,58.25,18.25,6.25
17/4/2017,1.5,1.3,11.25,35.25,54.25,59.25,22.25,6.25
18/4/2017,4.8,4.6,7.25,28.25,40.25,67.25,23.25,5.25
19/4/2017,0.8,0.6,4.25,30.25,40.25,65.25,33.25,5.25
20/4/2017,0.5,0.3,-0.75,9.25,9.25,81.25,22.25,5.25
21/4/2017,0.4,0.2,-0.75,7.25,6.25,86.25,29.25,5.25
22/4/2017,3.9,3.7,1.25,13.25,17.25,49.25,16.25,4.25
23/4/2017,2.7,2.5,-0.75,8.25,8.25,54.25,12.25,4.25
24/4/2017,2.3,2.1,-0.75,6.25,6.25,57.25,10.25,4.25
25/4/2017,1.8,1.6,0.25,8.25,9.25,55.25,10.25,4.25
26/4/2017,3.2,3,0.25,8.25,10.25,51.25,10.25,4.25
27/4/2017,4.2,4,7.25,16.25,27.25,42.25,10.25,4.25
28/4/2017,0.7,0.5,16.25,29.25,56.25,33.25,10.25,5.25
29/4/2017,0.5,0.3,7.25,22.25,36.25,38.25,10.25,5.25
30/4/2017,3.6,3.4,16.25,25.25,52.25,32.25,8.25,5.25
1/5/2017,3.4,3.2,12.25,24.25,45.25,34.25,7.25,5.25
2/5/2017,4.6,4.4,12.25,22.25,44.25,34.25,10.25,5.25
3/5/2017,2.9,2.7,15.25,25.25,51.25,37.25,10.25,5.25
4/5/2017,2.7,2.5,6.25,19.25,31.25,43.25,6.25,4.25
5/5/2017,4.8,4.6,12.25,22.25,43.25,42.25,3.25,4.25
6/5/2017,2.5,2.3,5.25,14.25,25.25,51.25,3.25,5.25
7/5/2017,4.5,4.3,7.25,12.25,25.25,50.25,8.25,5.25
8/5/2017,2.9,2.7,8.25,13.25,29.25,45.25,4.25,5.25
9/5/2017,2.3,2.1,7.25,14.25,28.25,50.25,2.25,4.25
10/5/2017,0.7,0.5,8.25,21.25,37.25,44.25,5.25,6.25
11/5/2017,0.1,-0.1,9.25,28.25,45.25,41.25,15.25,5.25
12/5/2017,3.9,3.7,13.25,28.25,50.25,35.25,11.25,5.25
13/5/2017,0.9,0.7,12.25,28.25,50.25,30.25,9.25,5.25
14/5/2017,3.8,3.6,3.25,18.25,24.25,33.25,9.25,5.25
15/5/2017,2.6,2.4,3.25,18.25,25.25,36.25,11.25,5.25
16/5/2017,1.4,1.2,2.25,14.25,19.25,38.25,11.25,4.25
17/5/2017,5,4.8,0.25,9.25,12.25,42.25,9.25,5.25
18/5/2017,3.8,3.6,1.25,13.25,17.25,35.25,8.25,6.25
19/5/2017,3.2,3,0.25,27.25,28.25,16.25,10.25,7.25
20/5/2017,4.3,4.1,-0.75,29.25,30.25,13.25,10.25,9.25
21/5/2017,1.4,1.2,2.25,24.25,29.25,16.25,5.25,7.25
22/5/2017,1.4,1.2,3.25,24.25,31.25,13.25,4.25,14.25
23/5/2017,3.2,3,23.25,37.25,74.25,3.25,7.25,16.25
24/5/2017,2.3,2.1,14.25,27.25,51.25,15.25,6.25,14.25
25/5/2017,0.6,0.4,6.25,11.25,23.25,29.25,5.25,6.25
26/5/2017,0.3,0.1,7.25,11.25,25.25,31.25,3.25,5.25
27/5/2017,2,1.8,7.25,14.25,27.25,33.25,2.25,5.25
28/5/2017,3.2,3,6.25,10.25,22.25,34.25,3.25,5.25
29/5/2017,2.6,2.4,6.25,10.25,21.25,35.25,8.25,5.25
30/5/2017,2.3,2.1,5.25,9.25,19.25,32.25,7.25,5.25
31/5/2017,1.8,1.6,5.25,10.25,20.25,26.25,5.25,5.25
1/6/2017,0.6,0.4,5.25,10.25,22.25,27.25,3.25,5.25
2/6/2017,1.4,1.2,3.25,7.25,15.25,24.25,2.25,5.25
3/6/2017,2,1.8,3.25,6.25,13.25,24.25,3.25,5.25
4/6/2017,1.8,1.6,6.25,9.25,21.25,23.25,3.25,5.25
5/6/2017,1.9,1.7,10.25,11.25,28.25,20.25,3.25,5.25
6/6/2017,4.4,4.2,9.25,16.25,32.25,20.25,5.25,5.25
7/6/2017,3.8,3.6,0.25,11.25,13.25,21.25,6.25,6.25
8/6/2017,1.1,0.9,-0.75,19.25,20.25,11.25,6.25,8.25
9/6/2017,3.8,3.6,-0.75,10.25,9.25,22.25,2.25,5.25
10/6/2017,1.3,1.1,-0.75,8.25,6.25,21.25,2.25,5.25
11/6/2017,0.9,0.7,8.25,24.25,38.25,1.25,3.25,12.25
12/6/2017,1.1,0.9,6.25,26.25,39.25,0.25,2.25,13.25
13/6/2017,0.5,0.3,1.25,21.25,25.25,1.25,2.25,7.25
14/6/2017,0.5,0.3,18.25,24.25,54.25,2,2.25,7.25
15/6/2017,1.5,1.3,37.25,30.25,89.25,2,2.25,9.25
16/6/2017,0.3,0.1,42.25,29.25,97.25,1.25,2.25,8.25
17/6/2017,4.9,4.7,34.25,25.25,81.25,5.25,7.25,7.25
18/6/2017,4.2,4,23.25,23.25,61.25,10.25,6.25,7.25
19/6/2017,4.8,4.6,30.25,26.25,75.25,13.25,3.25,9.25
20/6/2017,1.6,1.4,19.25,23.25,54.25,28.25,8.25,7.25
21/6/2017,0.8,0.6,19.25,29.25,61.25,32.25,8.25,7.25
22/6/2017,4.3,4.1,17.25,24.25,53.25,36.25,8.25,8.25
23/6/2017,1.4,1.2,12.25,24.25,46.25,42.25,19.25,7.25
24/6/2017,0.7,0.5,14.25,24.25,48.25,43.25,8.25,6.25
25/6/2017,2.1,1.9,12.25,26.25,48.25,41.25,11.25,6.25
26/6/2017,1.1,0.9,14.25,26.25,50.25,35.25,9.25,6.25
