10/10/2016 00:00,0.21,1,15,16,55,0,27,4
10/11/2016 00:00,0.25,1,11,10,56,5,19,7
10/12/2016 00:00,0.28,1,11,11,52,6,12,12
10/13/2016 00:00,0.21,1,10,8,53,5,16,6
10/14/2016 00:00,0.22,1,10,9,51,5,13,7
10/15/2016 00:00,0.15,1,13,12,43,7,11,6
10/16/2016 00:00,0.16,6,26,35,23,8,21,6
10/17/2016 00:00,0.24,10,24,39,24,8,9,6
10/18/2016 00:00,0.22,12,23,40,25,0,20,6
10/19/2016 00:00,0.21,21,32,65,18,0,11,5
10/20/2016 00:00,0.18,13,28,48,19,38,10,6
10/21/2016 00:00,0.21,22,33,67,21,28,11,4
10/22/2016 00:00,0.2,15,24,46,30,37,12,4
10/23/2016 00:00,0.23,25,36,74,25,34,16,4
10/24/2016 00:00,0.2,21,26,58,30,40,13,4
10/25/2016 00:00,0.16,8,19,31,34,34,14,3
10/26/2016 00:00,0.16,9,17,31,34,22,8,3
10/27/2016 00:00,0.2,19,26,56,33,30,5,3
10/28/2016 00:00,0.21,17,28,54,38,28,8,3
10/29/2016 00:00,0.21,12,25,44,39,31,9,3
10/30/2016 00:00,0.23,17,31,57,26,23,8,4
10/31/2016 00:00,0.22,13,28,47,25,21,6,4
11/01/2016 00:00,0.17,10,28,43,31,18,7,4
11/02/2016 00:00,0.15,3,20,24,33,23,5,4
11/03/2016 00:00,0.13,1,13,12,35,26,6,3
11/04/2016 00:00,0.13,1,12,12,39,21,7,3
11/05/2016 00:00,0.12,1,11,10,37,22,5,3
11/06/2016 00:00,0.12,1,11,9,31,19,5,3
11/07/2016 00:00,0.12,1,14,16,29,24,4,3
11/08/2016 00:00,0.15,18,25,50,28,17,8,3
11/09/2016 00:00,0.22,29,33,77,22,17,10,4
11/10/2016 00:00,0.24,34,39,91,18,24,11,4
11/11/2016 00:00,0.31,32,36,86,18,26,14,4
11/12/2016 00:00,0.27,28,29,72,22,30,13,4
11/13/2016 00:00,0.22,22,30,63,32,20,11,3
11/14/2016 00:00,0.22,20,26,57,34,23,10,3
11/15/2016 00:00,0.2,16,27,51,42,25,13,3
11/16/2016 00:00,0.21,16,25,49,44,39,15,3
11/17/2016 00:00,0.19,12,22,40,45,33,14,3
11/18/2016 00:00,0.23,14,26,47,47,26,10,3
11/19/2016 00:00,0.22,17,29,55,50,25,13,3
11/20/2016 00:00,0.23,10,31,47,56,32,16,3
11/21/2016 00:00,0.25,16,34,58,55,35,15,3
11/22/2016 00:00,0.28,13,30,50,60,20,10,3
11/23/2016 00:00,0.25,13,37,56,61,24,11,3
11/24/2016 00:00,0.23,9,30,42,69,25,11,2
11/25/2016 00:00,0.22,6,32,42,67,35,16,2
11/26/2016 00:00,0.17,1,11,11,83,24,16,2
11/27/2016 00:00,0.16,1,9,8,88,31,12,2
11/28/2016 00:00,0.13,3,15,19,51,18,10,1
11/29/2016 00:00,0.11,1,10,10,56,14,7,1
11/30/2016 00:00,0.1,1,8,8,59,12,8,1
12/01/2016 00:00,0.1,2,10,11,57,12,7,1
12/02/2016 00:00,0.11,2,10,12,53,12,11,1
12/03/2016 00:00,0.1,9,18,29,44,12,8,1
12/04/2016 00:00,0.13,18,31,58,35,12,8,2
12/05/2016 00:00,0.12,9,24,38,40,12,11,2
12/06/2016 00:00,0.15,18,27,54,34,10,9,2
12/07/2016 00:00,0.16,14,26,47,36,9,9,2
12/08/2016 00:00,0.16,14,24,46,36,12,11,2
12/09/2016 00:00,0.18,17,27,53,39,12,14,2
12/10/2016 00:00,0.17,8,21,33,45,8,15,1
12/11/2016 00:00,0.2,14,24,45,44,5,11,1
12/12/2016 00:00,0.14,7,16,27,53,5,8,2
12/13/2016 00:00,0.14,9,14,27,52,10,5,2
12/14/2016 00:00,0.15,10,15,31,47,6,8,2
12/15/2016 00:00,0.14,9,16,30,52,4,8,1
12/16/2016 00:00,0.17,10,23,39,46,7,6,3
12/17/2016 00:00,0.19,11,30,47,43,17,6,2
12/18/2016 00:00,0.2,15,30,52,37,13,9,2
12/19/2016 00:00,0.26,14,30,52,32,11,11,2
12/20/2016 00:00,0.18,5,20,26,35,11,13,2
12/21/2016 00:00,0.17,5,20,27,38,13,13,2
12/22/2016 00:00,0.15,4,16,21,40,13,9,1
12/23/2016 00:00,0.12,2,11,14,44,11,5,2
12/24/2016 00:00,0.13,3,15,19,37,10,11,3
12/25/2016 00:00,0.13,2,29,30,18,12,9,4
12/26/2016 00:00,0.11,1,31,32,15,12,11,6
12/27/2016 00:00,0.14,4,26,31,18,7,11,4
12/28/2016 00:00,0.12,5,26,33,15,6,9,11
12/29/2016 00:00,0.15,25,39,76,5,9,10,13
12/30/2016 00:00,0.14,16,29,53,17,8,9,11
12/31/2016 00:00,0.14,8,13,25,31,7,9,3
01/01/2017 00:00,0.14,9,13,27,33,5,6,2
01/02/2017 00:00,0.16,9,16,29,35,4,6,2
01/03/2017 00:00,0.16,8,12,24,36,5,10,2
01/04/2017 00:00,0.17,8,12,23,37,10,7,2
01/05/2017 00:00,0.14,7,11,21,34,9,6,2
01/06/2017 00:00,0.14,7,12,22,28,7,8,2
01/07/2017 00:00,0.13,7,12,24,29,5,5,2
01/08/2017 00:00,0.11,5,9,17,26,4,5,2
01/09/2017 00:00,0.13,5,8,15,26,5,7,2
01/10/2017 00:00,0.16,8,11,23,25,5,10,2
01/11/2017 00:00,0.18,12,13,30,22,5,8,2
01/12/2017 00:00,0.19,11,18,34,22,7,7,2
01/13/2017 00:00,0.12,2,13,15,23,8,8,3
01/14/2017 00:00,0.11,1,21,22,13,8,8,5
01/15/2017 00:00,0.12,1,12,11,24,4,8,2
01/16/2017 00:00,0.11,1,10,8,23,4,8,2
01/17/2017 00:00,0.1,10,26,40,3,5,5,9
01/18/2017 00:00,0.1,8,28,41,2,4,7,10
01/19/2017 00:00,0.11,3,23,27,3,4,8,4
01/20/2017 00:00,0.14,20,26,56,1,4,5,4
01/21/2017 00:00,0.22,39,32,91,1,4,6,6
01/22/2017 00:00,0.23,44,31,99,3,4,14,5
01/23/2017 00:00,0.22,36,27,83,7,9,10,4
01/24/2017 00:00,0.19,25,25,63,12,8,11,4
01/25/2017 00:00,0.25,32,28,77,15,5,11,6
01/26/2017 00:00,0.25,21,25,56,30,10,12,4
01/27/2017 00:00,0.3,21,31,63,34,10,19,4
01/28/2017 00:00,0.29,19,26,55,38,10,17,5
01/29/2017 00:00,0.26,14,26,48,44,21,25,4
01/30/2017 00:00,0.24,16,26,50,45,10,19,3
01/31/2017 00:00,0.2,14,28,50,43,13,16,3
02/01/2017 00:00,0.23,16,28,52,37,11,19,3
02/02/2017 00:00,0.32,28,49,93,26,19,17,4
02/03/2017 00:00,0.26,13,44,64,24,18,19,4
02/04/2017 00:00,0.3,18,54,82,14,20,29,7
02/05/2017 00:00,0.46,66,74,176,1,15,18,13
02/06/2017 00:00,0.29,27,56,98,5,17,27,8
02/07/2017 00:00,0.17,2,35,37,10,14,20,7
02/08/2017 00:00,0.17,23,43,78,1,11,14,9
02/09/2017 00:00,0.17,31,42,90,1,0,14,9
02/10/2017 00:00,0.18,32,41,90,1,0,12,7
02/11/2017 00:00,0.21,22,38,72,1,0,10,5
02/12/2017 00:00,0.2,9,34,48,4,0,16,4
02/13/2017 00:00,0.2,6,27,36,11,0,16,3
02/14/2017 00:00,0.23,14,34,54,9,0,13,3
02/15/2017 00:00,0.37,50,47,125,6,0,14,5
02/16/2017 00:00,0.37,58,52,141,9,0,23,5
02/17/2017 00:00,0.34,62,61,157,12,0,23,6
02/18/2017 00:00,0.29,39,51,111,19,0,13,5
02/19/2017 00:00,0.22,17,37,63,37,0,16,4
02/20/2017 00:00,0,0,0,0,0,0,0,0
02/21/2017 00:00,0,0,0,0,0,0,0,0
02/22/2017 00:00,0.24,4,29,35,95,0,0,4
02/23/2017 00:00,0.25,13,45,64,89,0,32,5
02/24/2017 00:00,0.24,9,45,59,94,0,27,5
02/25/2017 00:00,0.31,18,52,78,72,0,29,4
02/26/2017 00:00,0.34,14,53,75,64,0,22,5
02/27/2017 00:00,0.25,4,28,34,76,0,22,4
02/28/2017 00:00,0.26,5,22,30,46,0,25,3
03/01/2017 00:00,0.26,5,22,29,50,0,27,3
03/02/2017 00:00,0.26,6,49,57,15,0,26,6
03/03/2017 00:00,0.25,1,32,33,34,0,30,5
03/04/2017 00:00,0.21,1,15,16,55,0,27,4
03/05/2017 00:00,0.25,1,11,10,56,5,19,7
03/06/2017 00:00,0.28,1,11,11,52,6,12,12
03/07/2017 00:00,0.21,1,10,8,53,5,16,6
03/08/2017 00:00,0.22,1,10,9,51,5,13,7
03/09/2017 00:00,0.15,1,13,12,43,7,11,6
03/10/2017 00:00,0.16,6,26,35,23,8,21,6
03/11/2017 00:00,0.24,10,24,39,24,8,9,6
03/12/2017 00:00,0.22,12,23,40,25,0,20,6
03/13/2017 00:00,0.21,21,32,65,18,0,11,5
03/14/2017 00:00,0.18,13,28,48,19,38,10,6
03/15/2017 00:00,0.21,22,33,67,21,28,11,4
03/16/2017 00:00,0.2,15,24,46,30,37,12,4
03/17/2017 00:00,0.23,25,36,74,25,34,16,4
03/18/2017 00:00,0.2,21,26,58,30,40,13,4
03/19/2017 00:00,0.16,8,19,31,34,34,14,3
03/20/2017 00:00,0.16,9,17,31,34,22,8,3
03/21/2017 00:00,0.2,19,26,56,33,30,5,3
03/22/2017 00:00,0.21,17,28,54,38,28,8,3
03/23/2017 00:00,0.21,12,25,44,39,31,9,3
03/24/2017 00:00,0.23,17,31,57,26,23,8,4
03/25/2017 00:00,0.22,13,28,47,25,21,6,4
03/26/2017 00:00,0.17,10,28,43,31,18,7,4
03/27/2017 00:00,0.15,3,20,24,33,23,5,4
03/28/2017 00:00,0.13,1,13,12,35,26,6,3
03/29/2017 00:00,0.13,1,12,12,39,21,7,3
03/30/2017 00:00,0.12,1,11,10,37,22,5,3
03/31/2017 00:00,0.12,1,11,9,31,19,5,3
04/01/2017 00:00,0.12,1,14,16,29,24,4,3
04/02/2017 00:00,0.15,18,25,50,28,17,8,3
04/03/2017 00:00,0.22,29,33,77,22,17,10,4
04/04/2017 00:00,0.24,34,39,91,18,24,11,4
04/05/2017 00:00,0.31,32,36,86,18,26,14,4
04/06/2017 00:00,0.27,28,29,72,22,30,13,4
04/07/2017 00:00,0.22,22,30,63,32,20,11,3
04/08/2017 00:00,0.22,20,26,57,34,23,10,3
04/09/2017 00:00,0.2,16,27,51,42,25,13,3
04/10/2017 00:00,0.21,16,25,49,44,39,15,3
04/11/2017 00:00,0.19,12,22,40,45,33,14,3
04/12/2017 00:00,0.23,14,26,47,47,26,10,3
04/13/2017 00:00,0.22,17,29,55,50,25,13,3
04/14/2017 00:00,0.23,10,31,47,56,32,16,3
04/15/2017 00:00,0.25,16,34,58,55,35,15,3
04/16/2017 00:00,0.28,13,30,50,60,20,10,3
04/17/2017 00:00,0.25,13,37,56,61,24,11,3
04/18/2017 00:00,0.23,9,30,42,69,25,11,2
04/19/2017 00:00,0.22,6,32,42,67,35,16,2
04/20/2017 00:00,0.17,1,11,11,83,24,16,2
04/21/2017 00:00,0.16,1,9,8,88,31,12,2
04/22/2017 00:00,0.13,3,15,19,51,18,10,1
04/23/2017 00:00,0.11,1,10,10,56,14,7,1
04/24/2017 00:00,0.1,1,8,8,59,12,8,1
04/25/2017 00:00,0.1,2,10,11,57,12,7,1
04/26/2017 00:00,0.11,2,10,12,53,12,11,1
04/27/2017 00:00,0.1,9,18,29,44,12,8,1
04/28/2017 00:00,0.13,18,31,58,35,12,8,2
04/29/2017 00:00,0.12,9,24,38,40,12,11,2
04/30/2017 00:00,0.15,18,27,54,34,10,9,2
05/01/2017 00:00,0.16,14,26,47,36,9,9,2
05/02/2017 00:00,0.16,14,24,46,36,12,11,2
05/03/2017 00:00,0.18,17,27,53,39,12,14,2
05/04/2017 00:00,0.17,8,21,33,45,8,15,1
05/05/2017 00:00,0.2,14,24,45,44,5,11,1
05/06/2017 00:00,0.14,7,16,27,53,5,8,2
05/07/2017 00:00,0.14,9,14,27,52,10,5,2
05/08/2017 00:00,0.15,10,15,31,47,6,8,2
05/09/2017 00:00,0.14,9,16,30,52,4,8,1
05/10/2017 00:00,0.17,10,23,39,46,7,6,3
05/11/2017 00:00,0.19,11,30,47,43,17,6,2
05/12/2017 00:00,0.2,15,30,52,37,13,9,2
05/13/2017 00:00,0.26,14,30,52,32,11,11,2
05/14/2017 00:00,0.18,5,20,26,35,11,13,2
05/15/2017 00:00,0.17,5,20,27,38,13,13,2
05/16/2017 00:00,0.15,4,16,21,40,13,9,1
05/17/2017 00:00,0.12,2,11,14,44,11,5,2
05/18/2017 00:00,0.13,3,15,19,37,10,11,3
05/19/2017 00:00,0.13,2,29,30,18,12,9,4
05/20/2017 00:00,0.11,1,31,32,15,12,11,6
05/21/2017 00:00,0.14,4,26,31,18,7,11,4
05/22/2017 00:00,0.12,5,26,33,15,6,9,11
05/23/2017 00:00,0.15,25,39,76,5,9,10,13
05/24/2017 00:00,0.14,16,29,53,17,8,9,11
05/25/2017 00:00,0.14,8,13,25,31,7,9,3
05/26/2017 00:00,0.14,9,13,27,33,5,6,2
05/27/2017 00:00,0.16,9,16,29,35,4,6,2
05/28/2017 00:00,0.16,8,12,24,36,5,10,2
05/29/2017 00:00,0.17,8,12,23,37,10,7,2
05/30/2017 00:00,0.14,7,11,21,34,9,6,2
05/31/2017 00:00,0.14,7,12,22,28,7,8,2
06/01/2017 00:00,0.13,7,12,24,29,5,5,2
06/02/2017 00:00,0.11,5,9,17,26,4,5,2
06/03/2017 00:00,0.13,5,8,15,26,5,7,2
06/04/2017 00:00,0.16,8,11,23,25,5,10,2
06/05/2017 00:00,0.18,12,13,30,22,5,8,2
06/06/2017 00:00,0.19,11,18,34,22,7,7,2
06/07/2017 00:00,0.12,2,13,15,23,8,8,3
06/08/2017 00:00,0.11,1,21,22,13,8,8,5
06/09/2017 00:00,0.12,1,12,11,24,4,8,2
06/10/2017 00:00,0.11,1,10,8,23,4,8,2
06/11/2017 00:00,0.1,10,26,40,3,5,5,9
06/12/2017 00:00,0.1,8,28,41,2,4,7,10
06/13/2017 00:00,0.11,3,23,27,3,4,8,4
06/14/2017 00:00,0.14,20,26,56,1,4,5,4
06/15/2017 00:00,0.22,39,32,91,1,4,6,6
06/16/2017 00:00,0.23,44,31,99,3,4,14,5
06/17/2017 00:00,0.22,36,27,83,7,9,10,4
06/18/2017 00:00,0.19,25,25,63,12,8,11,4
06/19/2017 00:00,0.25,32,28,77,15,5,11,6
06/20/2017 00:00,0.25,21,25,56,30,10,12,4
06/21/2017 00:00,0.3,21,31,63,34,10,19,4
06/22/2017 00:00,0.29,19,26,55,38,10,17,5
06/23/2017 00:00,0.26,14,26,48,44,21,25,4
06/24/2017 00:00,0.24,16,26,50,45,10,19,3
06/25/2017 00:00,0.2,14,28,50,43,13,16,3
06/26/2017 00:00,0.23,16,28,52,37,11,19,3
06/27/2017 00:00,0.32,28,49,93,26,19,17,4
06/28/2017 00:00,0.26,13,44,64,24,18,19,4
06/29/2017 00:00,0.3,18,54,82,14,20,29,7
06/30/2017 00:00,0.46,66,74,176,1,15,18,13
07/01/2017 00:00,0.29,27,56,98,5,17,27,8
07/02/2017 00:00,0.17,2,35,37,10,14,20,7
07/03/2017 00:00,0.17,23,43,78,1,11,14,9
07/04/2017 00:00,0.17,31,42,90,1,0,14,9
07/05/2017 00:00,0.18,32,41,90,1,0,12,7
07/06/2017 00:00,0.18,32,61,90,1,0,12,7
