Date,Cloud Coverage,Average Temperature,Wind Speed,Wind Direction,Rainfall
4/3/2014,10,11.5,10.22,225,0
5/3/2014,5,10.8,7.63,315,0.6
6/3/2014,9,12.7,13.03,180,0.9
7/3/2014,4,15.8,14.44,180,0
8/3/2014,7,15.7,15.19,225,0
9/3/2014,2,13,9.47,180,5.5
10/3/2014,4,11.8,4.79,45,0
11/3/2014,1,15.9,3.46,315,0
12/3/2014,5,17.4,5.76,315,1.8
13/03/2014,2,14.2,8.75,45,0
14/03/2014,8,13.4,7.67,45,0
15/03/2014,6,14.8,4.36,315,0
16/03/2014,5,16.3,3.38,315,0
17/03/2014,7,17.6,2.77,315,0
18/03/2014,9,14.9,3.67,0,0
19/03/2014,9,13.4,4.21,315,0
20/03/2014,9,13.4,4.9,180,0
21/03/2014,3,12.6,3.46,315,0
22/03/2014,3,11.6,4.36,315,0
23/03/2014,2,10.4,2.02,315,5.8
24/03/2014,4,12.7,13.36,180,0.6
25/03/2014,10,12.6,8.42,225,16.6
26/03/2014,7,9.1,6.7,270,6
27/03/2014,1,10.8,14.62,225,3.3
28/03/2014,5,13.2,13.21,270,5.7
29/03/2014,7,12.4,7.99,225,0
30/03/2014,4,14.3,9.29,225,0.7
31/03/2014,9,14.5,7.34,180,6.7
1/4/2014,2,14.5,6.19,315,3.4
2/4/2014,10,13.1,4.25,315,0.1
3/4/2014,6,14.3,6.34,0,0
4/4/2014,3,14.1,5.22,315,0
5/4/2014,1,15.7,3.82,315,0
6/4/2014,7,13.9,4.68,0,0
7/4/2014,2,14.4,6.19,180,0.6
8/4/2014,3,15,5.9,315,0
9/4/2014,8,14.9,3.89,0,0
10/4/2014,4,16.8,4.39,315,0.1
11/4/2014,6,15.8,5.11,315,0.1
12/4/2014,2,13.1,4.97,315,0
13/04/2014,3,11.5,5.33,0,0
14/04/2014,6,11.3,7.78,45,0
15/04/2014,9,14.9,7.06,90,0
16/04/2014,2,18.7,9.5,90,0
17/04/2014,1,17.3,10.58,90,0
18/04/2014,9,15.8,6.8,45,0
19/04/2014,2,13.7,5.36,315,0
20/04/2014,10,11.7,5.54,315,2.7
21/04/2014,4,10.9,6.3,180,4.7
22/04/2014,8,11.6,11.52,180,7.7
23/04/2014,3,13.4,15.34,225,14.2
24/04/2014,9,11.2,9.54,270,7.5
25/04/2014,8,10.5,3.49,315,0.1
26/04/2014,3,10.8,4.28,0,1.4
27/04/2014,5,11.6,2.88,315,0.3
28/04/2014,1,12.5,4.64,180,2.4
29/04/2014,4,14.5,5.65,270,2.3
30/04/2014,3,14,3.74,315,0
1/5/2014,3,14.8,7.63,315,0
2/5/2014,4,14.5,6.7,0,0
3/5/2014,4,14.1,6.62,315,0
4/5/2014,8,15.5,5.83,315,0
5/5/2014,1,16.6,7.45,270,2
6/5/2014,3,13.9,5,315,1.3
7/5/2014,9,15.5,13.5,180,7.1
8/5/2014,8,16.8,12.46,180,5
9/5/2014,10,16.8,17.17,180,0.6
10/5/2014,3,16.2,11.56,180,3
11/5/2014,2,15.9,11.16,225,0
12/5/2014,5,15.3,5.98,315,0
13/05/2014,6,18.3,4.03,315,0
14/05/2014,8,20.9,3.6,315,0
15/05/2014,1,19.4,6.91,315,0
16/05/2014,7,20.4,11.12,45,0
17/05/2014,2,20.6,13.14,45,0
18/05/2014,5,18.5,8.39,90,0
19/05/2014,9,20.5,8.14,90,0
20/05/2014,2,21.1,6.41,315,0
21/05/2014,3,18.9,6.01,315,0
22/05/2014,9,17.9,5.11,315,0.5
23/05/2014,5,18,5.26,225,3.8
24/05/2014,9,18.2,5.36,315,3.3
25/05/2014,10,17,4.79,315,23.7
26/05/2014,3,16.8,4.97,315,0
27/05/2014,3,16.7,4.07,315,0
28/05/2014,5,17.9,7.38,180,0
29/05/2014,7,17,4.14,315,2.3
30/05/2014,7,16.4,10.98,315,4.7
31/05/2014,7,15.6,3.1,0,0.6
1/6/2014,3,16.3,14.47,225,2.6
2/6/2014,2,16.3,7.74,225,3.5
3/6/2014,10,17.8,6.59,0,4.2
4/6/2014,3,18.4,7.2,315,0
5/6/2014,1,19.8,6.73,225,0
6/6/2014,4,19.2,14.69,225,3.4
